;EA;EA2;EA3;EA4;EA5;EA10
7664;638;1275;1660;828;4550;56829
7665;1426;1509;2246;3384;4579;42724
7666;782;1156;830;2410;4800;58416
7667;195;482;1639;2391;5089;32485
7668;901;461;487;966;1130;116107
7669;654;835;723;1746;1005;15683
7670;1084;107;1301;1470;3228;9883
7671;606;645;1252;4785;7253;141639
7672;1454;640;1645;3623;6885;44603
7673;1019;1550;860;3561;2074;112823
7674;696;612;1563;1137;390;67253
7675;807;424;1578;1113;4585;83166
7676;644;763;2014;3912;4294;7338
7677;513;654;1785;2065;1858;80831
7678;982;1114;806;4129;1453;60137
7679;735;638;1401;3118;9453;133885
7680;862;839;1510;2130;2252;18459
7681;362;1210;759;1741;2003;33922
7682;489;253;1209;933;4901;55139
7683;644;991;2260;3879;2701;156184
7684;1300;1266;865;2427;990;30894
7685;1064;512;374;639;5620;186391
7686;539;327;2999;2339;7743;122692
7687;1727;1160;1814;1570;8172;25753
7688;461;1072;2062;2932;11850;110850
7689;1006;1434;1843;8758;4817;282273
7690;539;755;603;926;713;37351
7691;1421;646;972;3685;3940;192488
7692;1108;1633;1129;5472;2526;1119
7693;1307;1400;1981;7570;4763;2811
7694;1041;1918;670;4925;3760;49853
7695;703;282;2338;3196;3582;122112
7696;698;1058;448;1341;2736;59225
7697;915;1073;896;951;3344;3105
7698;704;2177;185;1311;8628;405172
7699;1575;2321;1050;4841;992;27175
7700;759;749;1541;4054;2421;108898
7701;1082;835;1505;3199;3477;118430
7702;496;417;4510;954;2482;44333
7703;640;1001;544;1383;5012;85529
7704;992;537;2294;1857;6367;41057
7705;588;894;1117;1609;941;45313
7706;764;623;671;4666;4391;13235
7707;656;925;1890;1798;13828;6798
7708;1835;619;2661;2987;6502;118351
7709;1065;708;527;618;1729;71873
7710;996;664;1639;4939;4485;22168
7711;861;689;2016;4292;9288;68319
7712;870;1328;2156;1512;1790;36190
7713;433;994;2117;1005;5177;50860
7714;1043;755;245;1997;3515;2108
7715;823;303;1585;1000;3266;84027
7716;1763;1463;472;645;6891;86058
7717;977;1929;3345;1076;3203;62593
7718;748;1323;1581;2189;2898;67034
7719;587;580;2017;2664;13471;54019
7720;2292;2199;2392;2410;1489;68774
7721;860;418;1368;2344;4037;63892
7722;1020;948;949;1416;2716;16061
7723;1208;789;1306;2817;3754;46214
7724;1082;1531;1147;7191;6302;81411
7725;1120;1074;2137;678;1667;75180
7726;478;1437;830;5399;835;202790
7727;394;1706;3464;1892;7998;35052
7728;1476;297;2402;2436;7332;5198
7729;1192;1548;1096;2093;4783;202712
7730;502;650;1832;2806;14148;109376
7731;610;483;669;3846;5647;74579
7732;1430;674;679;2207;2826;10538
7733;1513;528;1684;4773;4208;73460
7734;560;856;2147;2375;4049;183631
7735;363;568;1492;2898;2625;128380
7736;769;714;969;571;5569;144286
7737;952;631;1528;2797;1729;155621
7738;601;1077;963;1852;2244;4286
7739;1373;1007;2144;1901;2001;50074
7740;774;1003;459;1008;6387;139703
7741;583;1536;817;2413;2396;76034
7742;1068;300;1335;2097;1427;104637
7743;1099;686;530;1961;2317;14218
7744;199;1060;1977;1257;686;16888
7745;656;1952;2249;7247;3264;179873
7746;2090;1065;1989;1707;3678;52489
7747;100;557;921;737;4135;41670
7748;1756;889;1255;3562;4822;223692
7749;963;1700;919;5854;2078;3187
7750;1109;2038;2654;2754;1860;75086
7751;398;2096;1225;1875;4115;37591
7752;1709;1331;146;2087;1323;9121
7753;486;1043;1846;4617;5189;127163
7754;1685;711;5518;1623;8676;26102
7755;613;886;2234;2127;3612;87432
7756;838;105;3309;3407;4370;65940
7757;627;886;942;1474;3156;44565
7758;641;982;636;1985;1773;45054
7759;256;1871;791;2527;12282;376016
7760;1155;272;856;1716;1732;21678
7761;434;1996;1197;3012;4316;63346
7762;748;1254;759;825;2291;349783
7763;396;530;180;3135;4133;26021
7764;1099;481;3360;4762;5795;199562
7765;337;1192;827;7794;12620;51383
7766;796;509;425;1975;1879;3604
7767;804;2957;1493;765;3178;35762
7768;597;706;3797;1209;5493;8138
7769;519;345;707;1110;3460;28875
7770;533;1612;389;294;6241;528
7771;505;566;1145;4439;3359;1074
7772;142;481;1053;2373;3071;6207
7773;994;786;1886;710;2787;201471
7774;585;1142;1747;1825;4751;29325
7775;1293;386;1635;1764;2487;51852
7776;297;1095;448;2432;4446;163856
7777;460;168;1450;2065;2481;12620
7778;976;927;1407;2262;6886;202915
7779;481;446;854;2923;1515;21903
7780;198;993;874;1961;7738;88424
7781;868;1233;1246;1356;5740;286334
7782;229;704;1950;1911;10059;89471
7783;662;802;2213;3089;8658;246395
7784;327;2076;1347;2177;3922;169288
7785;2195;1165;809;2596;3471;186275
7786;288;731;1157;4742;2605;194482
7787;1116;1819;715;3767;4942;11982
7788;639;1573;2939;2904;5736;7901
7789;1557;1741;1182;2456;5305;19445
7790;841;1201;1065;2714;520;115012
7791;710;606;1748;414;2715;50736
7792;847;1005;1556;1449;4110;39261
7793;630;214;2675;470;7182;5175
7794;568;1232;2030;5703;1909;57604
7795;446;1185;3682;2162;541;28429
7796;780;419;1875;1521;883;117727
7797;736;904;1048;2984;207;46174
7798;315;1464;1412;1219;5166;337033
7799;586;373;1952;1209;2198;115527
7800;930;4279;3238;1868;8379;76370
7801;506;378;1046;1285;3218;10978
7802;633;648;293;1709;7277;45369
7803;828;759;4864;2743;5387;34017
7804;1098;1419;886;1841;3549;122602
7805;595;468;446;1513;4958;25723
7806;444;1186;929;2681;3180;50457
7807;1130;832;3692;1842;3274;58027
7808;908;2020;1629;2651;5467;88855
7809;587;318;1286;2017;2095;64860
7810;1186;836;1086;964;5642;18832
7811;1282;901;2125;1028;8406;69102
7812;1154;1605;1483;4094;4091;78039
7813;85;494;1738;1018;1727;4183
7814;298;1325;410;3230;4856;23267
7815;1002;524;2507;3659;10321;89281
7816;1619;706;3839;4697;8685;899
7817;1222;726;1828;795;7759;98333
7818;545;691;775;2540;2791;36502
7819;640;1052;522;1221;2544;39660
7820;831;1119;567;1128;7202;132392
7821;870;956;4965;1226;456;79193
7822;794;664;1624;3070;6018;62617
7823;773;450;269;1909;5232;19472
7824;767;2786;1615;484;5267;176892
7825;507;908;728;1105;254;46659
7826;501;698;759;2965;2129;20474
7827;968;383;467;3639;3745;7599
7828;1356;500;1154;4860;3606;40083
7829;482;456;1045;2549;3061;26494
7830;280;631;663;1356;1820;3292
7831;451;679;2563;1950;5316;4568
7832;1099;1383;865;843;11618;48413
7833;677;156;944;1957;1284;56873
7834;1428;888;1171;1772;2054;37091
7835;1487;1251;3388;3714;8457;46974
7836;239;1485;1396;870;5817;27408
7837;409;727;710;830;3381;14077
7838;205;1336;802;2168;1432;65965
7839;575;189;1873;1991;3551;97843
7840;788;721;2395;1646;862;46009
7841;845;1569;3000;1847;8688;13405
7842;689;1154;504;2644;1484;27970
7843;1015;613;498;656;3668;100337
7844;993;1261;1821;2462;4857;379394
7845;1117;351;2554;1932;6161;26601
7846;634;821;1257;3908;5127;147015
7847;707;592;826;3589;2328;110419
7848;1443;978;1532;6864;13041;31939
7849;955;962;617;2335;12944;16178
7850;956;289;2304;4053;6422;21473
7851;582;1264;680;1285;3516;53993
7852;1012;448;482;12214;5005;288718
7853;1254;65;2234;5782;5244;327514
7854;786;502;1885;893;10602;152083
7855;851;1377;2862;4783;6845;46624
7856;564;464;1247;2266;5053;26921
7857;840;674;1626;4244;2895;979
7858;987;560;2160;609;5292;56217
7859;1082;1186;838;6415;3635;111709
7860;338;394;478;2770;1121;13080
7861;922;1234;553;2241;1563;22441
7862;2088;699;2754;4144;3421;10619
7863;1395;644;1113;3681;2702;165928
7864;406;428;470;2014;1507;14008
7865;1199;1467;1173;3368;3885;16519
7866;371;628;1791;1371;3542;22723
7867;899;1281;834;493;6519;38223
7868;1588;1859;2101;3136;17618;25870
7869;1092;951;1306;4528;3280;16517
7870;1005;1526;599;898;1958;48119
7871;423;1319;816;4061;2209;97728
7872;745;720;2154;5604;6295;29846
7873;687;824;1141;4098;1875;152460
7874;792;2293;1445;3527;5860;27551
7875;622;376;1124;1781;11362;88065
7876;1085;1760;680;1832;5886;88530
7877;430;1131;892;2101;5474;16585
7878;412;1309;2237;4615;5126;13120
7879;836;784;2195;622;4876;6929
7880;1002;757;1760;1550;1622;36991
7881;1791;1683;642;1909;3172;53734
7882;1342;755;1267;2168;6139;17348
7883;870;2797;2576;4342;10217;27641
7884;460;841;975;1299;3865;140898
7885;411;1108;2051;3450;474;57681
7886;1207;529;1129;2580;5788;64156
7887;547;403;682;2214;6988;60123
7888;751;584;2875;2134;1669;83639
7889;974;1066;833;1736;7297;28301
7890;1397;2068;693;1799;1422;59118
7891;531;319;2493;4270;1987;14849
7892;457;558;2251;2327;3500;79500
7893;1389;1168;1092;1290;8779;97944
7894;1149;1349;1721;1719;9154;70492
7895;1134;748;816;1495;5623;33282
7896;329;915;1339;1915;2865;66060
7897;396;1313;2465;1464;8436;115792
7898;536;569;1540;11233;1785;43136
7899;560;774;2178;2458;1077;180727
7900;1105;1471;848;2260;20787;360105
7901;941;1873;1118;1437;4830;62859
7902;1068;651;832;3022;7545;16762
7903;1284;1073;1446;3246;1625;5577
7904;393;1395;655;2170;5329;56016
7905;596;368;700;381;5221;342477
7906;1471;855;2061;4320;4275;6969
7907;1464;3597;1388;1487;198;112770
7908;854;333;1215;3407;5374;103745
7909;740;941;1271;2645;4122;11732
7910;789;581;1066;819;5844;21594
7911;655;708;386;977;1584;1064
7912;452;3588;1401;4553;4053;51168
7913;2093;434;1730;3561;11131;184825
7914;779;819;2427;1041;2075;54774
7915;1121;1309;1148;3159;4669;177314
7916;466;302;1001;1533;1420;97651
7917;914;882;2458;8667;5844;24980
7918;721;1056;1352;1510;9387;56365
7919;464;427;561;1833;2774;90193
7920;338;837;1793;4828;3652;4477
7921;910;557;1737;2933;3766;474777
7922;961;1020;1972;1192;5303;82452
7923;735;1043;2112;1792;2522;59990
7924;1158;481;1011;610;4143;96908
7925;950;808;1683;3241;2554;2134
7926;418;1233;327;5060;4299;52816
7927;976;661;1185;2046;5887;20441
7928;598;919;2176;1171;4327;91404
7929;544;748;3431;2456;2537;65690
7930;908;759;2288;2389;1274;51434
7931;879;1083;1695;1002;6240;25394
7932;1921;980;978;3148;348;55258
7933;1316;3409;1567;2887;3441;68017
7934;863;1330;1546;2675;6965;123784
7935;518;675;986;957;8692;86176
7936;637;904;1651;2429;4165;144861
7937;666;938;481;2077;1529;15852
7938;1612;900;1001;1428;5898;18894
7939;591;1502;934;1617;3305;97623
7940;995;382;1562;2359;8869;56752
7941;335;517;1559;828;6059;19884
7942;790;891;648;784;5963;212336
7943;1215;1079;2069;1547;1022;84498
7944;971;581;1305;2156;1382;7624
7945;942;804;893;3285;759;124887
7946;1343;709;537;2860;4934;109946
7947;792;427;2826;1338;7639;12513
7948;720;714;2120;2744;7069;44625
7949;587;370;917;1161;5079;16875
7950;507;542;614;529;2693;26918
7951;305;998;3440;6644;3032;116704
7952;986;1076;1028;1622;9056;195102
7953;530;624;4281;1290;5390;145911
7954;670;945;1018;2019;2459;155071
7955;564;1138;1225;2004;1584;102957
7956;260;1217;831;2192;3840;57095
7957;989;667;3413;7596;4004;57441
7958;865;372;1377;1694;1865;41067
7959;933;893;598;1117;7640;158639
7960;709;888;1770;1928;3334;25938
7961;1038;2196;997;4312;4117;44690
7962;477;321;960;1361;10279;13436
7963;1065;1089;533;2426;3311;176312
7964;351;1071;498;4470;2459;24006
7965;563;1172;738;1479;2606;34601
7966;637;569;271;3093;7856;44026
7967;808;507;768;4611;1048;22519
7968;671;1609;1336;1582;6280;356925
7969;903;714;1534;1493;1535;121795
7970;851;1869;817;2583;12434;86099
7971;930;624;1706;810;11944;4977
7972;570;999;1389;7860;4847;79877
7973;807;826;1686;1804;1415;142898
7974;757;1170;2181;5564;2239;59948
7975;2264;665;2184;1431;3510;67951
7976;917;737;1827;613;4848;44805
7977;2236;1965;1729;5767;2159;49255
7978;626;866;3905;1505;2967;44484
7979;558;810;733;1175;3648;83790
7980;1168;2509;1169;845;1998;9491
7981;723;1438;1773;915;5413;46795
7982;2055;1959;2546;4326;5688;25716
7983;1848;1107;1217;680;1215;53933
7984;493;1182;673;3199;1249;56574
7985;553;749;3021;1373;1330;38043
7986;496;1104;1564;4837;19736;35229
7987;926;2121;2351;1427;12546;13027
7988;1257;480;329;2166;2321;21038
7989;954;804;331;2929;11218;4348
7990;520;2022;2239;2919;6351;71359
7991;760;1011;2230;1830;2741;116759
7992;1180;1220;3523;2577;5703;12419
7993;1228;1361;787;5906;5903;22716
7994;192;1526;906;738;2751;30270
7995;1487;362;2021;12274;2558;1956
7996;441;312;972;1808;6418;11833
7997;1613;1313;1646;1544;1572;31005
7998;422;1557;1317;810;3531;62746
7999;220;617;984;1129;1268;232203
8000;377;602;1515;1057;3110;60943
8001;323;1183;852;3349;1950;188322
8002;692;698;2123;3416;4812;31749
8003;1212;1213;325;2843;6490;28579
8004;784;1270;1211;3567;4669;11231
8005;1062;928;768;2121;2105;35151
8006;698;360;1200;2471;1835;17632
8007;504;1103;1379;2729;6292;26163
8008;431;620;1607;4778;3066;47233
8009;699;333;3208;2983;3846;13039
8010;1236;1064;1536;1654;6660;139285
8011;272;550;2695;1111;3702;671
8012;2035;857;3502;2514;13105;134289
8013;276;755;2698;1918;1196;11326
8014;1107;881;1185;3063;5618;369
8015;920;97;754;1991;1402;42836
8016;1272;1018;1937;2548;5040;47090
8017;343;322;797;1808;4790;15401
8018;636;1344;1963;1745;3338;207761
8019;1231;1218;2368;1049;2150;38123
8020;496;234;2223;940;2406;125832
8021;1256;926;1273;2756;3859;127389
8022;720;1369;341;1007;2795;133049
8023;1072;450;1825;3162;1665;195435
8024;1322;1012;1077;5903;3376;234765
8025;595;984;1043;3148;1369;32834
8026;716;419;2684;2502;1560;101794
8027;1531;1449;725;2483;4603;16232
8028;695;502;1415;1521;3765;18616
8029;893;960;1162;3407;6449;99303
8030;968;535;1742;690;5402;163292
8031;779;617;862;997;7646;81956
8032;391;1170;1078;2831;990;58303
8033;738;712;520;1730;10447;73756
8034;901;827;2143;3178;9111;26325
8035;820;775;853;4886;6398;115340
8036;461;2558;493;832;3513;27297
8037;586;633;916;704;6699;156435
8038;329;170;1100;2850;3556;161967
8039;1689;687;1768;897;868;147205
8040;1417;769;337;3493;8484;42260
8041;1062;966;475;3457;6403;185722
8042;1311;578;382;1694;4771;20369
8043;1235;1631;839;2767;1061;75339
8044;1179;1626;1735;2914;2077;141114
8045;831;1837;1597;1591;2431;91787
8046;1079;707;1278;2288;2654;131207
8047;1170;870;1463;2365;4302;37436
8048;474;1026;2332;1983;1232;110320
8049;633;612;3536;2510;1991;80280
8050;958;328;799;456;10330;135504
8051;982;549;558;3818;2654;163985
8052;642;1478;1548;8425;3050;20287
8053;1291;697;1025;1231;15528;108819
8054;1997;1668;1063;2850;1596;3170
8055;475;110;1981;3119;2353;169160
8056;1074;532;393;2465;4339;61244
8057;437;261;3160;4600;17823;22101
8058;329;1844;1463;3100;5122;80389
8059;951;1097;2990;1073;1550;36340
8060;445;322;478;1154;2960;198011
8061;771;1032;1731;944;7778;91454
8062;967;588;529;1433;498;31873
8063;1076;521;1431;1211;158;41645
8064;1211;1562;644;2779;7329;39063
8065;956;919;2041;1596;6574;137198
8066;703;674;1331;4530;11045;83061
8067;679;308;717;1147;6894;48798
8068;126;1953;1641;9732;1296;60068
8069;593;633;326;756;5590;137085
8070;703;146;1600;879;742;64298
8071;1408;1724;1863;895;10283;384880
8072;1549;739;1285;617;4960;56403
8073;266;616;588;2842;1392;237681
8074;1090;1469;3082;12537;7072;372152
8075;946;1195;1261;1618;4564;40107
8076;1076;1365;4001;3531;7139;121984
8077;839;787;674;1278;2174;295214
8078;423;1118;312;1587;8164;34529
8079;764;1666;781;1396;4215;19483
8080;1207;1066;1923;2190;10364;153466
8081;482;615;860;2614;6769;72830
8082;1017;830;366;3452;1449;105294
8083;755;2483;3962;232;10706;183479
8084;250;453;1306;2997;1545;131222
8085;487;395;1280;2560;5331;6704
8086;862;774;638;610;3375;328309
8087;1012;504;958;893;3449;76202
8088;1591;338;2608;3652;1331;51962
8089;772;406;671;690;3879;91264
8090;1720;1400;1773;1296;3141;20089
8091;1009;482;2009;7172;6765;54060
8092;338;1453;1469;569;5480;11185
8093;1366;1420;2634;3192;9977;240720
8094;1314;934;839;1616;1922;678
8095;373;1268;1981;1870;5331;295539
8096;871;1305;871;634;7363;15416
8097;650;858;1223;2375;2550;36951
8098;733;634;1295;1016;2475;65744
8099;992;519;915;1618;4591;45883
8100;665;846;1017;5585;7693;44181
8101;1533;2978;1870;1786;10961;20778
8102;1237;1854;1448;3004;6624;140300
8103;562;617;1496;2413;611;88764
8104;424;1112;1828;2608;1040;58081
8105;1062;187;778;3541;5031;44031
8106;940;332;2206;8071;8361;477777
8107;711;427;1139;2764;1232;44376
8108;842;2791;3423;2860;5408;36695
8109;624;1518;262;1615;1068;41915
8110;315;576;615;1033;1540;41905
8111;1840;820;1164;2212;6489;47427
8112;1364;1943;575;1431;8036;115939
8113;930;1084;1993;1643;10684;160110
8114;282;1184;2689;140;5736;63167
8115;1545;1294;333;1856;1879;8232
8116;274;543;1563;584;1483;130823
8117;553;1236;949;2569;4447;158181
8118;672;1802;1364;3482;3044;43471
8119;693;1911;1480;5870;4847;118069
8120;1208;537;1716;1721;3241;14108
8121;819;1897;1393;1416;4418;102260
8122;1722;1088;3469;512;4167;9648
8123;909;1160;505;2068;1957;44430
8124;1350;552;1864;1863;7523;1006
8125;604;697;1128;2977;4081;54903
8126;1132;1315;3909;1417;5913;16681
8127;873;2359;1112;2673;5561;72665
8128;908;1540;2504;1954;8904;421692
8129;1316;1047;298;692;3900;34264
8130;1189;857;1839;1237;9037;111662
8131;1079;1368;882;980;2891;438516
8132;1054;462;1594;886;1592;58217
8133;601;487;1269;1492;12655;31480
8134;767;865;1512;1615;4405;35759
8135;672;784;448;1439;3568;5651
8136;630;1551;2652;4135;9021;25208
8137;834;930;1985;3999;4030;2713
8138;274;1165;3213;1807;6752;485303
8139;557;594;1786;3096;7887;1301
8140;1092;809;948;1919;2687;8910
8141;543;1284;385;2518;1534;11725
8142;610;441;208;6797;4128;234160
8143;577;1352;185;6383;544;33912
8144;976;456;925;3032;5369;149569
8145;1443;473;1907;2322;1600;70960
8146;1105;287;802;581;6844;29159
8147;3192;497;2044;2123;2400;267306
8148;1429;1851;733;2602;865;36789
8149;465;1058;4127;7621;5680;867
8150;1056;893;315;3089;7283;15281
8151;568;266;477;2142;2591;11860
8152;2678;625;1189;4752;5707;37074
8153;1152;1883;3365;1531;7788;16557
8154;502;373;612;2631;6562;19603
8155;741;924;654;1734;912;124341
8156;592;514;1022;4906;3309;86470
8157;940;733;1578;3162;11911;158641
8158;771;1102;1461;2646;3930;148029
8159;415;980;1326;2644;4790;123128
8160;739;1091;1095;1447;4787;59981
8161;1219;1121;1824;2746;8195;140567
8162;918;825;840;1242;6329;19413
8163;813;2099;1907;1923;483;24647
8164;525;545;2848;3565;4444;44084
8165;1768;1750;1054;1638;1363;166196
8166;1316;324;1124;2070;11608;93077
8167;469;1622;931;1415;3370;368956
8168;532;1134;1245;3442;4790;88679
8169;499;684;676;7208;1556;14586
8170;659;1062;749;3279;1465;47946
8171;3162;653;1299;10076;7517;7987
8172;305;1172;1164;1238;1158;24641
8173;1152;1642;883;3556;9759;45377
8174;318;2366;1945;867;2765;30170
8175;1089;595;442;2046;953;86025
8176;589;857;1129;2949;2038;53793
8177;1061;371;1865;2605;3136;62651
8178;780;771;1216;520;8908;327862
8179;542;886;724;1601;4197;137030
8180;122;776;1309;2010;9550;16169
8181;1126;399;2259;1861;4631;30958
8182;382;686;1103;9606;3914;28161
8183;694;1043;2892;2102;20567;53539
8184;1433;1460;2492;2050;7844;202346
8185;1165;426;1419;2160;2379;24905
8186;556;528;1607;2876;9605;92074
8187;278;319;1015;4894;2499;80501
8188;387;732;2260;2229;1515;64790
8189;1203;583;2358;3995;4988;142932
8190;997;1217;798;2254;1964;223869
8191;936;1426;1524;159;2864;58988
8192;671;1621;648;3445;3362;82421
8193;710;292;2554;2524;13477;106237
8194;1089;252;1281;1080;1524;156435
8195;123;1076;1212;1554;2510;3554
8196;636;517;839;2079;2983;36583
8197;975;490;600;1504;1601;72158
8198;1009;491;1109;1326;1171;31030
8199;792;594;1046;2127;1345;33596
8200;1425;1078;711;1334;1217;4682
8201;856;558;1186;1183;839;9009
8202;356;660;900;2759;5705;36478
8203;1162;1121;2556;1467;8177;142381
8204;790;1853;490;6893;9075;42996
8205;1003;883;533;4032;1387;129521
8206;403;1357;621;1631;801;161621
8207;743;611;1260;1500;1510;90480
8208;662;906;2603;1837;13178;62109
8209;1212;450;767;2280;12250;14412
8210;221;452;511;1889;3465;35638
8211;1442;1559;1067;1254;5990;8473
8212;908;769;1154;917;2458;72773
8213;865;790;2425;607;7273;65936
8214;920;1752;454;3159;3686;36845
8215;845;1397;834;1324;1472;5215
8216;213;1052;1902;3236;5692;76089
8217;264;688;1816;2516;4025;335091
8218;874;1013;6756;5248;5559;95800
8219;551;855;957;524;311;86377
8220;1147;214;993;2684;4807;18046
8221;984;530;2357;4173;1035;41695
8222;852;1804;1773;867;4584;86759
8223;920;617;575;1398;5510;68339
8224;901;884;3042;2330;4740;154898
8225;920;165;1254;2776;7344;98895
8226;1052;595;976;436;3365;44780
8227;1190;1433;755;2397;3674;5381
8228;1551;433;1342;3464;7483;92124
8229;1438;435;3381;940;1354;14595
8230;937;549;2160;1014;1313;15839
8231;599;1963;903;1176;4392;4505
8232;288;642;1307;2283;6574;40047
8233;938;631;3911;5816;3931;338
8234;370;586;648;2956;4164;23889
8235;701;875;1205;1233;13077;23408
8236;1225;614;2387;2901;7818;125987
8237;785;682;890;2307;4205;13280
8238;1141;1075;1882;2125;4269;17590
8239;233;1294;1127;316;7408;24062
8240;940;895;1373;1434;4892;56828
8241;628;728;188;3963;1101;43719
8242;1104;1053;1280;1571;3061;70163
8243;1079;1348;2788;4772;1608;491176
8244;1064;282;2072;1931;1636;104919
8245;736;1240;2622;1906;16764;186262
8246;944;686;921;2807;3004;198149
8247;781;1505;741;2353;3330;4495
8248;1977;1661;1495;7707;10123;430549
8249;249;969;4069;1746;5799;205826
8250;1063;1134;756;2049;1758;56631
8251;539;1173;479;5681;1067;55980
8252;453;916;1069;2119;2099;27979
8253;1514;540;1754;3354;7416;85511
8254;2223;348;854;2549;16337;202765
8255;131;442;1475;1683;5952;48634
8256;319;809;1643;1433;1273;169479
8257;1256;924;754;1710;5397;4928
8258;862;1673;2637;1881;5984;41206
8259;1904;1161;366;2071;8593;8346
8260;525;464;1256;6191;3090;42506
8261;1038;355;3013;476;6968;68658
8262;592;713;393;5771;3370;14830
8263;239;931;279;3750;3580;131000
8264;2777;1325;2061;4021;7239;98197
8265;1258;803;1522;1780;1187;7894
8266;643;936;1098;5480;1335;75066
8267;848;1039;1902;2220;5614;119315
8268;85;244;791;3332;3061;19061
8269;422;1038;1860;5052;7035;34757
8270;626;1653;1320;5252;9938;45538
8271;1019;1750;2191;1875;2915;109745
8272;1299;1071;1445;3369;10353;22045
8273;1038;303;6273;1389;3185;169331
8274;725;1357;1262;811;3392;50110
8275;839;616;337;11128;3667;73167
8276;1012;923;2987;6898;6244;95562
8277;637;1228;2154;4634;4089;72697
8278;515;481;2383;1711;2186;41497
8279;1348;1066;1777;4921;3461;46674
8280;1298;679;1150;10633;10166;4965
8281;641;249;1394;3014;1804;46785
8282;1402;1243;1684;11974;8956;51829
8283;515;2162;1539;685;1825;226259
8284;86;792;649;3636;5032;98668
8285;1736;656;550;3783;8062;27744
8286;746;762;1360;1086;7165;52296
8287;253;1847;1721;3372;918;96072
8288;2024;1238;1697;3014;5398;14459
8289;1202;391;1175;3304;5315;111838
8290;301;1223;841;2955;8831;220709
8291;1795;245;1640;548;2403;130817
8292;448;748;1068;928;5095;64974
8293;818;1498;1150;1373;3638;14186
8294;1491;516;1022;825;605;46240
8295;802;664;1068;1652;6984;11267
8296;219;428;794;974;2051;63109
8297;1570;1366;1609;2295;9139;23735
8298;495;1572;1662;1542;4351;94532
8299;382;72;1366;3556;4314;243172
8300;1200;1286;662;3099;6662;234166
8301;519;892;122;3071;3025;109079
8302;2358;1104;3107;398;1862;265186
8303;633;338;753;2505;2096;87683
8304;184;982;2298;2577;913;126281
8305;790;1390;1368;2637;7331;2067
8306;833;968;1651;3661;4746;54460
8307;1412;873;706;1617;8559;77104
8308;924;546;223;2375;3613;90686
8309;715;2062;3811;1403;4650;24642
8310;857;733;1410;5715;2200;39027
8311;587;232;1593;1361;222;86193
8312;607;1011;2917;8405;8944;82340
8313;1020;614;1242;2773;5212;183136
8314;584;568;1242;1827;1178;39626
8315;278;2456;1670;3387;1375;14962
8316;996;1644;1038;3088;4732;242890
8317;940;786;840;2297;2116;8211
8318;1192;1113;2317;4220;5450;58952
8319;536;348;3666;5151;553;66774
8320;960;531;1556;1597;7914;6308
8321;460;899;1446;2140;3830;78966
8322;2492;3028;1488;2627;6855;62439
8323;1007;965;2270;3718;8509;35593
8324;349;1726;1022;1382;873;27630
8325;1265;1104;943;2567;2065;11979
8326;294;529;600;1197;8695;25612
8327;764;2981;2646;1540;9495;105574
8328;1207;1534;558;6093;11477;36449
8329;498;1172;1725;3759;4097;123882
8330;788;655;1211;2929;2767;42720
8331;927;796;3156;7470;8068;77768
8332;790;665;1469;3561;3296;56010
8333;875;501;3009;2704;3542;419685
8334;1242;892;479;1078;4775;177053
8335;287;1122;1406;2811;6691;51962
8336;1630;313;3226;3689;1078;52204
8337;980;1302;844;2300;6355;110998
8338;992;88;903;1476;5955;12121
8339;674;1040;1630;2213;10790;148260
8340;2036;1011;291;3853;12864;538558
8341;789;722;844;2289;2098;158066
8342;997;56;1005;1795;941;42353
8343;1011;1250;2735;3618;4861;17685
8344;698;1040;3468;4470;3750;45273
8345;364;614;1994;1408;1584;146945
8346;495;341;2420;4664;2504;298902
8347;469;859;964;3012;7440;53316
8348;861;810;2569;4191;6350;255435
8349;990;257;785;3901;6633;24334
8350;429;927;1004;2192;3994;29534
8351;1275;2142;1130;4091;13334;69450
8352;518;486;2216;779;4044;98851
8353;1028;2335;1125;2681;2968;52879
8354;398;1148;827;1979;1241;128642
8355;579;749;1077;2083;598;106587
8356;597;967;2605;2286;8481;75589
8357;620;743;1316;2753;1455;60456
8358;999;2341;1944;3254;6463;11374
8359;685;412;1339;2044;3273;27110
8360;1422;384;349;518;4042;44885
8361;883;714;2246;6153;6878;17297
8362;210;1656;594;681;921;17142
8363;913;484;665;2984;7917;14964
8364;921;1395;1325;2524;6875;33001
8365;971;913;307;4055;9033;53404
8366;1016;583;1386;519;1056;274990
8367;314;771;941;1384;3576;40220
8368;594;1423;939;2462;5351;48204
8369;437;1485;4780;5145;3980;58583
8370;1220;1272;1179;534;9115;121323
8371;1096;1180;1285;2175;9485;90900
8372;566;492;82;504;1995;2208
8373;532;417;1341;473;1795;74519
8374;2171;665;574;6863;5707;68006
8375;346;430;895;1500;4937;40939
8376;639;595;1990;1961;2821;22304
8377;600;593;1320;4453;8618;455079
8378;433;1769;3133;7478;2242;132844
8379;1025;707;841;2390;4571;137940
8380;784;1372;1043;989;3220;484511
8381;649;452;1730;1411;6849;119922
8382;1576;558;1794;2583;2999;54233
8383;585;1449;834;886;5995;12447
8384;888;269;780;4794;3735;81342
8385;1493;839;440;2736;8871;206953
8386;707;903;1183;2511;608;205400
8387;1323;724;631;888;5294;95975
8388;1042;637;1919;2459;4096;61764
8389;1095;458;1273;1012;2193;309326
8390;213;522;998;2459;4240;124795
8391;612;465;3028;5155;5878;82483
8392;252;678;2463;377;6200;69326
