id;length;n;p;count;minDif;maxDif;avgDif;solvable;solvablePercent
2038;18;12500;0,80;1000;0;0;0;1000;1,000
2039;18;62500;0,80;1000;0;0;0;1000;1,000
2040;18;11;0,90;1000;0;0;0;1000;1,000
2041;18;22;0,90;1000;0;0;0;1000;1,000
2042;18;33;0,90;1000;0;0;0;1000;1,000
2043;18;44;0,90;1000;0;0;0;1000;1,000
2044;18;55;0,90;1000;0;0;0;1000;1,000
2045;18;111;0,90;1000;0;0;0;1000;1,000
2046;18;222;0,90;1000;0;0;0;1000;1,000
2047;18;555;0,90;1000;0;0;0;1000;1,000
2048;18;1111;0,90;1000;0;0;0;1000;1,000
2049;18;2222;0,90;1000;0;0;0;1000;1,000
2050;18;5555;0,90;1000;0;0;0;1000;1,000
2051;18;11111;0,90;1000;0;0;0;1000;1,000
2052;18;55555;0,90;1000;0;0;0;1000;1,000
2053;20;100;0,10;1000;0;0;0;1000;1,000
2054;20;200;0,10;1000;0;0;0;1000;1,000
2055;20;300;0,10;1000;0;0;0;1000;1,000
2056;20;400;0,10;1000;0;0;0;1000;1,000
2057;20;500;0,10;1000;0;0;0;1000;1,000
2058;20;1000;0,10;1000;0;0;0;1000;1,000
2059;20;2000;0,10;1000;0;0;0;1000;1,000
2060;20;5000;0,10;1000;0;0;0;1000;1,000
2061;20;10000;0,10;1000;0;0;0;1000;1,000
2062;20;20000;0,10;1000;0;0;0;1000;1,000
2063;20;50000;0,10;1000;0;0;0;1000;1,000
2064;20;100000;0,10;1000;0;0;0;1000;1,000
2065;20;500000;0,10;1000;0;0;0;1000;1,000
2066;20;50;0,20;1000;0;0;0;1000;1,000
2067;20;100;0,20;1000;0;0;0;1000;1,000
2068;20;150;0,20;1000;0;0;0;1000;1,000
2069;20;200;0,20;1000;0;0;0;1000;1,000
2070;20;250;0,20;1000;0;0;0;1000;1,000
2071;20;500;0,20;1000;0;0;0;1000;1,000
2072;20;1000;0,20;1000;0;0;0;1000;1,000
2073;20;2500;0,20;1000;0;0;0;1000;1,000
2074;20;5000;0,20;1000;0;0;0;1000;1,000
2075;20;10000;0,20;1000;0;0;0;1000;1,000
2076;20;25000;0,20;1000;0;0;0;1000;1,000
2077;20;50000;0,20;1000;0;0;0;1000;1,000
2078;20;250000;0,20;1000;0;0;0;1000;1,000
2079;20;33;0,30;1000;0;0;0;1000;1,000
2080;20;66;0,30;1000;0;0;0;1000;1,000
2081;20;100;0,30;1000;0;0;0;1000;1,000
2082;20;133;0,30;1000;0;0;0;1000;1,000
2083;20;166;0,30;1000;0;0;0;1000;1,000
2084;20;333;0,30;1000;0;0;0;1000;1,000
2085;20;666;0,30;1000;0;0;0;1000;1,000
2086;20;1666;0,30;1000;0;0;0;1000;1,000
2087;20;3333;0,30;1000;0;0;0;1000;1,000
2088;20;6666;0,30;1000;0;0;0;1000;1,000
2089;20;16666;0,30;1000;0;0;0;1000;1,000
2090;20;33333;0,30;1000;0;0;0;1000;1,000
2091;20;166666;0,30;1000;0;0;0;1000;1,000
2092;20;25;0,40;1000;0;0;0;1000;1,000
2093;20;50;0,40;1000;0;0;0;1000;1,000
2094;20;75;0,40;1000;0;0;0;1000;1,000
2095;20;100;0,40;1000;0;0;0;1000;1,000
2096;20;125;0,40;1000;0;0;0;1000;1,000
2097;20;250;0,40;1000;0;0;0;1000;1,000
2098;20;500;0,40;1000;0;0;0;1000;1,000
2099;20;1250;0,40;1000;0;0;0;1000;1,000
2100;20;2500;0,40;1000;0;0;0;1000;1,000
2101;20;5000;0,40;1000;0;0;0;1000;1,000
2102;20;12500;0,40;1000;0;0;0;1000;1,000
2103;20;25000;0,40;1000;0;0;0;1000;1,000
2104;20;125000;0,40;1000;0;0;0;1000;1,000
2105;20;20;0,50;1000;0;0;0;1000;1,000
2106;20;40;0,50;1000;0;0;0;1000;1,000
2107;20;60;0,50;1000;0;0;0;1000;1,000
2108;20;80;0,50;1000;0;0;0;1000;1,000
2109;20;100;0,50;1000;0;0;0;1000;1,000
2110;20;200;0,50;1000;0;0;0;1000;1,000
2111;20;400;0,50;1000;0;0;0;1000;1,000
2112;20;1000;0,50;1000;0;0;0;1000;1,000
2113;20;2000;0,50;1000;0;0;0;1000;1,000
2114;20;4000;0,50;1000;0;0;0;1000;1,000
2115;20;10000;0,50;1000;0;0;0;1000;1,000
2116;20;20000;0,50;1000;0;0;0;1000;1,000
2117;20;100000;0,50;1000;0;0;0;1000;1,000
2118;20;16;0,60;1000;0;0;0;1000;1,000
2119;20;33;0,60;1000;0;0;0;1000;1,000
2120;20;50;0,60;1000;0;0;0;1000;1,000
2121;20;66;0,60;1000;0;0;0;1000;1,000
2122;20;83;0,60;1000;0;0;0;1000;1,000
2123;20;166;0,60;1000;0;0;0;1000;1,000
2124;20;333;0,60;1000;0;0;0;1000;1,000
2125;20;833;0,60;1000;0;0;0;1000;1,000
2126;20;1666;0,60;1000;0;0;0;1000;1,000
2127;20;3333;0,60;1000;0;0;0;1000;1,000
2128;20;8333;0,60;1000;0;0;0;1000;1,000
2129;20;16666;0,60;1000;0;0;0;1000;1,000
2130;20;83333;0,60;1000;0;0;0;1000;1,000
2131;20;14;0,70;1000;0;0;0;1000;1,000
2132;20;28;0,70;1000;0;0;0;1000;1,000
2133;20;42;0,70;1000;0;0;0;1000;1,000
2134;20;57;0,70;1000;0;0;0;1000;1,000
2135;20;71;0,70;1000;0;0;0;1000;1,000
2136;20;142;0,70;1000;0;0;0;1000;1,000
2137;20;285;0,70;1000;0;0;0;1000;1,000
2138;20;714;0,70;1000;0;0;0;1000;1,000
2139;20;1428;0,70;1000;0;0;0;1000;1,000
2140;20;2857;0,70;1000;0;0;0;1000;1,000
2141;20;7142;0,70;1000;0;0;0;1000;1,000
2142;20;14285;0,70;1000;0;0;0;1000;1,000
2143;20;71428;0,70;1000;0;0;0;1000;1,000
2144;20;12;0,80;1000;0;0;0;1000;1,000
2145;20;25;0,80;1000;0;0;0;1000;1,000
2146;20;37;0,80;1000;0;0;0;1000;1,000
2147;20;50;0,80;1000;0;0;0;1000;1,000
2148;20;62;0,80;1000;0;0;0;1000;1,000
2149;20;125;0,80;1000;0;0;0;1000;1,000
2150;20;250;0,80;1000;0;0;0;1000;1,000
2151;20;625;0,80;1000;0;0;0;1000;1,000
2152;20;1250;0,80;1000;0;0;0;1000;1,000
2153;20;2500;0,80;1000;0;0;0;1000;1,000
2154;20;6250;0,80;1000;0;0;0;1000;1,000
2155;20;12500;0,80;1000;0;0;0;1000;1,000
2156;20;62500;0,80;1000;0;0;0;1000;1,000
2157;20;11;0,90;1000;0;0;0;1000;1,000
2158;20;22;0,90;1000;0;0;0;1000;1,000
2159;20;33;0,90;1000;0;0;0;1000;1,000
2160;20;44;0,90;1000;0;0;0;1000;1,000
2161;20;55;0,90;1000;0;0;0;1000;1,000
2162;20;111;0,90;1000;0;0;0;1000;1,000
2163;20;222;0,90;1000;0;0;0;1000;1,000
2164;20;555;0,90;1000;0;0;0;1000;1,000
2165;20;1111;0,90;1000;0;0;0;1000;1,000
2166;20;2222;0,90;1000;0;0;0;1000;1,000
2167;20;5555;0,90;1000;0;0;0;1000;1,000
2168;20;11111;0,90;1000;0;0;0;1000;1,000
2169;20;55555;0,90;1000;0;0;0;1000;1,000
