;pmut1.25;pmut1.5;pmut1.75;pmut2.0;pmut2.25;pmut2.5;pmut2.75;pmut3.0;pmut3.25
362;823835;30176;17900;28474;26133;198144;15033;590749;171496
363;701822;565943;17664;351;117226;231340;100170;265681;307646
364;94348;128550;109124;3691;42020;269596;17780;64297;58644
365;262390;199267;260770;60801;27418;16600;23089;62850;89197
366;23473;1269;12555;38893;46928;122751;1818;158961;30825
367;92329;58778;1533;68769;90943;25095;76479;10524;14694
368;66132;35933;219198;2475;82652;82612;21588;192904;23361
369;173144;73213;5734;74748;85611;92865;10982;39579;2820
370;193407;38386;128170;92631;294545;59688;3270;194644;211749
371;122701;81730;8002;23239;104463;11930;59501;87764;118782
372;202184;131121;20430;189207;35950;62068;77242;398333;201436
373;108162;336865;307758;373699;365986;240241;70058;304761;214602
374;400607;45674;40927;39855;40589;18249;812739;83423;41296
375;1164;180557;49250;10714;320775;10666;10702;85119;2724
376;79074;61289;88145;41630;4647;9063;72913;249497;10202
377;182340;20909;74786;66277;146121;124678;66780;72684;367280
378;489340;147232;25480;4440;186237;19479;261535;169678;764
379;263117;19917;2526;29101;6639;12228;10301;14542;24932
380;33619;106238;80889;26691;11454;37052;125120;140706;54131
381;44661;29166;20029;196101;135324;18037;68809;20219;8313
382;1814702;169846;330546;314239;27082;99097;51084;16781;331093
383;91692;174598;30808;22693;31716;132913;55871;6037;340
384;395004;680676;384234;69888;36733;67820;29934;52156;146164
385;157558;24882;41407;546;284071;174953;31967;16607;15889
386;292996;291821;72637;939592;197401;21673;82554;56104;57149
387;74079;17023;14420;206171;586091;365624;121809;132765;188144
388;133810;296785;17833;209599;178993;204287;538928;226568;269967
389;45811;26696;350237;98195;61735;104966;7719;52192;18711
390;115695;134941;91551;45391;21843;2869;29338;97331;134723
391;150049;170483;862011;33318;138139;59517;52051;61897;130881
392;153419;9238;27568;63480;16612;3036;31041;18667;21299
393;153404;156663;71058;20188;76034;467064;72691;45847;6988
394;315031;35503;193188;353815;316267;13383;18941;11749;139937
395;242900;39836;176712;267362;314899;424865;22938;20192;91743
396;102361;237340;249836;71565;1897;86974;170743;29306;68388
397;242894;50104;187184;129171;53451;57206;48818;28401;2302
398;221670;401521;77229;693995;176481;617251;421347;669257;373588
399;147101;255;13250;118286;52756;4143;11497;557;10097
400;85926;111669;15904;124304;4661;44469;49691;71053;136931
401;134615;19035;11020;116456;264860;6131;134752;44701;58368
402;207505;261171;42848;520961;117720;232587;107084;371795;1269567
403;124243;96623;37710;36375;144538;66561;20276;65253;42828
404;95963;110966;19379;26685;57073;42749;202726;557775;182453
405;519160;63779;4933;62323;39441;204872;164736;3735;27942
406;81626;12945;382104;50980;139189;376162;46470;113890;143145
407;42864;25642;36504;225949;61670;159851;19436;18701;247280
408;103103;231479;92887;38465;43512;18932;161321;80064;61106
409;186339;119188;48625;347;259970;5840;191913;21771;52462
410;69697;52974;45876;232761;66297;123935;23891;65651;12520
411;5189;298998;65698;240381;394505;283932;211085;47246;50172
412;175931;48258;99685;55897;35505;28217;25155;42485;70821
413;27709;1009;44371;36210;38257;16383;6487;36079;100602
414;102662;12427;1383;8075;20184;117560;304802;5238;309718
415;41809;338446;19660;140433;156631;1038525;812216;23024;12774
416;45828;298937;398243;325962;253083;154227;5452;262463;4627
417;323901;158753;39392;49451;72066;4555;6957;394549;82719
418;40077;24232;30603;99509;94286;2148;85407;28174;9578
419;123755;159112;83810;8533;44015;41193;88838;49035;11565
420;225149;110189;45502;21333;488247;181055;173492;369559;129123
421;420628;55802;50129;55691;246494;52907;174839;14545;117062
422;3878;534941;60534;76910;26275;130178;112786;17881;8137
423;84960;55683;124893;76042;7170;7939;7233;139435;87949
424;61798;9818;69868;4570;470322;109270;171579;4915;131934
425;185487;20698;110326;561369;2490;160206;230117;973;232914
426;199722;185893;22754;80187;46438;43798;74323;17892;174865
427;64995;61367;776;71719;134555;2312;62940;235934;7719
428;4239;47513;33808;42117;34780;80463;21786;133498;40842
429;245180;16640;50007;133434;24446;92253;30121;209242;102052
430;365387;9835;63244;237402;381019;250504;537396;1525;8878
431;204265;59313;6624;52973;42865;2834;5532;420996;53203
432;147279;346570;126760;55373;132156;17875;37129;94402;86405
433;36752;77385;6815;58809;11998;29852;83859;131906;64768
434;60867;5018;53114;127467;4597;4897;21007;73573;339030
435;78071;9185;87711;271958;23113;119584;28732;25744;29045
436;70317;258628;100347;66377;9726;122085;49893;40233;58029
437;204683;50;48117;11828;58268;19084;53519;275473;37076
438;4029;23426;146896;36237;118173;267609;116764;14572;40490
439;36914;17097;166246;138412;436823;142726;368622;5260;338835
440;25183;88976;223603;73300;82693;1793;63317;40227;56976
441;52567;33233;80448;19671;88552;743749;1185;6337;191826
442;156952;224479;67269;194651;47742;380635;440040;1626;27719
443;32872;17003;321531;132494;104866;131732;9305;36383;384691
