;RLS-R2;EA2;pmut3.25
3804;139;3162;713
3805;385;2056;1029
3806;259;2900;637
3807;9641;1024;2533
3808;445;1241;42
3809;521;2195;1572
3810;233;4789;4047
3811;807;194;425
3812;2932;1490;393
3813;1277;784;2857
3814;626;2166;223
3815;1686;770;1787
3816;444;1542;286
3817;3114;6674;2153
3818;2342;335;3918
3819;1830;5179;4442
3820;5059;396;1943
3821;946;5862;1031
3822;208;364;1716
3823;2937;992;2879
3824;574;2031;3143
3825;1980;9888;1108
3826;1595;1163;741
3827;823;198;351
3828;8615;1616;845
3829;942;18553;2356
3830;1863;2718;3604
3831;632;2478;687
3832;2289;255;289
3833;2502;2185;9551
3834;6361;1601;2458
3835;37;909;482
3836;1438;2636;943
3837;1291;112;873
3838;587;676;1828
3839;1346;4362;1223
3840;1500;2351;2902
3841;1112;201;1958
3842;1417;5202;1699
3843;230;1613;4572
3844;9307;2859;772
3845;1584;4137;443
3846;4537;3680;600
3847;786;940;527
3848;1994;2038;2161
3849;970;12263;1786
3850;497;818;903
3851;4833;3514;511
3852;4151;6536;3404
3853;14796;1886;1316
3854;5737;15398;1216
3855;343;1804;406
3856;2151;1263;408
3857;961;6604;1087
3858;1022;9973;1990
3859;2160;991;791
3860;1617;838;318
3861;2219;8248;2123
3862;722;3900;6311
3863;877;8827;9428
3864;950;2163;3769
3865;292;709;2210
3866;315;791;538
3867;256;359;250
3868;368;7552;1510
3869;823;231;539
3870;6248;318;5433
3871;1197;720;328
3872;154;2360;3431
3873;403;9091;3890
3874;1498;3748;291
3875;6353;12637;3610
3876;748;2824;807
3877;835;86;457
3878;3284;2154;887
3879;3807;10657;1448
3880;511;2952;2760
3881;1020;2699;1278
3882;92;2603;413
3883;1544;3562;3855
3884;792;4437;133
3885;13358;3606;3450
3886;462;1447;937
3887;629;364;971
3888;259;362;1216
3889;3700;971;249
3890;884;262;3278
3891;3899;1267;634
3892;7226;7602;5805
3893;4020;3267;7897
3894;20694;4768;701
3895;1705;1516;988
3896;467;532;1249
3897;694;7088;3396
3898;3865;2249;2463
3899;386;7770;5628
3900;818;7242;2299
3901;1808;30;1233
3902;2254;3993;583
3903;1013;1907;8017
3904;557;5014;559
3905;5554;76;21
3906;381;2213;200
3907;1615;2859;675
3908;4424;1394;1452
3909;3618;1638;1677
3910;8571;9641;2161
3911;6996;10744;11081
3912;243;1401;7116
3913;10730;3130;1202
3914;465;3004;150
3915;1378;3119;1422
3916;294;4511;635
3917;4850;1594;449
3918;1366;293;462
3919;862;409;441
3920;5818;1829;599
3921;3214;2238;1254
3922;558;409;1776
3923;735;4074;2253
3924;652;5007;63
3925;4455;1070;1719
3926;225;848;3615
3927;359;895;3789
3928;424;523;462
3929;8761;3962;1184
3930;1451;2071;405
3931;1165;659;1486
3932;5865;6657;2712
3933;1418;4701;80
3934;5636;3288;1835
3935;2329;2685;1081
3936;6464;468;4791
3937;2707;1368;2842
3938;673;643;280
3939;6829;3756;4497
3940;4768;154;692
3941;471;5011;1371
3942;800;834;133
3943;1457;1383;2030
3944;3778;4367;1533
3945;669;4017;5280
3946;651;9896;9245
3947;1113;3758;15268
3948;1191;804;140
3949;1227;9992;640
3950;394;4572;635
3951;255;1300;1715
3952;3036;420;2038
3953;1058;2500;659
3954;1255;1076;7108
3955;7944;2155;5228
3956;4101;1191;783
3957;184;3871;174
3958;464;2049;4542
3959;3203;650;2024
3960;1348;4367;357
3961;6138;523;426
3962;131;1302;3827
3963;1278;2390;386
3964;88;2041;620
3965;4679;1193;9166
3966;1655;2264;737
3967;2423;592;1727
3968;233;834;3276
3969;1343;2683;987
3970;800;2304;286
3971;239;645;2466
3972;95;1159;1372
3973;2560;1012;3901
3974;331;2230;2157
3975;11173;6520;6701
3976;1876;9866;7917
3977;201;952;1322
3978;2608;5748;134
3979;5022;6704;3150
3980;2996;744;1291
3981;514;6485;2187
3982;8378;581;7844
3983;711;2651;3574
3984;1645;264;810
3985;2014;2272;3448
3986;2573;641;2556
3987;206;550;722
3988;659;1944;2092
3989;2856;378;330
3990;389;2701;643
3991;7538;927;1906
3992;1933;4171;3209
3993;1676;492;863
3994;768;2142;234
3995;183;3210;222
3996;7908;728;8032
3997;3654;4549;833
3998;577;538;1957
3999;2410;3139;184
4000;668;116;1158
4001;230;1097;2175
4002;1651;443;150
4003;1898;1584;1787
4004;325;4756;366
4005;920;329;2368
4006;1231;3502;296
4007;2109;2439;2967
4008;633;6666;592
4009;1465;1043;2946
4010;424;5882;2321
4011;1195;572;266
4012;236;3220;1271
4013;141;3179;622
4014;356;1126;168
4015;299;2421;306
4016;1216;1369;5255
4017;1071;2702;845
4018;5007;1315;1429
4019;2882;1046;1313
4020;946;3202;2529
4021;3268;127;449
4022;2184;1797;97
4023;4290;4225;19052
4024;1183;3035;668
4025;2464;742;988
4026;31;717;1355
4027;919;1961;3806
4028;3113;10783;10998
4029;9459;4476;367
4030;1901;883;3005
4031;2891;446;2261
4032;471;3435;2570
4033;910;434;4301
4034;1325;6064;5505
4035;1552;7357;102
4036;5149;1528;7846
4037;702;874;1124
4038;670;3024;394
4039;195;2696;3194
4040;1912;753;247
4041;511;901;142
4042;172;4041;2187
4043;279;1045;927
4044;2619;3030;2307
4045;1740;464;2179
4046;2760;3256;5445
4047;393;4681;8185
4048;1674;4053;8417
4049;4553;1481;1186
4050;416;998;711
4051;3112;1653;5313
4052;1976;609;3920
4053;4519;2456;1322
4054;2642;365;373
4055;2629;354;929
4056;288;1502;762
4057;8474;13210;2570
4058;265;1691;431
4059;4123;526;1462
4060;699;2029;645
4061;312;8465;490
4062;3178;1394;1822
4063;2384;359;1383
4064;1972;1472;3075
4065;717;243;208
4066;1192;671;868
4067;1829;6184;1316
4068;138;807;2366
4069;1943;3207;476
4070;1044;93;1916
4071;844;177;752
4072;1416;3378;12129
4073;4927;8486;2681
4074;12878;5856;1256
4075;6212;2045;4606
4076;221;1475;2134
4077;2166;5217;388
4078;178;18235;5380
4079;5270;6960;1686
4080;2266;2233;700
4081;2968;959;2822
4082;1674;3555;563
4083;5342;1167;647
4084;91;1159;406
4085;1518;933;77
4086;678;8370;4723
4087;3500;1378;2316
4088;575;3392;1388
4089;348;512;1005
4090;591;2056;471
4091;1354;3315;126
4092;449;176;318
4093;212;1822;540
4094;5056;1994;2559
4095;3108;305;2885
4096;2925;1860;620
4097;1360;3918;1516
4098;560;4179;11664
4099;488;486;1700
4100;529;204;728
4101;284;538;958
4102;7764;15196;196
4103;3501;1590;2286
4104;5739;62;2782
4105;3846;3614;1393
4106;482;4278;258
4107;3672;1538;4584
4108;766;3446;1085
4109;9657;6875;467
4110;3675;252;290
4111;4493;219;791
4112;706;3713;1436
4113;1174;332;968
4114;379;3260;778
4115;729;30874;2055
4116;913;858;646
4117;8725;1611;3030
4118;1634;7612;573
4119;685;2405;367
4120;348;912;2758
4121;1741;1059;848
4122;424;588;990
4123;5597;409;2085
4124;2271;304;81
4125;853;1805;692
4126;102;1253;3286
4127;277;419;2697
4128;787;867;2481
4129;1926;254;1950
4130;3167;2534;1177
4131;2842;264;1230
4132;1889;351;265
4133;1675;1681;2481
4134;807;4075;249
4135;2072;2651;443
4136;407;7391;8011
4137;161;1166;1214
4138;1885;257;1042
4139;696;980;1073
4140;3096;2735;167
4141;2846;5186;1722
4142;974;1123;2266
4143;7048;506;78
4144;3787;3942;5163
4145;4811;684;3301
4146;3609;614;355
4147;579;1890;537
4148;3263;954;453
4149;2606;1092;544
4150;1484;2849;10267
4151;3779;4924;267
4152;2065;8744;1180
4153;2142;4346;1690
4154;1272;379;1043
4155;10460;13158;1401
4156;1313;2701;1360
4157;331;797;1012
4158;3087;1540;4449
4159;5118;1996;367
4160;4515;245;880
4161;1243;2299;823
4162;7896;8922;556
4163;383;3747;1834
4164;4068;5965;296
4165;153;4776;8874
4166;79;1835;2109
4167;888;7782;3038
4168;2344;5820;4857
4169;4649;2627;11429
4170;1097;2565;693
4171;529;305;2341
4172;535;7247;10861
4173;1337;4890;483
4174;1065;4277;1727
4175;667;763;600
4176;1828;2924;1261
4177;5749;5145;951
4178;4686;1597;672
4179;2446;633;687
4180;3788;422;7807
4181;252;10610;3247
4182;326;6578;521
4183;402;2284;1993
4184;5638;6045;5338
4185;2487;239;7104
4186;3994;4241;1656
4187;196;1023;2010
4188;960;273;2361
4189;2201;1148;1954
4190;1636;3902;309
4191;10810;7006;3225
4192;409;2281;226
4193;6838;1335;3180
4194;5096;635;2858
4195;180;329;2004
4196;1865;1126;1940
4197;718;602;1424
4198;4970;6760;4045
4199;2179;1056;3822
4200;1292;605;3282
4201;1424;169;437
4202;5115;6275;810
4203;1669;771;812
4204;1394;165;3252
4205;4853;3486;686
4206;1428;80;237
4207;1005;554;4555
4208;824;427;396
4209;255;3191;319
4210;2018;1513;592
4211;410;4031;870
4212;3930;3875;355
4213;14603;6880;1168
4214;1949;755;811
4215;267;285;2897
4216;2032;11767;1213
4217;1622;765;936
4218;1404;1822;605
4219;648;250;7298
4220;1447;3064;5670
4221;2443;643;3248
4222;2133;750;1307
4223;2105;4006;1641
4224;10017;5047;1770
4225;2067;1768;511
4226;746;2536;2913
4227;1581;1735;2003
4228;1357;875;514
4229;895;1087;2287
4230;192;1665;3958
4231;1545;6265;2525
4232;3654;3649;8513
4233;718;446;5122
4234;968;1031;2086
4235;125;1219;797
4236;2921;4493;204
4237;1763;2740;884
4238;713;16292;2994
4239;2925;649;337
4240;1765;187;1130
4241;2040;1227;3991
4242;2145;1909;260
4243;760;341;926
4244;1643;4850;1435
4245;218;591;952
4246;828;2341;2270
4247;1068;381;3223
4248;1719;437;1753
4249;10680;4917;455
4250;75;2292;3126
4251;1485;808;129
4252;2156;1178;2667
4253;1805;2476;473
4254;2335;8309;620
4255;2370;14572;843
4256;1014;444;2600
4257;4605;657;1850
4258;3434;10230;994
4259;464;645;1976
4260;2584;2046;3557
4261;1665;2103;9310
4262;1282;12804;1035
4263;5759;460;978
4264;1456;1207;171
4265;584;4989;196
4266;941;8972;3761
4267;4075;4747;484
4268;1096;315;760
4269;1461;390;529
4270;674;310;1088
4271;910;4299;2265
4272;2562;1259;790
4273;658;1904;1179
4274;2476;2846;955
4275;1816;1814;1194
4276;3997;4037;227
4277;117;274;503
4278;1698;2961;1206
4279;644;10963;1174
4280;3670;977;1446
4281;588;1202;3462
4282;2298;1152;1625
4283;3859;1437;4896
4284;8718;1153;5234
4285;4647;8243;1655
4286;8844;2905;821
4287;895;615;2717
4288;2243;1361;218
4289;2024;3904;2307
4290;3553;11029;1261
4291;703;732;8215
4292;862;1819;2167
4293;150;10887;444
4294;391;481;411
4295;300;2670;2864
4296;1450;37;2576
4297;5326;710;350
4298;2097;2852;235
4299;112;1215;1028
4300;1917;1807;3683
4301;654;11547;4659
4302;2304;2112;4290
4303;586;1527;15285
4304;100;854;1623
4305;5962;2166;3559
4306;655;1234;7694
4307;234;466;3122
4308;751;306;424
4309;2743;1459;1337
4310;479;2502;338
4311;701;4639;1491
4312;902;541;462
4313;4078;2852;7690
4314;3840;13236;3646
4315;563;988;987
4316;1845;4871;1164
4317;604;6140;98
4318;22220;2515;1325
4319;4327;2943;1605
4320;368;354;5900
4321;9375;558;1111
4322;835;329;2187
4323;435;5585;419
4324;9876;467;196
4325;844;7771;1550
4326;1753;796;248
4327;5628;2143;1258
4328;1657;749;381
4329;1953;1520;1281
4330;1349;5833;452
4331;2019;5883;14630
4332;758;3430;901
4333;884;577;618
4334;965;63;1088
4335;428;563;1244
4336;1209;400;399
4337;3071;186;1037
4338;1555;884;4030
4339;1378;4635;1647
4340;196;2058;2086
4341;317;629;1409
4342;2214;292;212
4343;1580;751;393
4344;2304;5518;819
4345;4000;991;3800
4346;2006;2662;2281
4347;4279;21204;6580
4348;466;5246;76
4349;1540;1472;1699
4350;912;833;5092
4351;2300;4811;5463
4352;7936;11073;1264
4353;1986;4996;2072
4354;714;1413;1150
4355;12377;4624;2915
4356;1851;1803;403
4357;3302;955;2096
4358;1070;1484;423
4359;2507;3891;2089
4360;498;606;678
4361;3786;1536;1459
4362;1913;2077;325
4363;5938;833;420
4364;704;116;363
4365;3583;3258;289
4366;1170;668;1999
4367;787;9713;6787
4368;2874;2046;1627
4369;1737;1180;1091
4370;1432;3319;127
4371;1764;1528;316
4372;1272;1474;234
4373;1469;5567;2789
4374;977;1718;1113
4375;426;1822;496
4376;1860;24700;3778
4377;4982;3189;197
4378;3976;162;100
4379;582;90;173
4380;529;2650;216
4381;884;98;2627
4382;2183;4035;966
4383;1145;501;3630
4384;388;3866;8547
4385;1395;118;3592
4386;1242;1340;2572
4387;1373;373;119
4388;4706;831;2126
4389;679;2096;884
4390;321;1964;1276
4391;62;1915;2163
4392;1445;1255;4988
4393;966;2098;914
4394;1264;183;1062
4395;338;303;899
4396;1072;833;6292
4397;2201;342;16007
4398;955;231;967
4399;243;547;966
4400;2851;12674;3779
4401;1679;979;320
4402;16909;5539;492
4403;507;1123;4091
4404;804;4997;3089
4405;4702;1889;720
4406;622;553;564
4407;1768;5341;1678
4408;1987;3494;13936
4409;5688;3366;1894
4410;2717;993;694
4411;4157;2490;5707
4412;6957;5437;1781
4413;1791;1454;1935
4414;2097;700;142
4415;237;1489;88
4416;1057;591;287
4417;3824;98;809
4418;486;1893;1108
4419;1088;3533;1466
4420;2968;10125;298
4421;13581;14348;524
4422;1158;610;771
4423;10729;1813;953
4424;3430;2863;981
4425;395;2541;1555
4426;7806;1063;190
4427;2905;152;888
4428;1575;7571;1276
4429;2864;5931;11612
4430;2034;1363;2676
4431;1989;3300;545
4432;644;898;603
4433;3868;677;1353
4434;219;6145;820
4435;3696;256;3245
4436;269;144;688
4437;26;915;447
4438;957;1190;507
4439;3390;5036;326
4440;143;1608;399
4441;148;568;259
4442;503;184;211
4443;242;1269;217
4444;262;361;350
4445;993;281;937
4446;1616;1810;315
4447;592;1311;2971
4448;333;1779;1334
4449;2019;13765;1236
4450;911;493;361
4451;589;2670;2049
4452;9903;1385;2542
4453;4155;643;3536
4454;1181;1278;3350
4455;568;223;909
4456;143;427;417
4457;71;2689;805
4458;3649;13794;8417
4459;1317;8214;5184
4460;1215;3747;4219
4461;269;1441;1289
4462;2794;3547;959
4463;2850;3969;163
4464;1348;1802;1303
4465;1111;7063;7338
4466;1488;1667;2141
4467;1066;1156;1809
4468;393;1465;3988
4469;348;12301;1674
4470;2791;622;2149
4471;886;308;9031
4472;2157;10336;1674
4473;2076;7948;459
4474;5817;12587;450
4475;2524;1302;661
4476;10042;10308;1722
4477;5168;541;2057
4478;1696;1077;934
4479;7723;2193;163
4480;431;7602;3783
4481;1196;400;428
4482;1001;1033;423
4483;3160;3543;3719
4484;3095;143;2686
4485;811;14374;883
4486;481;1538;2014
4487;2039;1380;549
4488;589;190;2258
4489;2731;1165;2757
4490;390;804;760
4491;852;2139;507
4492;2437;1960;100
4493;259;400;2914
4494;3173;262;2059
4495;89;2721;83
4496;621;269;1586
4497;1972;190;4183
4498;2779;2977;6725
4499;156;2089;1058
4500;6399;291;824
4501;427;2675;1995
4502;2543;3872;832
4503;1233;1784;1262
4504;88;877;760
4505;765;2050;985
4506;4075;1318;595
4507;1463;7635;5028
4508;1290;408;1906
4509;577;2232;3093
4510;687;7520;1861
4511;1427;5827;3079
4512;1033;1435;1250
4513;676;579;3241
4514;1023;4692;741
4515;2015;2262;4527
4516;3858;3521;937
4517;30;4166;658
4518;937;6262;534
4519;230;3517;1573
4520;4432;2340;4704
4521;1898;1490;4348
4522;1044;764;349
4523;941;252;5087
4524;622;511;1376
4525;5069;1025;3135
4526;8318;1696;849
4527;1833;828;7913
4528;1655;1529;1087
4529;483;2798;3402
4530;168;2720;743
4531;635;4075;2118
4532;5450;2041;3031
4533;9434;2123;264
4534;549;658;2046
4535;525;1962;6865
4536;2357;12291;12055
4537;2154;3040;188
4538;2476;1991;993
4539;5764;1773;2813
4540;5329;2172;649
4541;1857;444;386
4542;698;1601;3875
4543;779;1081;6904
4544;2772;1123;1452
4545;1616;384;212
4546;6572;4668;1299
4547;5586;343;77
4548;2830;2182;1907
4549;3727;7649;478
4550;1006;2113;253
4551;740;1572;6946
4552;3889;5699;2155
4553;289;293;3462
4554;4612;260;9781
4555;2193;1342;575
4556;6443;3886;113
4557;5379;5667;848
4558;184;318;1398
4559;7686;3995;2850
4560;1112;8235;1471
4561;508;1745;4432
4562;381;2871;2737
4563;1164;601;3832
4564;4826;173;488
4565;6214;3829;507
4566;1260;11658;845
4567;1255;11377;1884
4568;1593;4951;3520
4569;450;56;1310
4570;4212;526;2524
4571;1172;851;689
4572;1268;4148;325
4573;1871;7204;7624
4574;1926;78;302
4575;1188;14114;4784
4576;461;1645;962
4577;1216;503;735
4578;122;930;1204
4579;1100;1449;1177
4580;4048;6508;950
4581;4018;3298;17900
4582;462;420;668
4583;354;1348;8065
4584;732;3667;5096
4585;25705;1159;288
4586;2505;7321;5755
4587;168;562;3685
4588;1497;1045;2450
4589;311;5308;66
4590;113;3451;517
4591;1549;327;1615
4592;1520;1658;652
4593;312;3254;297
4594;18044;2787;2134
4595;707;1989;681
4596;2522;4246;4578
4597;1178;10114;43
4598;2246;4846;357
4599;2419;8704;717
4600;3300;1340;1123
4601;525;9542;9569
4602;6430;927;1135
4603;5822;2830;395
4604;1020;3174;424
4605;9787;1862;2593
4606;277;6926;719
4607;543;545;1275
4608;3807;975;3016
4609;2151;510;214
4610;1022;2378;698
4611;1955;2890;4121
4612;30;1506;1224
4613;1455;3224;1337
4614;2357;1338;4199
4615;6412;7461;3271
4616;2001;757;1286
4617;876;4110;3459
4618;872;6637;4015
4619;6982;1851;2937
4620;2767;3062;105
4621;5541;11328;5801
4622;2429;3190;2855
4623;779;727;1288
4624;1717;6464;4168
4625;2244;805;2561
4626;2467;533;2057
4627;1719;4819;4199
4628;2055;4240;1658
4629;781;1182;2650
4630;355;342;143
4631;596;893;278
4632;7659;1534;2371
4633;3685;1097;965
4634;3154;2493;1547
4635;1190;12624;4786
4636;2140;11031;2050
4637;2049;15287;1471
4638;4817;2817;2761
4639;412;2060;7385
4640;129;491;2551
4641;744;153;740
4642;401;3627;54
4643;72;1869;5662
4644;4695;4665;4270
4645;1144;7163;2031
4646;2669;4576;3762
4647;58;1664;856
4648;3410;93;9872
4649;9827;568;1314
4650;1336;14535;2537
4651;1568;529;401
4652;691;570;1337
4653;1246;2747;214
4654;4023;536;1731
4655;122;489;725
4656;309;1856;1969
4657;251;985;1387
4658;914;14967;11743
4659;720;1066;557
4660;964;515;892
4661;950;476;2377
4662;1258;6272;4540
4663;1892;4611;516
4664;9090;837;28
4665;121;2138;4430
4666;5463;164;2201
4667;2820;8432;3637
4668;1701;1349;7802
4669;435;1282;6026
4670;2567;6324;3552
4671;1164;3070;3680
4672;2863;297;4248
4673;1341;7315;411
4674;3153;3072;6273
4675;1184;331;363
4676;3399;3306;4380
4677;1656;1051;3359
4678;2904;4676;904
4679;1251;223;293
4680;230;2087;6191
4681;3798;10723;609
4682;613;1392;723
4683;556;3321;4186
4684;2110;2715;759
4685;119;1821;423
4686;1107;2852;2400
4687;1357;12085;5593
4688;1065;1058;1232
4689;202;81;212
4690;5822;5799;1177
4691;8178;12383;9737
4692;6846;4840;1751
4693;2438;929;2588
4694;172;169;3804
4695;5155;1672;5573
4696;3754;4124;2696
4697;412;2931;126
4698;3009;2931;1575
4699;470;1127;1272
4700;1756;517;57
4701;3191;6007;1227
4702;5350;1911;374
4703;2476;720;1036
4704;931;3476;1264
4705;1576;7081;1792
4706;793;674;2064
4707;14364;3227;1313
4708;3320;861;3021
4709;4091;2581;6198
4710;2520;1064;287
4711;1767;1250;287
4712;5383;3311;868
4713;1074;983;549
4714;3248;3944;552
4715;1675;2018;25
4716;222;2014;1581
4717;1762;4725;2284
4718;7707;1503;1000
4719;1347;1196;139
4720;611;6023;1104
4721;2147;1785;1196
4722;4842;1362;691
4723;4513;4088;54
4724;1578;192;876
4725;3693;866;469
4726;364;895;2870
4727;549;4826;1352
4728;2614;4696;2112
4729;672;320;2019
4730;326;799;631
4731;3903;1055;9691
4732;4254;5163;435
4733;305;1806;1614
4734;1496;272;525
4735;466;3275;617
4736;594;10526;631
4737;927;1927;1272
4738;1969;146;70
4739;444;4875;2219
4740;596;2310;4652
4741;1247;1112;2460
4742;757;420;2302
4743;97;734;4137
4744;4188;5588;1812
4745;796;2766;1123
4746;2801;2292;813
4747;6455;5863;146
4748;65;482;1655
4749;2164;6449;1127
4750;1628;2474;688
4751;517;1994;1766
4752;1034;222;1167
4753;692;12776;271
4754;4539;6073;2103
4755;4977;10916;6442
4756;8286;1617;4598
4757;9615;4892;1591
4758;579;960;1218
4759;615;471;9168
4760;311;874;484
4761;258;3313;1278
4762;209;4190;3649
4763;734;2333;3350
4764;1767;2786;3197
4765;481;1000;837
4766;7795;899;3448
4767;1167;3025;783
4768;1423;262;2373
4769;314;955;222
4770;1965;5044;1459
4771;861;1805;316
4772;2045;670;357
4773;221;3781;283
4774;5356;2177;26603
4775;865;234;1258
4776;1008;5149;770
4777;4650;1470;1190
4778;6812;20328;4481
4779;1589;348;77
4780;1785;3108;412
4781;4299;815;2454
4782;361;9578;1082
4783;384;1807;1666
4784;1820;4434;1111
4785;621;699;470
4786;2449;215;1662
4787;341;463;291
4788;595;733;201
4789;209;2933;2520
4790;1182;8063;2433
4791;2643;3229;460
4792;3385;3367;756
4793;1651;1035;421
4794;2721;2701;2457
4795;7710;9526;1287
4796;5843;2439;5331
4797;596;1065;764
4798;14623;12987;375
4799;1339;149;299
4800;2232;4458;1515
4801;2171;5694;1047
4802;10288;1194;18487
4803;1830;4623;2568
4804;3828;11022;821
4805;395;1917;340
4806;541;8341;722
4807;7946;1974;2656
4808;90;2839;452
4809;11109;2300;7318
4810;2028;4059;3408
4811;1331;1735;5015
4812;4432;2367;6278
4813;1275;6124;2057
4814;4000;5222;1237
4815;362;1018;324
4816;3578;7238;5739
4817;3626;8756;3419
4818;382;572;1530
4819;1800;11507;6048
4820;1975;1458;1073
4821;1472;292;390
4822;248;1081;1769
4823;1857;6854;261
4824;1275;2099;302
4825;1044;2701;6478
4826;561;122;5039
4827;1647;2495;1604
4828;1918;114;1962
4829;1121;4051;4513
4830;402;4465;1351
4831;4124;3602;4286
4832;1520;2379;183
4833;1611;6400;3362
4834;3950;1108;750
4835;3580;2365;4323
4836;1498;1636;415
4837;1659;1313;1118
4838;4289;309;174
4839;1838;5590;1922
4840;871;244;1034
4841;2080;4820;1597
4842;9092;3334;6351
4843;5382;4041;4690
4844;1487;6215;7288
4845;1023;2323;2581
4846;4271;2018;5991
4847;73;4110;506
4848;2122;2493;1932
4849;9721;477;2999
4850;5577;1144;257
4851;2270;1491;253
4852;7580;1475;1801
4853;2739;287;8096
4854;3685;4406;1996
4855;2023;10656;2488
4856;2730;161;213
4857;332;399;4526
4858;577;1144;531
4859;9309;3388;2725
4860;2217;303;9530
4861;875;218;1591
4862;2414;3613;3029
4863;382;299;1236
4864;4511;2012;3228
4865;276;246;10341
4866;254;2542;640
4867;1539;5432;3076
4868;384;529;1051
4869;602;9528;2739
4870;1601;3051;1305
4871;206;2808;749
4872;693;2081;850
4873;128;166;3763
4874;1047;1986;775
4875;2469;4799;770
4876;2194;5215;16014
4877;2665;5612;4748
4878;1981;6581;3999
4879;4807;4457;2335
4880;386;1625;1194
4881;1502;96;186
4882;3498;770;2841
4883;4168;1276;981
4884;319;395;2394
4885;341;4506;930
4886;2663;4067;9915
4887;2274;1779;221
4888;14461;1824;3420
4889;2297;182;311
4890;1792;2142;1533
4891;2436;275;2650
4892;388;2071;1254
4893;613;2295;1064
4894;4218;9945;2689
4895;1709;353;1935
4896;1049;9915;3133
4897;6381;1972;2112
