;RLS-R2;EA2;pmut3.25
5077;605;723;3024
5078;2394;260;2010
5079;4489;3666;1050
5080;4888;2012;7430
5081;183;1720;230
5082;541;7661;1689
5083;1912;2245;11842
5084;6881;3870;804
5085;373;731;1107
5086;918;12997;2315
5087;927;881;1732
5088;379;1391;2784
5089;903;2920;2529
5090;432;8999;322
5091;1136;5423;1203
5092;777;5292;3112
5093;1097;5509;2167
5094;4090;8118;688
5095;3343;8008;2357
5096;1775;2104;1227
5097;694;1092;924
5098;2467;2472;2577
5099;4165;6557;325
5100;2006;354;746
5101;1223;158;335
5102;1431;1389;1306
5103;1220;435;1289
5104;3470;8505;1582
5105;846;1043;1709
5106;2088;4603;861
5107;1758;2195;414
5108;68;1120;3505
5109;305;3660;2438
5110;5110;10194;1031
5111;107;849;1496
5112;265;709;194
5113;989;888;999
5114;482;4141;491
5115;2596;879;933
5116;870;4566;1114
5117;1555;2004;1295
5118;471;461;3165
5119;1436;2673;3660
5120;832;529;1473
5121;5154;1253;974
5122;4075;1203;722
5123;3371;705;1861
5124;152;8904;1727
5125;2633;2223;193
5126;1569;12669;1236
5127;712;948;139
5128;1308;2155;865
5129;3135;1052;1044
5130;358;648;1456
5131;2189;1162;4479
5132;3300;2632;641
5133;824;534;235
5134;235;1468;1259
5135;1123;2211;405
5136;91;3525;7256
5137;3635;871;569
5138;1584;4022;1973
5139;1224;7692;404
5140;4050;1636;262
5141;163;603;306
5142;2176;1052;1061
5143;188;1616;3817
5144;693;1654;1906
5145;585;552;733
5146;2092;2038;370
5147;412;1038;940
5148;6393;1256;266
5149;597;3305;246
5150;1266;1137;442
5151;87;1654;4286
5152;2011;295;1871
5153;2587;638;1416
5154;7175;32621;3941
5155;1769;2872;185
5156;147;120;13262
5157;946;10481;945
5158;4409;1882;6193
5159;311;3632;892
5160;222;1820;5943
5161;3717;371;139
5162;549;1745;3675
5163;12504;4463;2437
5164;422;5254;2183
5165;169;2647;482
5166;874;3246;5043
5167;1169;4712;1429
5168;1144;6878;117
5169;1246;1887;146
5170;3963;3756;554
5171;488;1364;1231
5172;393;1638;879
5173;874;2376;312
5174;960;187;167
5175;332;1821;355
5176;2371;443;1618
5177;1040;2131;648
5178;1687;1131;862
5179;4842;2801;1021
5180;1239;1075;2323
5181;2106;4586;129
5182;812;1932;3475
5183;1755;824;959
5184;702;866;363
5185;4350;4188;2088
5186;851;3622;695
5187;3440;7246;112
5188;599;2063;217
5189;1502;4319;510
5190;1006;1317;1982
5191;508;462;7312
5192;1533;2141;2651
5193;431;8153;10108
5194;5104;623;765
5195;530;1462;5971
5196;2832;2815;2478
5197;1627;359;2155
5198;2865;12063;5080
5199;1002;2016;692
5200;439;546;783
5201;2054;686;211
5202;1981;905;971
5203;2783;1669;5922
5204;1186;1778;307
5205;2825;1009;569
5206;5588;145;2069
5207;3645;860;200
5208;3658;1100;975
5209;232;729;206
5210;7713;496;4508
5211;3318;4901;4411
5212;821;2046;10827
5213;1892;1958;952
5214;3092;793;4311
5215;870;2954;525
5216;221;2218;1506
5217;4703;3417;580
5218;906;13487;1111
5219;1042;288;339
5220;944;474;359
5221;1380;206;839
5222;5970;13687;1016
5223;1371;1014;926
5224;1689;2422;9
5225;853;2205;459
5226;988;1252;81
5227;974;2313;694
5228;4565;9986;3270
5229;133;487;137
5230;120;91;3019
5231;2237;1679;2881
5232;1463;2241;114
5233;3881;856;206
5234;289;3803;3029
5235;2055;4142;2322
5236;641;11594;1330
5237;1038;2066;127
5238;712;3726;1540
5239;1455;6897;2230
5240;384;3207;1535
5241;11689;7513;9004
5242;3730;1857;13035
5243;6870;1289;4670
5244;6313;1308;253
5245;2159;5790;124
5246;3418;4376;2344
5247;4667;1124;2118
5248;720;1761;984
5249;1389;2273;2464
5250;2961;5183;853
5251;456;9247;4677
5252;1264;2865;436
5253;2129;670;245
5254;316;5185;576
5255;2015;1892;251
5256;377;311;129
5257;2391;3565;1111
5258;1230;3178;2765
5259;851;1646;1013
5260;14642;2359;7957
5261;455;2147;2439
5262;768;794;1354
5263;390;1633;3729
5264;2127;7181;4217
5265;318;4762;668
5266;4192;2787;1280
5267;887;339;4816
5268;5311;4398;645
5269;1797;1206;1059
5270;723;8458;1208
5271;1450;1338;354
5272;1027;2124;554
5273;1067;10078;2832
5274;2424;2654;2268
5275;500;4121;1168
5276;334;1053;2411
5277;1874;2388;197
5278;1995;2548;499
5279;220;2326;906
5280;591;1518;2241
5281;3589;6182;6016
5282;1223;1485;1506
5283;4206;3520;2094
5284;630;3990;1155
5285;935;5096;10648
5286;2625;969;901
5287;1486;1706;2739
5288;3439;2100;2036
5289;518;1705;1394
5290;3467;1659;2013
5291;528;405;1776
5292;685;2122;255
5293;3036;3168;4535
5294;37;2896;525
5295;5714;1146;212
5296;9747;1806;1610
5297;974;9784;4323
5298;1006;2013;2442
5299;2113;274;1881
5300;1623;470;989
5301;2846;2210;504
5302;1989;13772;1464
5303;4623;4661;1021
5304;1899;6223;2082
5305;409;3146;157
5306;3307;823;2279
5307;1642;679;2204
5308;150;5389;548
5309;1640;2859;2881
5310;17611;4656;10161
5311;2712;24470;1935
5312;1120;2291;163
5313;3714;4032;645
5314;3001;164;8696
5315;3884;3350;711
5316;2939;2007;309
5317;1868;446;1701
5318;1344;266;1444
5319;1170;2522;1194
5320;321;893;432
5321;3600;1559;1159
5322;2502;11253;649
5323;1365;929;607
5324;710;1596;1143
5325;1777;2028;10973
5326;4564;939;835
5327;244;4807;451
5328;1113;589;5880
5329;1016;1668;379
5330;571;207;2104
5331;1129;7347;875
5332;424;207;308
5333;1082;1036;140
5334;1150;6381;452
5335;5798;3139;309
5336;9154;4772;1066
5337;689;3093;916
5338;7910;3417;2129
5339;1234;788;1215
5340;219;1169;609
5341;1308;12168;4327
5342;910;6113;4859
5343;2509;1019;2101
5344;139;1349;535
5345;3313;5824;2974
5346;511;92;363
5347;432;129;2126
5348;636;2063;1912
5349;546;2000;1151
5350;2768;9027;7565
5351;526;2436;1993
5352;2148;12110;3080
5353;937;812;956
5354;3379;470;721
5355;179;745;1878
5356;957;1102;821
5357;127;610;1077
5358;1909;2732;2138
5359;1336;2787;1923
5360;4508;2781;3918
5361;1000;2873;5403
5362;6522;477;1256
5363;533;6041;1778
5364;1002;5453;12170
5365;3707;751;2034
5366;1435;997;1112
5367;1506;1432;1918
5368;2805;3553;5262
5369;13514;6691;1584
5370;781;487;634
5371;1741;4612;1541
5372;235;5150;218
5373;3978;2441;169
5374;431;3432;4578
5375;364;3579;566
5376;590;217;3153
5377;329;305;2559
5378;75;5786;1009
5379;1654;709;4999
5380;243;3406;3961
5381;1187;8257;4338
5382;4162;947;1912
5383;298;1764;2653
5384;1655;533;1040
5385;1500;3581;1661
5386;537;955;1141
5387;2740;3325;2188
5388;1788;136;87
5389;4947;833;216
5390;1399;258;10249
5391;393;1837;380
5392;412;1379;656
5393;961;1323;1363
5394;233;16555;103
5395;3573;3688;4688
5396;3932;2236;2118
5397;2670;3255;8562
5398;290;781;3300
5399;164;6292;9774
5400;371;1332;729
5401;2284;11233;4001
5402;2593;1231;8867
5403;1150;452;4345
5404;2298;4616;5452
5405;1101;636;277
5406;798;2200;615
5407;2336;345;858
5408;343;318;4786
5409;278;1344;942
5410;1165;2789;1829
5411;1582;701;371
5412;1120;1484;867
5413;788;289;1056
5414;2366;1160;1266
5415;597;1128;576
5416;3807;1642;4283
5417;1025;3999;2776
5418;1036;2434;3423
5419;1623;1030;692
5420;1321;1849;1561
5421;1014;92;2080
5422;4367;7385;1752
5423;2463;2853;864
5424;2279;9670;630
5425;664;6025;520
5426;662;2271;925
5427;1198;3607;918
5428;6891;3866;5196
5429;318;7997;655
5430;738;4065;895
5431;898;1607;5431
5432;2265;2981;718
5433;1191;1581;1156
5434;1032;3183;1606
5435;982;5181;988
5436;1257;817;138
5437;4291;1097;3617
5438;188;954;350
5439;914;3561;6270
5440;1289;1131;1370
5441;984;3742;922
5442;867;895;1923
5443;5244;12555;1944
5444;1615;1255;1801
5445;1275;2312;1329
5446;594;3121;1039
5447;143;2353;1870
5448;586;579;3748
5449;1730;970;6021
5450;1338;574;1863
5451;596;1872;1897
5452;6538;373;2461
5453;816;5334;4946
5454;2089;4820;2402
5455;2617;1075;1651
5456;6345;3405;3173
5457;3118;2725;663
5458;2603;6538;345
5459;1059;535;1576
5460;1422;950;5067
5461;2740;1818;7370
5462;390;1221;1038
5463;405;1080;155
5464;7668;672;2995
5465;1240;3283;574
5466;3593;3313;4058
5467;947;7740;1517
5468;2801;6573;1187
5469;1279;1245;1778
5470;364;984;604
5471;557;581;643
5472;134;2005;1796
5473;4321;590;278
5474;615;15535;2558
5475;416;19216;571
5476;342;1716;1588
5477;2043;190;179
5478;1718;1569;1619
5479;1887;5410;284
5480;1131;1393;843
5481;6286;1331;256
5482;481;984;4714
5483;79;3461;479
5484;126;8257;2301
5485;2803;1304;515
5486;1684;1609;3816
5487;2054;639;887
5488;564;4192;545
5489;2643;3378;497
5490;45;3719;236
5491;1166;6666;5320
5492;55;1924;143
5493;322;7409;5861
5494;6633;6619;338
5495;2066;1723;1729
5496;730;732;2062
5497;627;7275;15275
5498;211;3979;2430
5499;1306;1361;2540
5500;289;535;54
5501;1516;446;1277
5502;4626;2612;5979
5503;6144;4468;2214
5504;648;6893;2937
5505;104;2126;1581
5506;2457;1133;7298
5507;2583;243;279
5508;2087;4577;217
5509;9552;5032;478
5510;602;441;1667
5511;662;10022;247
5512;717;116;497
5513;1729;893;6276
5514;386;6111;3797
5515;168;291;1954
5516;854;4066;1277
5517;233;533;1465
5518;560;2446;8445
5519;2833;996;1185
5520;1918;652;80
5521;1486;1218;401
5522;818;7887;222
5523;167;1317;1877
5524;694;834;1459
5525;6672;553;1108
5526;1291;4172;2945
5527;8866;3703;2107
5528;4460;2375;936
5529;1079;852;1309
5530;607;337;1933
5531;3384;2265;1678
5532;2722;1045;283
5533;1343;4023;1594
5534;702;15;1617
5535;3358;2062;1438
5536;1441;2685;4724
5537;2815;561;1529
5538;2009;26648;2635
5539;999;87;314
5540;6689;2404;2436
5541;1272;2650;97
5542;378;909;5731
5543;261;2447;841
5544;2957;7800;211
5545;444;500;2655
5546;533;429;660
5547;3076;9180;2886
5548;153;2786;336
5549;7046;5313;863
5550;2472;1137;1543
5551;1505;1760;2442
5552;3382;1463;1324
5553;1950;652;3630
5554;2321;798;731
5555;808;1865;1999
5556;1971;2561;587
5557;247;178;1125
5558;1266;867;886
5559;574;5950;821
5560;314;2296;283
5561;66;11167;7573
5562;492;1463;1640
5563;701;1672;8185
5564;1051;2482;149
5565;567;4094;4059
5566;774;805;1556
5567;2396;1253;257
5568;41;1461;4726
5569;835;918;1829
5570;163;2335;2169
5571;1081;2181;1749
5572;2973;4358;369
5573;1234;5068;953
5574;17527;3134;785
5575;2985;1694;920
5576;1208;6220;255
5577;11250;1734;173
5578;919;631;541
5579;1570;330;3056
5580;11365;3064;1113
5581;1443;11876;6150
5582;6564;1708;2357
5583;4599;4574;2444
5584;791;301;629
5585;1343;7051;4782
5586;2553;143;1396
5587;1135;650;1587
5588;11326;15064;2647
5589;4151;943;2254
5590;2513;962;208
5591;8098;1012;4273
5592;534;532;231
5593;256;1640;2870
5594;228;2716;3202
5595;290;3786;36
5596;3055;2941;2260
5597;877;10180;1602
5598;157;861;5656
5599;397;2018;4597
5600;998;1375;603
5601;1997;845;322
5602;116;1698;175
5603;1646;2475;585
5604;129;2166;1631
5605;361;3426;2266
5606;493;1631;435
5607;119;1086;2253
5608;328;5896;4380
5609;1615;176;143
5610;217;1516;3338
5611;10349;1656;3583
5612;9015;3622;1393
5613;1492;6839;5995
5614;521;508;2280
5615;973;7744;65
5616;626;927;1304
5617;2728;166;4193
5618;4672;4135;1504
5619;986;979;4645
5620;2851;1423;856
5621;1263;1851;683
5622;159;1082;173
5623;6723;4417;1301
5624;1065;12605;1601
5625;1111;2463;203
5626;3672;2348;3165
5627;334;996;1182
5628;2195;1032;702
5629;531;2301;5326
5630;1610;6677;4174
5631;2899;678;2589
5632;172;10904;694
5633;3490;1507;305
5634;287;566;326
5635;3424;6256;1846
5636;91;1669;488
5637;5360;1737;4190
5638;103;137;550
5639;450;478;311
5640;1026;2849;1506
5641;4756;1555;2740
5642;582;560;2104
5643;2833;1439;5339
5644;748;3381;2322
5645;1518;1118;952
5646;2896;1747;2253
5647;10469;14183;919
5648;376;1945;308
5649;10014;1999;10496
5650;1282;9803;1550
5651;385;1254;3000
5652;1546;289;2409
5653;22367;9772;7395
5654;592;1412;1033
5655;671;510;228
5656;3540;15203;6493
5657;1960;2084;7742
5658;262;616;940
5659;670;1538;432
5660;712;2905;158
5661;4199;307;166
5662;2349;77;2463
5663;4525;1217;2270
5664;3499;350;1243
5665;69;2659;1939
5666;644;693;524
5667;920;4203;2439
5668;4917;533;292
5669;467;656;1270
5670;894;1404;2937
5671;738;104;2610
5672;648;1418;9469
5673;282;461;6100
5674;6872;1555;1196
5675;2416;463;3672
5676;5591;840;1608
5677;173;205;174
5678;295;1862;2015
5679;622;1230;1075
5680;1312;10934;1810
5681;7281;4115;991
5682;7481;4259;3826
5683;1559;1152;1025
5684;357;9311;969
5685;8738;7039;3063
5686;155;3020;1860
5687;292;1444;560
5688;466;5102;862
5689;132;575;1716
5690;583;3386;1669
5691;484;508;1056
5692;180;3253;3897
5693;3631;408;11420
5694;2679;6893;5804
5695;2591;3556;299
5696;1771;860;311
5697;1480;4269;3140
5698;893;2057;8781
5699;1354;1431;364
5700;1275;4001;1107
5701;657;705;430
5702;2875;5075;2589
5703;3066;3250;1014
5704;246;2666;84
5705;3036;946;25537
5706;1893;2398;2137
5707;682;420;2327
5708;626;11020;947
5709;647;750;3102
5710;2221;11393;1566
5711;1711;923;1221
5712;3939;5457;5146
5713;785;691;1256
5714;4539;892;3047
5715;1130;571;1662
5716;3405;2986;5046
5717;4100;2034;1333
5718;740;6324;1162
5719;1322;1277;1882
5720;351;3393;1504
5721;1248;3398;457
5722;556;4571;548
5723;2077;315;932
5724;1033;777;1132
5725;4903;1638;763
5726;499;737;5397
5727;2166;14787;1840
5728;7503;3407;2640
5729;157;1525;641
5730;4913;911;15161
5731;223;6146;797
5732;1499;1275;505
5733;1543;3032;205
5734;474;586;583
5735;1112;2974;2548
5736;3187;150;261
5737;666;827;5407
5738;2467;2019;1848
5739;1903;9204;1161
5740;383;766;13081
5741;402;336;1589
5742;1866;12946;223
5743;157;3544;1902
5744;604;414;1099
5745;2185;6246;1883
5746;407;366;2694
5747;113;2862;315
5748;5296;346;1187
5749;4591;1358;186
5750;935;4516;2387
5751;317;398;6261
5752;1796;4686;307
5753;314;1069;834
5754;2223;4497;1025
5755;1940;3191;6414
5756;1186;2615;2532
5757;1869;1213;4403
5758;11820;1017;304
5759;7544;614;718
5760;359;7242;5555
5761;145;2507;1399
5762;2915;4605;195
5763;258;994;6979
5764;4501;1323;2005
5765;3310;4088;4663
5766;946;4199;100
5767;4488;2767;2088
5768;814;3171;496
5769;6498;4422;2666
5770;1404;563;626
5771;802;6235;998
5772;4231;5169;1270
5773;3664;582;1606
5774;2571;8015;660
5775;2364;3497;9563
5776;227;4878;544
5777;532;1649;1895
5778;2260;2521;924
5779;525;1532;14230
5780;480;23936;5088
5781;3615;870;2725
5782;525;1430;472
5783;199;6190;238
5784;10154;14100;28226
5785;561;2565;608
5786;1840;10546;790
5787;3866;388;1280
5788;268;783;5403
5789;4467;8293;920
5790;1088;3129;1045
5791;2936;3704;1192
5792;3439;2712;2476
5793;2634;3077;664
5794;4137;5375;1688
5795;223;5239;2145
5796;165;1983;5166
5797;3917;1411;1854
5798;952;11894;1003
5799;3392;7089;1304
5800;2340;672;261
5801;3080;725;2547
5802;1703;6623;227
5803;669;6458;182
5804;9297;55;6271
5805;3973;6986;1431
5806;2418;2892;1922
5807;245;578;2425
5808;885;927;305
5809;466;2076;5991
5810;190;5745;1939
5811;1031;2149;2807
5812;1733;1690;2712
5813;2401;221;353
5814;893;2920;2804
5815;5461;658;3676
5816;70;1558;3070
5817;874;1271;1284
5818;400;735;587
5819;553;1390;1582
5820;1581;4429;4592
5821;217;182;740
5822;3751;3611;276
5823;762;231;786
5824;2050;2636;4071
5825;641;401;3555
5826;161;152;5075
5827;4920;288;1708
5828;3449;1746;251
5829;788;250;1602
5830;1593;2941;778
5831;3579;2122;1303
5832;977;1092;391
5833;6786;10513;787
5834;433;978;2235
5835;2786;2291;172
5836;1761;256;387
5837;792;308;3191
5838;1698;2908;459
5839;1427;2260;1049
5840;91;1199;499
5841;903;187;2442
5842;4382;164;597
5843;574;4000;248
5844;4993;1977;1054
5845;599;1765;2235
5846;1012;2284;2168
5847;4053;8721;5128
5848;2384;5367;298
5849;3024;1033;2459
5850;3960;2114;946
5851;349;206;1413
5852;2886;1063;1735
5853;5289;3441;18
5854;299;1193;110
5855;326;1300;916
5856;5011;1903;193
5857;3054;650;878
5858;13058;462;419
5859;790;297;4627
5860;297;4248;865
5861;1064;3344;3752
5862;5825;785;1638
5863;217;1289;1544
5864;1318;419;6349
5865;487;1044;1895
5866;607;4128;2921
5867;1025;6720;672
5868;358;11820;637
5869;389;773;117
5870;2097;3298;560
5871;410;5165;372
5872;2322;5253;1560
5873;436;363;2498
5874;305;4094;12942
5875;3592;4213;215
5876;3546;734;3925
5877;2706;246;540
5878;142;2295;4668
5879;1285;6534;628
5880;8177;3097;5040
5881;492;2117;701
5882;3540;4962;1230
5883;2149;4450;3301
5884;2444;2401;793
5885;437;2039;145
5886;5098;6912;1475
5887;1568;261;1180
5888;2368;2492;6362
5889;2885;17085;63
5890;2129;1837;449
5891;635;5388;1729
5892;596;3512;335
5893;865;868;913
5894;3340;904;5182
5895;461;4152;4165
5896;1216;9934;8131
5897;2612;1490;1012
5898;3360;141;139
5899;1010;2125;1156
5900;3927;1155;1545
5901;12353;1089;6750
5902;2171;1799;1340
5903;791;1384;892
5904;792;1173;238
5905;283;3515;227
5906;1146;3721;351
5907;337;10280;3875
5908;118;2067;843
5909;6528;5317;3283
5910;456;1466;1682
5911;2383;3118;154
5912;180;3840;1093
5913;235;4687;482
5914;258;1121;1673
5915;281;1069;8344
5916;1868;107;2026
5917;6219;1178;1663
5918;93;4234;858
5919;1432;4327;1477
5920;653;1128;484
5921;2885;4005;779
5922;1385;5983;4993
5923;112;1843;6850
5924;573;1007;125
5925;933;902;4414
5926;1825;6426;374
5927;374;1401;972
5928;6026;150;1013
5929;996;5835;1284
5930;3411;1348;2408
5931;3439;192;1844
5932;225;364;12681
5933;5475;1784;1685
5934;1324;8691;222
5935;737;3103;763
5936;2158;680;1872
5937;340;1991;4951
5938;1360;1116;568
5939;2156;1854;574
5940;1574;679;3382
5941;4667;203;2779
5942;201;100;2169
5943;1326;162;2383
5944;3947;2935;1967
5945;726;219;1902
5946;1978;816;1793
5947;236;147;2318
5948;1990;394;585
5949;874;2707;6448
5950;3562;550;2189
5951;2425;10522;1020
5952;739;2869;2772
5953;2008;2572;3069
5954;507;493;2095
5955;4458;8904;1829
5956;10518;379;1347
5957;910;962;153
5958;687;2209;449
5959;544;2346;2935
5960;1144;1328;528
5961;2666;12592;1017
5962;2716;2351;3492
5963;1306;2838;468
5964;2053;2287;601
5965;7;6541;1821
5966;362;2388;2130
5967;9359;2261;3091
5968;3697;5672;1861
5969;813;827;3629
5970;270;1129;1165
5971;864;873;286
5972;1319;442;846
5973;451;1158;102
5974;1397;2875;1374
5975;1462;312;1214
5976;942;2204;25933
5977;6943;3479;755
5978;313;2699;395
5979;125;2760;675
5980;6497;4586;1977
5981;2401;11013;4129
5982;2015;1334;2850
5983;2054;3008;678
5984;883;3918;1536
5985;1856;1013;1183
5986;2660;390;1716
5987;275;16197;276
5988;1875;1489;73
5989;856;5022;1145
5990;1086;3018;22792
5991;981;11004;1730
5992;722;4629;538
5993;1628;860;3918
5994;165;6828;9082
5995;2598;303;1635
5996;5635;2637;3651
5997;41;559;3315
5998;4957;1282;2714
5999;3544;330;481
6000;352;2064;331
6001;1734;1062;180
6002;2011;5092;1219
6003;1803;1031;3160
6004;665;679;1637
6005;4585;1107;3016
6006;1051;212;240
6007;1424;327;918
6008;5573;1803;3916
6009;804;18019;792
6010;2439;10173;708
6011;344;1849;784
6012;70;766;1682
6013;2568;1005;815
6014;1879;1503;593
6015;2518;231;1486
6016;379;774;3979
6017;1696;2528;2745
6018;5531;6745;1418
6019;493;3573;1993
6020;245;282;322
6021;970;741;1292
6022;444;2471;1256
6023;856;4384;527
6024;503;248;295
6025;2929;4606;389
6026;2283;360;1438
6027;1600;241;1467
6028;2632;7607;1484
6029;2387;3262;213
6030;15307;5027;1034
6031;4932;487;7993
6032;1644;604;1211
6033;2306;4254;4061
6034;1445;1544;2742
6035;1321;1462;1101
6036;2549;8425;1101
6037;882;11244;896
6038;3992;497;1418
6039;2980;2840;729
6040;108;1190;752
6041;2724;3061;1406
6042;396;24041;8693
6043;19776;5064;1005
6044;2929;1966;469
6045;3924;1686;932
6046;821;3525;249
6047;1476;528;4185
6048;417;2559;976
6049;519;2238;2814
6050;91;464;615
6051;1787;4319;2615
6052;1087;700;436
6053;364;2074;279
6054;70;955;1859
6055;205;5896;611
6056;529;1242;724
6057;5362;312;627
6058;9327;2331;201
6059;476;1248;2201
6060;2288;143;244
6061;6240;1764;175
6062;2867;565;882
6063;5831;3844;1283
6064;6607;5103;1133
6065;658;4576;732
6066;1965;2418;474
6067;2414;1835;10179
6068;107;332;672
6069;4571;343;913
6070;782;1915;120
6071;2852;586;2444
6072;797;1145;114
6073;1859;3914;177
6074;3980;2959;11445
6075;78;4123;464
6076;1489;880;683
6077;354;3287;59
6078;589;288;2217
6079;583;604;362
6080;321;182;29
6081;188;104;1858
6082;47;197;2477
6083;97;3202;1738
6084;172;1809;4421
6085;225;2198;1904
6086;1816;2178;8841
6087;5141;786;1456
6088;3340;4182;4964
6089;733;18601;818
6090;2433;13152;3280
6091;7042;3258;18184
6092;8230;6259;2716
6093;534;5830;309
6094;33;342;5046
6095;5371;1680;1259
6096;1121;5518;755
6097;392;5554;5817
6098;367;1088;4036
6099;2016;130;511
6100;347;591;562
6101;2406;3604;2897
6102;2679;2308;560
6103;1828;3621;1771
6104;4218;7943;1025
6105;1933;1301;770
6106;904;3749;251
6107;1522;443;230
6108;3089;2051;3098
6109;645;4355;76
6110;950;663;652
6111;147;3260;1771
6112;3536;2975;262
6113;90;11743;3311
6114;10116;3096;5087
6115;3468;904;3155
6116;1117;450;754
6117;2667;2907;303
6118;1037;8145;74
6119;2414;3253;706
6120;1583;1251;757
6121;3141;2003;4874
6122;1277;353;1318
6123;599;1551;3411
6124;4476;157;2777
6125;7836;19391;3993
6126;2528;4005;1874
6127;6896;1936;12046
6128;2924;298;151
6129;387;3081;1486
6130;2219;4948;7105
6131;3878;8580;5059
6132;4816;6210;5291
6133;4477;5428;531
6134;1314;884;930
6135;306;381;344
6136;1440;2548;1586
6137;712;1669;495
6138;1921;7447;7534
6139;1511;3860;2546
6140;3137;3365;355
6141;224;4143;5557
6142;1307;447;1722
6143;1784;1061;3229
6144;2397;1416;2314
6145;2187;2963;241
6146;341;1284;1708
6147;1591;1130;5545
6148;906;1262;2323
6149;1634;1157;98
6150;2514;608;1309
6151;4313;5300;2012
6152;261;412;3792
6153;2365;558;764
6154;1184;1669;394
6155;134;8325;4396
6156;2535;975;158
6157;939;1283;204
6158;26739;1590;6689
6159;5056;21197;1796
6160;2606;608;2080
6161;4134;183;236
6162;2668;767;2316
6163;1605;6671;10111
6164;3006;1420;5298
6165;832;3767;924
6166;4042;5491;2266
6167;600;1749;121
6168;672;3299;930
6169;545;7365;563
6170;1787;1078;5305
6171;981;141;487
6172;13299;2009;4813
6173;8141;22939;2545
6174;1978;4347;4786
6175;1082;1594;315
6176;1019;2758;113
6177;229;2055;1029
6178;1813;4205;258
6179;556;1370;4168
6180;1489;6540;1556
6181;864;3384;889
6182;3952;9401;2179
6183;2175;8803;3822
6184;114;734;5437
6185;2314;164;1640
6186;1836;11139;2089
6187;6073;1392;2596
6188;1501;3913;1524
6189;3808;4640;417
6190;123;1266;1495
6191;5741;2644;3507
6192;607;1305;4870
6193;2301;9349;4932
6194;283;877;494
6195;1981;114;933
6196;2562;2252;10620
6197;472;2919;5658
6198;4700;846;492
6199;1652;2930;900
6200;10151;1474;9895
6201;2083;3422;1965
6202;1317;553;355
6203;6353;4791;596
6204;565;6372;495
6205;565;815;130
6206;1387;1820;585
6207;867;10373;2942
6208;1666;5901;2610
6209;3318;690;283
6210;912;4069;910
6211;655;1712;608
6212;1231;2393;3347
6213;3134;2008;3232
6214;561;306;3393
6215;2864;844;1020
6216;450;3565;2671
6217;860;2450;407
6218;1044;10135;1498
6219;107;2067;1079
6220;4800;3933;169
6221;748;236;1268
6222;1303;4117;4343
6223;1898;2804;693
6224;3582;7085;1902
6225;1265;1729;7324
6226;4525;654;57
6227;2923;242;1005
6228;430;175;1409
6229;6027;576;1094
6230;7500;2198;3266
6231;2577;5657;541
6232;415;3915;2138
6233;1058;1146;8041
6234;731;2057;1228
6235;6066;2136;1847
6236;556;4549;1026
6237;13539;216;4819
6238;4740;2322;1713
6239;1594;2304;3060
6240;2773;2066;222
6241;2205;3979;1661
6242;2477;700;1695
6243;286;908;1735
6244;1067;4155;2894
6245;2398;4894;577
6246;486;975;462
6247;367;4976;1792
6248;1055;1104;714
6249;223;446;3288
6250;874;6197;1614
6251;1336;3953;3287
6252;1393;4226;3982
6253;239;1599;1052
6254;175;1785;689
6255;1401;8481;1148
6256;3412;669;3695
6257;191;422;815
6258;155;7575;307
6259;183;1670;1768
6260;769;5836;2460
6261;2214;15694;2961
6262;1065;3220;415
6263;119;2606;3161
6264;703;1231;113
6265;5754;5765;2093
6266;4403;1695;53
6267;1724;2943;514
6268;674;1187;1233
6269;5704;1430;983
6270;5060;4835;2423
6271;15328;12522;9697
6272;48;686;1656
6273;1802;3194;4698
6274;850;209;1436
6275;2702;1471;774
6276;1008;273;1507
6277;584;1074;2902
6278;266;399;262
6279;548;948;1742
6280;8878;8708;2244
6281;1052;5236;2752
6282;1838;2659;190
6283;120;6433;192
6284;8934;5182;5122
6285;2005;2848;280
6286;1367;1152;1682
6287;1803;114;1529
6288;373;1172;1496
6289;503;4980;5964
6290;185;464;659
6291;615;3506;1738
6292;6246;8442;805
6293;1786;5063;4426
6294;146;452;2043
6295;2201;402;3710
6296;2721;905;1243
6297;1826;777;497
6298;7979;8158;308
6299;1017;1240;887
6300;2076;1221;547
6301;1274;4762;145
6302;3955;8220;175
6303;1074;408;1290
6304;3336;370;11666
6305;1968;10339;194
6306;979;632;6798
6307;9263;9504;4569
6308;330;6361;3057
6309;2612;16192;1719
6310;12075;531;81
6311;327;1744;959
6312;188;2513;781
6313;62;2252;912
6314;127;14488;1443
6315;2604;11621;9081
6316;459;1907;803
6317;5746;886;1945
6318;792;284;1913
6319;501;2922;2861
6320;1666;10050;1334
6321;225;2558;4571
6322;9537;12698;711
6323;2588;16653;511
6324;1552;91;6906
6325;339;4740;4738
6326;1915;1799;1276
6327;3916;5911;76
6328;688;2995;403
6329;663;1021;114
6330;1825;2304;14153
6331;2186;517;207
6332;2763;2055;416
6333;1336;3879;2017
6334;3908;1000;1088
6335;1270;322;5246
6336;360;2794;1337
6337;735;2123;3492
6338;903;3694;2651
6339;1007;4321;2453
6340;2775;2819;1314
6341;253;2813;2913
6342;1169;5712;1460
6343;183;5485;1575
6344;2249;7087;3034
6345;594;1562;980
6346;282;1497;3484
6347;1327;251;128
6348;2472;8531;688
6349;482;273;1419
6350;1061;5317;571
6351;2388;704;1413
6352;497;1367;330
6353;8070;7094;387
6354;1203;3401;1143
6355;625;3460;2970
6356;89;295;166
