;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0
5251;fail;511;21094;2084;1451;4009;fail;142;477;805;8296;21967;fail;500;10843;5843;17096;5476;199;453;5324;10867;158;371;fail;3514;3131;8297;6283;1050;186;827;3055;7171;1911;1952;882;1234;734;385;1469;541;1686;697;2938;3430;417;1737
5252;fail;fail;12277;61749;11945;fail;fail;fail;252;1587;10554;21867;56;896;423;11878;27767;369;222;5352;389;2316;8217;456;5998;2114;77;14664;1145;354;4320;1411;2681;1226;692;3223;12049;1167;7521;2763;972;1720;1257;4290;8169;6062;274;768
5253;fail;fail;7526;23491;fail;fail;fail;1320;4949;294;1292;970;fail;58;67987;117;3614;22117;fail;4176;8172;2398;18353;333;159;1185;109;4653;340;11;1416;1875;2283;4156;2277;3981;1557;1993;7149;2423;1058;2297;1478;435;3880;1081;1582;1877
5254;fail;fail;13868;524;91359;8301;fail;290;2678;788;286;345;fail;462;7874;6734;118;3777;fail;1757;3320;4738;4246;901;206;188;910;1219;4174;126;139;846;1216;890;82;1035;443;969;973;609;648;2676;9418;1999;709;3409;1275;864
5255;fail;fail;948;1079;16540;fail;fail;228;87;399;617;76;fail;14564;fail;9329;63676;22284;fail;225;17538;3011;8098;149;1296;908;651;830;769;2177;9728;14876;845;7421;4027;12119;1361;1744;716;79;2825;5809;1669;271;2168;2580;2547;1770
5256;fail;fail;fail;19195;fail;40768;fail;fail;449;9964;13160;9705;fail;15885;9798;235;773;18050;447;699;896;697;800;1269;1245;2901;2005;1695;2097;495;753;31;1640;2497;3446;219;1624;203;2532;4049;607;6020;3790;1212;1945;5720;4792;1947
5257;fail;fail;161;702;55868;43252;fail;5725;816;5960;5057;7837;fail;1112;6142;717;21907;2214;fail;387;118;1997;70;127;1133;750;416;792;2103;524;3056;2912;1603;7739;1291;319;174;2182;137;1675;1711;895;593;1485;1281;1082;1281;553
5258;fail;fail;1006;522;681;62534;fail;1834;21632;13537;26491;15274;fail;5713;2331;23292;4371;804;fail;4667;21511;319;7784;353;954;1620;148;7943;841;4;1136;4856;3031;616;1499;5867;2580;160;745;1767;757;7946;1367;8203;6220;1279;1392;235
5259;fail;fail;fail;5925;2758;54499;fail;380;4129;7258;6908;6214;139;2126;2332;1547;693;377;1307;9384;257;9327;245;1184;2151;8573;10178;4283;1779;5435;791;3681;1647;2075;154;2542;2877;1849;146;2535;1249;4111;2319;10147;16278;4320;1785;5698
5260;fail;fail;fail;11190;fail;2874;fail;1345;2571;45;9649;1868;fail;1401;1491;37256;fail;9145;400;194;1794;451;340;437;fail;3549;2129;2387;1863;1425;3397;710;1227;7897;3777;3413;192;198;1786;2795;1498;285;1053;769;8543;1046;1106;305
5261;fail;35;51913;893;fail;632;fail;fail;9836;46320;2889;1057;30;956;1040;6889;16713;6335;fail;3674;43416;1445;156;1753;740;135;3889;2001;7380;3525;312;709;498;1016;811;680;3118;2728;251;1791;606;3458;7137;1290;7708;1991;2056;2666
5262;fail;199;1047;40332;74634;61840;fail;fail;566;10485;1616;1725;fail;9796;24969;769;1133;13249;fail;17483;44326;14682;3367;8860;fail;238;8473;3680;1680;2287;1695;3383;4414;17833;692;2318;2438;2320;1290;1784;655;735;2462;3006;1148;1689;4232;2705
5263;fail;fail;25332;63806;fail;7417;fail;fail;26873;33924;302;871;fail;3272;4051;248;2236;1344;fail;177;1574;4009;6022;5749;974;999;419;1854;809;113;102;4921;1464;745;489;4886;686;1247;2829;1869;2960;795;1577;15737;6815;14106;2294;1398
5264;fail;fail;fail;6195;4135;4338;fail;385;99887;960;229;455;fail;17187;fail;6466;24010;4220;fail;454;120;542;5508;908;1175;290;1559;4065;17615;1467;2308;1006;1862;764;2752;1618;1515;1290;493;1901;938;3857;781;1512;326;6342;1059;1963
5265;fail;fail;fail;34908;11539;4783;fail;2232;fail;44513;45411;fail;fail;fail;15756;40583;8778;40420;fail;1665;4265;39710;6892;10398;2217;16498;5042;1798;196;4332;136;7026;537;728;299;104;5365;4487;4694;435;611;1576;676;6124;2690;2755;3385;1883
5266;fail;fail;9581;23;38098;1473;fail;2020;23928;3089;1813;1645;fail;fail;67046;1054;1744;49197;472;7121;13803;9025;12689;2210;2640;733;204;1132;10632;1916;1411;335;1179;1521;897;1798;493;215;1884;4173;867;1756;7566;328;7987;1629;5581;6968
5267;fail;fail;76280;0;4262;7755;fail;fail;22448;12891;52661;1510;fail;17081;2155;3427;9749;7359;fail;616;9186;44;9273;8361;89;2662;922;2676;600;1070;775;175;1543;3735;819;475;1282;2563;1861;3550;430;132;1945;2210;4367;6092;1099;1233
5268;fail;fail;fail;141;21598;30037;fail;fail;13565;521;4181;13194;fail;4804;6559;7680;2811;2971;675;3845;635;802;8057;19643;fail;2605;22491;1514;1006;1400;312;4445;462;673;4054;4957;2615;699;1944;978;3340;824;1876;195;3475;3541;6799;1374
5269;fail;fail;11037;9421;87511;88615;fail;fail;42747;11253;55;454;342;515;472;68;1971;6911;420;770;7404;9948;159;12952;fail;2235;18911;420;877;513;3037;1466;355;9068;774;2152;1682;3082;1109;85;1749;211;2517;2497;1629;2995;438;2302
5270;fail;fail;437;10255;553;649;fail;fail;4314;2444;3648;65908;fail;80;10341;3251;2419;926;714;5515;1498;653;1060;2637;fail;148;3088;704;222;1012;2236;948;1009;1887;455;422;789;827;13792;2373;148;8664;1262;2509;1026;2873;1627;676
5271;fail;fail;fail;fail;89087;537;fail;fail;14244;357;18393;18370;fail;5303;717;467;12055;4909;fail;7700;13148;8065;4538;2015;276;659;4144;318;1970;1383;2857;570;5943;3666;1297;18226;366;713;7044;2132;2087;206;1080;502;1723;1447;1347;735
5272;fail;fail;113;1816;189;33532;fail;fail;17680;15639;20706;3973;fail;833;88;13407;4136;44;fail;1183;31169;203;1770;1024;376;884;10868;2949;2090;397;396;3011;495;322;1085;162;499;270;613;1977;6245;616;983;1489;2475;309;2112;2885
5273;25;fail;fail;41185;30476;fail;fail;fail;59787;2775;995;1984;fail;3146;891;57;239;23725;fail;839;8494;3370;716;146;1531;1832;535;547;436;1412;538;328;1077;3063;2274;1585;1480;2039;5511;7053;26114;2245;3206;3859;2700;1506;1798;1364
5274;fail;fail;3947;1090;694;fail;fail;fail;4813;2973;67191;27207;fail;3161;13937;152;4345;12900;fail;1013;4854;1521;82;11281;397;106;1244;4990;845;702;426;1394;5670;648;1195;32;1888;2883;542;779;1023;2020;360;1311;434;3191;3510;708
5275;fail;fail;fail;19007;fail;20734;fail;fail;fail;55005;15258;26370;141;fail;15075;264;22;11334;287;956;147;935;866;860;1262;551;865;4009;1493;2993;574;149;4876;710;86;1464;1119;2740;6443;585;1793;6763;3485;2431;4391;4242;1717;4441
5276;fail;fail;54797;29297;fail;3111;fail;fail;2857;4399;13575;16;fail;5142;3102;3846;4468;7319;fail;3352;2286;512;1369;2550;fail;1142;2058;4018;318;2007;1907;4242;2320;28401;10013;8579;2289;1048;1615;9337;2724;208;4738;4251;3595;2582;7879;5851
5277;fail;fail;87809;23720;59081;94941;fail;fail;3778;122;3105;9705;fail;3270;fail;24340;17289;4851;fail;4207;15940;7343;1181;568;fail;5508;1552;31397;21293;493;3055;2214;367;515;2048;6478;1979;84;6504;1163;4359;1333;1051;1125;7404;2767;824;3193
5278;fail;fail;47194;3887;95;35033;fail;1145;1850;932;18129;16079;fail;fail;5758;766;23495;30669;1674;4910;3992;3632;10039;1025;fail;12831;fail;4506;17501;13295;841;635;2614;5051;2819;1339;158;194;437;338;691;2624;1813;1019;798;828;1273;714
5279;fail;fail;54661;8232;14054;826;fail;fail;fail;11625;1098;fail;fail;11439;2752;1476;5515;6143;fail;128;4217;1128;1217;1611;fail;15135;11802;306;17229;668;849;1694;2139;260;857;2420;5850;3958;1234;5392;5216;1366;479;1149;720;1190;1411;3037
5280;fail;fail;fail;10296;72427;1837;fail;fail;3470;8123;13626;14395;fail;2768;40;14258;864;4861;fail;176;16811;7017;41221;479;fail;1293;1059;4651;190;3312;13653;3737;1259;15221;4335;4092;2715;1096;3838;886;1005;2338;2422;531;1345;1470;628;2578
5281;fail;fail;fail;14456;61821;2289;fail;1146;3914;10952;177;5551;fail;fail;23013;148;2299;21;501;865;1570;142;3547;6328;3074;972;7054;10346;1115;44558;506;768;5731;262;3149;102;1077;120;9197;5893;786;1020;762;6634;2787;3808;740;495
5282;fail;fail;391;fail;564;1075;fail;2258;2998;5921;2025;8503;fail;fail;12682;4037;10749;19798;fail;1584;8804;8626;522;15518;327;743;3951;2073;140;2079;834;907;3285;323;1243;1429;846;1178;4754;1616;1357;2145;843;525;480;127;2138;376
5283;fail;fail;3575;10123;54972;1709;fail;fail;262;6220;61087;281;fail;1403;4263;23641;4373;15891;fail;1837;8956;29;1306;730;fail;5499;1823;363;260;1268;1062;1280;82;1300;1389;290;957;2479;9392;3693;3106;2976;8361;5918;5124;1430;4464;444
5284;fail;fail;51465;61982;fail;13746;fail;1133;741;3582;1668;56248;fail;fail;39687;2749;27958;8862;156;915;426;29;285;12983;1156;1618;4638;4313;8187;5264;3157;339;25006;189;1606;3185;2116;5511;21129;1715;3254;977;1503;1236;7463;1493;1407;358
5285;fail;fail;627;17748;1694;36109;fail;1707;28843;25845;21478;2597;fail;39613;16318;3127;47727;1902;fail;397;19306;811;3081;701;228;6021;1078;519;20551;19737;1113;168;159;2378;740;763;2579;1036;11380;1948;1721;4134;875;4237;669;3544;7643;1153
5286;fail;fail;60908;203;29839;56744;fail;fail;41762;13347;308;3534;149;1441;7903;675;4286;133;666;3507;23163;8269;23020;781;fail;26828;71;1978;6346;2797;446;1576;764;3718;419;1544;2436;156;3114;1892;576;766;874;1192;1110;1427;1185;1368
5287;fail;fail;fail;7650;40123;7986;fail;427;294;414;12235;277;fail;5497;8556;6498;3806;2274;fail;2347;247;1675;8868;1099;2556;22906;1130;8064;1347;16534;888;127;3677;387;5199;1114;1061;1362;4474;437;2056;928;132;4935;1823;2050;412;937
5288;fail;fail;fail;48640;97517;355;fail;fail;12881;2534;38433;51614;fail;3772;1567;6223;3675;88344;fail;4849;10843;9603;8965;26133;967;1405;1363;122;1714;587;fail;3330;3557;3323;961;2274;333;1135;5090;3395;6226;3272;2646;1540;1154;7800;1101;1062
5289;fail;fail;fail;6989;fail;44177;fail;440;914;4983;3303;91;fail;1444;1257;964;325;812;384;625;2625;1676;878;390;fail;11059;29678;2180;6672;5617;127;1280;857;3902;5000;1958;445;2109;2590;5767;1751;3426;11665;16420;15659;1767;10388;3341
5290;fail;fail;66590;1358;fail;244;fail;fail;5116;3144;1281;2082;fail;1924;42259;26963;61262;4517;fail;403;866;247;866;1084;fail;9827;8237;4991;13646;13891;1295;5667;338;7296;3953;9226;4760;1584;650;4566;7836;3717;954;1009;2563;5339;1830;398
5291;fail;fail;7593;77;37862;19172;fail;fail;42176;26573;13932;2200;fail;125;40497;61;4565;21;1121;2307;3135;525;1957;718;fail;1513;9536;1363;10381;15185;621;3144;3619;2694;1603;4450;3207;377;1188;1008;6589;198;202;702;3966;325;551;758
5292;fail;fail;fail;fail;fail;55781;fail;fail;2781;992;565;811;fail;fail;7136;5758;6211;10809;463;3425;384;692;1212;16921;408;5300;850;2129;1236;2263;1582;1536;4152;5842;1963;165;850;82;132;767;3768;2624;115;1940;5599;3131;456;1653
5293;fail;fail;25944;147;38075;220;fail;380;29967;7293;30491;51008;fail;2081;2691;513;428;32;47;150;39398;8243;6032;9075;482;1417;140;328;1079;975;854;1538;2751;1088;3303;126;2707;2719;3014;856;388;1511;1467;2616;3623;682;761;202
5294;fail;fail;10927;4362;fail;574;19;2389;191;27302;13448;10821;fail;4751;837;9469;1904;4849;fail;4569;1951;2403;5436;558;657;774;957;154;334;942;1303;566;1679;377;3014;1700;1126;378;2744;245;2367;228;3492;2275;417;3193;804;1877
5295;fail;fail;fail;8579;10516;75;fail;fail;4059;7059;14752;4073;fail;fail;fail;1607;4322;16121;fail;369;869;228;796;339;fail;102;3103;434;4011;2349;1520;122;407;2122;5938;510;307;1125;6492;1418;2744;9166;1579;6550;3532;2519;281;474
5296;fail;fail;fail;11023;13630;22340;fail;fail;34951;15124;7932;fail;fail;648;291;17037;4440;1635;fail;259;4212;447;59;1074;392;451;7421;1380;227;1027;500;5338;1544;385;1444;217;1491;223;1266;6034;8283;1080;1961;1588;3523;1616;2585;2552
5297;fail;fail;48949;12541;4373;95698;fail;1415;67658;358;fail;30236;fail;10086;9477;5506;5852;292;271;305;841;284;210;1217;94;1373;2657;1729;6631;20665;3145;1616;210;1716;919;253;10326;5464;8646;2867;4599;1925;4189;948;2925;4796;1964;2244
5298;fail;fail;fail;26042;38;377;fail;fail;63903;12923;27219;242;fail;fail;8478;5;5056;2957;fail;419;13239;2877;13870;1917;856;4814;1432;6021;1853;146;2299;527;707;301;768;982;380;3593;605;4517;6831;3051;989;414;483;1346;263;550
5299;fail;fail;27229;5470;40839;12034;fail;2828;345;89;47676;63126;fail;3501;3604;1118;14824;302;fail;699;13523;4287;830;558;365;754;11460;267;11111;2116;244;3105;485;742;1368;550;546;556;2724;6207;637;3249;1861;997;8543;3854;784;1255
5300;fail;fail;91544;3067;287;30974;fail;fail;fail;26485;164;5341;fail;279;8249;479;2082;7316;fail;355;2576;15898;10867;4956;fail;20492;31517;16510;10349;39522;443;3032;117;368;837;9524;653;466;3417;191;1383;310;553;1566;2380;4646;860;1073
5301;fail;fail;fail;27620;23355;fail;fail;fail;7215;45834;4986;1867;fail;1256;2416;454;685;5119;656;549;6502;83;502;2117;2465;120;831;45;1122;6845;102;1340;45455;2805;1070;118;2680;2800;7395;12773;2523;1503;719;5660;2924;16018;2679;4930
5302;fail;fail;69891;66405;35282;133;fail;fail;fail;4335;150;70713;fail;187;3100;2214;316;322;fail;14998;2474;45722;11189;14279;259;29;930;2179;250;1868;882;796;5029;459;2248;1382;317;628;9013;912;744;3344;2894;8304;1771;3123;522;1431
5303;fail;fail;38127;fail;fail;52250;fail;1990;3564;494;10193;5634;fail;6889;93696;11893;8854;18633;fail;539;276;936;553;910;2752;687;300;308;433;227;2113;141;6844;6162;4418;1230;547;276;2195;3570;3324;632;2579;6313;1907;4412;645;5108
5304;fail;fail;fail;12996;7141;6127;fail;9483;3384;2198;733;9278;142;1145;17411;37;25116;3134;fail;969;2280;21967;944;359;508;1221;1563;284;199;857;559;1206;1405;2748;1134;994;1432;3848;2183;11245;1835;13801;568;2181;739;532;1522;2686
5305;fail;fail;11921;9123;24983;43126;fail;51;88928;33142;31120;6479;fail;97;199;3530;662;9266;478;456;1049;2203;1190;2085;fail;18059;53098;1460;2122;4164;2365;935;5174;749;2165;829;1283;544;2537;678;2270;910;717;2116;5018;3623;2004;582
5306;fail;fail;5614;91493;19013;fail;fail;fail;45051;3791;15553;1829;fail;4777;57730;864;846;2467;575;1610;11353;652;636;2321;fail;3022;27165;8564;3037;2167;2710;839;58;1043;2412;4715;1057;2776;9148;1561;386;1266;1505;216;178;236;1186;734
5307;fail;fail;fail;fail;8750;20920;fail;2252;113;3873;4448;94;fail;6523;fail;6973;2121;5670;fail;218;11499;1346;459;1302;194;5698;8430;1266;877;394;295;195;864;1036;276;1607;2197;1426;3019;12183;781;401;1054;1034;2240;5267;1002;1047
5308;fail;fail;fail;5658;10136;29706;fail;fail;fail;4959;8270;32461;fail;7355;8882;10566;8294;4045;410;1105;2910;5674;1403;809;fail;1832;58798;7166;493;708;1282;551;1687;184;2595;806;1172;5906;5081;1042;4757;8042;669;681;1458;712;645;455
5309;fail;fail;1750;10517;64757;15785;fail;3324;fail;2501;12;5439;fail;1895;15957;29275;fail;6468;2227;58;106;139;674;1244;938;2084;735;195;417;447;fail;8504;16683;3348;1711;9742;2490;1110;5510;2799;1139;911;404;1155;2052;1311;2433;2254
5310;fail;fail;fail;5922;5859;4347;fail;fail;4227;46263;1240;2257;fail;fail;4509;23254;7772;18898;fail;232;3683;9278;11623;131;fail;577;40;2461;2043;94;1811;2550;3736;8043;1126;366;944;2093;719;8273;17473;1099;2075;1859;1923;596;495;1973
5311;fail;fail;50780;585;3033;33196;fail;700;664;11468;1846;908;fail;fail;1555;586;60;9586;fail;1130;13947;4455;1055;3616;fail;6360;369;4146;5324;2101;fail;5114;5661;724;244;421;779;4489;3268;3004;5308;5884;2388;4721;1851;2375;432;1936
5312;fail;fail;fail;66524;fail;9019;fail;fail;3192;8597;14012;46970;fail;875;53002;12622;9775;1205;fail;17810;3381;1953;758;22281;738;4451;2282;773;1595;79;267;946;894;332;963;1468;5552;6026;16280;9273;5565;4544;2568;1700;5481;1335;304;784
5313;fail;1645;4936;20540;11103;2156;fail;fail;773;6397;20728;49489;fail;8285;12225;7290;35;4686;fail;29581;4757;2695;10142;4295;fail;1133;954;5052;586;43;4605;281;3184;2860;4605;606;450;9337;2602;5929;17485;7225;2845;806;5560;307;6635;1188
5314;fail;fail;fail;62;359;20207;fail;fail;16601;3873;17674;823;fail;fail;23769;33910;3838;4960;fail;1036;54;10210;605;442;fail;74;399;2423;397;473;fail;2853;16917;525;3426;5761;809;4718;1262;3057;462;5302;366;2127;585;1189;849;1680
5315;fail;fail;fail;18842;55808;5580;fail;fail;1713;919;23279;21843;fail;5507;24868;3221;25933;221;fail;536;71864;12752;17087;5434;1574;2621;15091;4458;23541;8451;1839;423;1773;4826;1210;2634;4541;2509;1253;5135;701;2932;848;1784;1946;1148;1186;1206
5316;fail;fail;fail;fail;94057;23638;fail;fail;13963;7466;1771;fail;fail;7483;fail;14623;41110;26506;fail;2995;2122;11852;2167;17555;fail;113;49316;3102;2852;1575;2098;5793;4204;3457;346;886;395;3668;313;271;2998;490;907;1230;10858;10594;953;8684
5317;fail;fail;3895;733;fail;11515;fail;fail;80877;11943;44228;14160;fail;213;8564;1485;3169;5054;177;1189;356;174;7741;2667;fail;2606;2078;4696;4109;5463;176;409;258;502;326;2098;224;1598;1588;3104;788;1621;239;703;3236;4800;474;3610
5318;fail;fail;fail;4348;fail;12413;fail;fail;65174;4993;85648;1891;fail;1228;33328;14232;33113;10310;fail;11400;2119;17326;2335;2718;1629;754;1769;2818;1178;2029;1431;2857;6065;3853;515;2835;1337;1221;250;152;794;284;1629;1475;1507;1536;1675;146
5319;fail;fail;fail;545;37558;30796;fail;1425;54380;7688;703;7558;fail;358;1440;381;32;998;495;33662;5542;4548;2383;1252;fail;1673;13281;2640;2398;3350;989;751;2446;315;2864;1627;2193;357;919;1073;2059;1325;1081;7055;523;5108;1373;1901
5320;fail;fail;17055;5050;17033;61;fail;88;64706;6640;18887;fail;fail;585;3818;4838;9182;3634;1203;7322;109;1233;390;18610;1499;2020;2957;2247;1149;248;4835;1630;1956;8346;1023;178;1365;2732;7773;1143;1117;1799;3129;908;1992;1809;912;2692
5321;fail;fail;fail;4289;20707;29600;fail;fail;4663;9618;2987;642;fail;2711;22178;4626;33436;4399;fail;6299;8496;3549;995;15685;fail;3422;6049;45;1716;367;745;3545;1131;3271;1019;1197;570;1728;5954;1821;956;4552;1677;1064;5100;2640;1601;2570
5322;fail;fail;2330;495;34349;229;fail;fail;fail;517;3202;21219;fail;2283;59782;178;2644;268;fail;1734;8314;62;2587;2979;fail;1203;2109;1988;1509;339;1529;1588;797;1208;1096;2644;365;3362;1400;4136;907;285;2034;8238;8781;6825;728;541
5323;fail;fail;fail;13120;92614;35654;fail;3736;7794;212;2324;1397;fail;4996;1919;20386;110;502;614;177;5000;4979;1012;996;fail;465;2632;1402;4783;437;981;113;3027;1098;1489;99;1107;1949;1306;384;1921;1894;370;529;2413;1260;2590;6832
5324;fail;fail;3702;15983;fail;74662;fail;1376;15032;440;8614;3428;fail;5983;1510;33825;1616;823;111;18136;877;618;11844;3838;1498;10541;1171;44881;3123;488;2917;2355;5006;1283;2476;3780;704;2429;8293;465;3637;2007;1128;7413;10070;1414;1531;6752
5325;fail;fail;fail;5473;40733;799;fail;fail;413;352;61;92294;fail;2016;38834;12646;8560;5600;fail;1325;3887;6801;2209;4674;2324;12728;174;2031;515;2528;938;1106;1173;3957;1310;1191;800;718;15389;3800;144;3356;967;2018;2425;1079;2372;865
5326;fail;fail;45161;5993;75742;55443;fail;1613;350;3367;1951;832;fail;2042;121;337;852;985;285;410;139;51;88;978;1071;448;1059;3093;4126;170;2505;2431;5485;7943;6826;298;1268;536;2127;1348;1856;3347;544;171;432;2788;2106;703
5327;fail;fail;4676;3467;50399;63291;fail;4069;1277;3591;4764;10829;fail;302;61;5506;3838;4907;fail;4321;39305;6376;7020;5945;fail;26616;45119;17585;22337;1123;1866;242;3185;1346;1256;936;640;457;147;1437;545;1647;233;888;7677;3994;2294;1264
5328;fail;fail;fail;4383;5296;23465;fail;fail;80;2765;5506;7160;48;2237;5044;4005;8528;45;fail;335;19085;1133;866;643;1047;1017;24366;1581;315;239;2745;9076;6138;2667;4466;920;1197;244;5742;917;180;176;3821;9215;2906;3763;1598;2397
5329;fail;fail;fail;12529;14;fail;fail;fail;8784;18140;1691;3406;fail;fail;9196;33405;fail;36653;1268;996;25107;1322;645;1440;115;706;2144;1937;791;3734;7426;47;5412;988;17702;2140;403;159;3151;3382;409;4199;1070;4205;195;4409;2134;592
5330;fail;fail;fail;4123;901;79061;fail;fail;3671;878;1742;19484;33;14913;172;1995;5689;9252;fail;325;3486;1041;9277;4119;fail;391;15799;1929;10567;8773;27759;2878;287;1022;1308;706;677;942;2647;2975;1190;1327;379;763;12485;2761;866;758
5331;fail;fail;fail;fail;9864;8604;28;231;370;691;381;21207;328;5645;8169;2155;35387;388;1350;2995;2675;5245;230;3157;1490;2885;1817;450;411;1298;fail;200;2887;10445;738;1043;736;2175;1089;752;107;317;1070;2815;9774;2090;1325;711
5332;fail;18;22885;1294;189;60;fail;fail;41966;4653;1242;2986;fail;103;2025;1390;93;5404;127;1002;12527;534;1872;14651;342;623;611;538;10784;93;1042;1699;269;3880;543;1970;571;2707;3631;1063;1388;53;751;1554;4589;2467;2928;2319
5333;fail;fail;fail;706;fail;4375;fail;fail;5863;10683;7122;6310;fail;2149;1230;631;15759;5448;133;6133;742;1766;657;54;fail;9321;27552;6191;214;23240;3146;5620;3081;9405;3785;2628;778;2993;8645;3335;842;5443;1993;2009;1780;630;706;3859
5334;fail;fail;fail;fail;1863;fail;fail;fail;5056;7518;71823;fail;fail;6576;18083;5644;10536;1963;fail;281;1800;612;987;1384;497;1190;42;5529;967;616;707;1958;354;2183;2139;1199;1144;764;5336;4283;120;248;216;417;2614;519;1102;440
5335;fail;fail;fail;31139;195;6886;fail;5999;73132;21049;73195;112;fail;4651;12012;923;16219;11639;fail;9825;23124;771;12277;3983;2317;1782;201;712;418;672;101;487;1149;336;3299;660;961;3251;2440;1335;888;207;3715;14705;1973;4637;685;1399
5336;fail;fail;6675;1063;751;48099;fail;684;1343;645;69240;5428;fail;2192;3500;1160;1450;8108;fail;121;26257;12349;11081;9946;fail;3775;8236;141;796;344;298;370;2243;1097;833;2161;538;2118;145;650;784;2045;277;1524;882;2333;6322;1993
5337;fail;fail;1782;55155;3290;4207;fail;251;56805;10296;fail;15613;fail;5975;3546;11885;10546;7039;1158;3107;15201;16876;24370;3176;220;374;99;703;450;2307;2316;1997;348;2111;836;124;553;3191;1557;298;316;369;624;2263;1304;2207;2423;669
5338;fail;fail;fail;376;1465;4699;fail;fail;3906;243;fail;14020;fail;1310;839;3141;942;7762;1825;810;584;1782;41;728;244;975;7800;7979;36744;6346;1061;864;8067;1161;8645;1081;2003;1296;6137;2212;1432;326;3285;6808;301;2759;1651;770
5339;fail;fail;801;3071;141;1576;330;744;16372;35018;142;4727;fail;1421;11364;85;1790;6681;fail;37;9789;3828;3139;5169;11;9464;578;5506;5979;14046;2524;1197;3391;1373;110;5176;1495;478;801;1651;6260;1491;1008;522;1507;2661;3037;2413
5340;fail;fail;fail;1161;276;499;fail;fail;6553;19406;157;fail;fail;39441;4004;517;10057;436;fail;392;29193;864;314;692;720;1729;245;532;1779;499;3149;11490;865;1859;143;492;720;234;2767;1678;988;4527;2345;11581;5610;590;1713;1243
5341;fail;fail;fail;1910;29851;fail;fail;229;9538;37035;81837;8707;fail;1013;18507;815;1410;11936;fail;14364;15014;1319;3163;10424;675;2913;453;56;5088;101;420;3326;6183;23082;986;2459;18745;1885;6215;159;781;5461;264;320;662;1767;209;5421
5342;fail;fail;fail;fail;fail;fail;fail;fail;56465;3692;221;84585;fail;340;19594;2840;5937;895;740;3661;1216;3419;7494;114;fail;191;158;2179;12720;9267;1146;3773;1087;85;2366;255;1041;3041;3902;6619;725;1402;1371;15759;5447;1203;380;629
5343;fail;fail;20389;3840;522;553;fail;fail;27921;1685;398;1539;fail;1388;34885;5284;6853;20200;154;1623;226;459;2204;1810;1841;11824;14854;8069;21199;10633;2995;856;4375;4351;153;2545;156;1271;1951;2177;8894;226;310;3060;3022;2682;2394;2996
5344;fail;fail;16792;fail;66427;1479;fail;5492;22346;593;12574;4094;fail;3758;48193;5819;2313;4852;fail;211;8508;1854;2153;1369;357;1599;7187;334;110;414;627;148;1064;3428;2849;447;241;1784;4997;2613;892;2455;1385;2729;8795;101;1310;2572
5345;fail;fail;28874;44600;fail;fail;fail;49;fail;181;67254;5438;fail;26977;18182;3310;3463;84;fail;2260;4560;4436;1827;1643;fail;2613;5856;8334;359;179;2368;2123;2889;3181;1756;114;2969;2287;403;390;673;1085;379;4452;1899;8985;4429;14270
5346;fail;749;94795;1391;57297;13451;fail;fail;2298;119;689;23484;fail;fail;3426;5224;66;4321;fail;1005;3523;1400;1864;693;fail;780;776;4690;24381;6793;662;3070;529;1308;1437;334;3929;3266;1099;1346;2075;466;2779;672;5733;2070;1201;768
5347;fail;fail;fail;55047;fail;29283;fail;fail;fail;12714;7027;1041;fail;1381;605;9919;4034;321;374;164;15332;5944;80;9303;1755;795;1016;1979;2363;904;194;719;870;2202;1123;107;436;486;1392;1801;227;178;847;578;6515;4342;338;1117
5348;fail;fail;45295;74637;39857;3398;fail;fail;1160;5165;37426;2844;497;451;181;136;379;4212;fail;2408;1147;770;181;1991;791;1267;2771;1935;28279;10012;329;2065;256;1584;1742;634;1425;4965;1557;1214;1625;5146;698;914;916;306;1127;1311
5349;fail;fail;857;15708;68524;60717;fail;476;1735;130;10595;12141;fail;fail;22874;5028;26573;15996;548;251;4836;406;560;12216;fail;2523;655;134;286;548;3367;7752;4418;643;6779;797;2440;7289;5323;2778;3152;3257;5570;827;2309;818;202;361
5350;fail;fail;66969;fail;9578;51913;fail;fail;675;8541;70491;54342;fail;7993;25589;672;157;2557;fail;556;14407;176;657;4718;87;1176;38056;510;20825;8911;2495;2845;1109;2457;10091;2501;1900;474;6274;6533;597;147;1543;3488;534;1050;1289;1441
5351;fail;fail;4279;794;5324;2345;fail;fail;5934;8509;6027;120;26;1818;7749;21842;2331;1198;fail;576;783;690;547;363;fail;4872;1025;468;28604;4674;991;262;1556;638;6784;567;2252;875;1215;217;1767;5421;2027;903;1780;1558;1131;1062
5352;fail;fail;22452;17908;9114;fail;fail;4667;3590;1766;15228;4412;fail;460;9426;1087;80357;70074;fail;2449;2586;2405;3968;29728;fail;3459;1913;1195;630;740;10817;3453;890;3216;2582;2034;380;1116;4388;1336;1934;1211;1265;919;1702;3327;1492;1355
