99;fail;6570;3382;1504;298;1900;2162;9556;35019
100;fail;2563;1136;6099;294;625;4139;52092;fail
101;fail;3387;1325;687;1640;423;644;17926;28547
102;fail;3759;585;433;711;2593;1771;19641;60900
103;fail;844;717;691;1371;316;4512;12809;47651
104;fail;4035;1203;971;803;562;2103;27056;32151
105;fail;11213;863;1009;87;2136;670;1361;1447
106;fail;758;8490;2187;3078;649;7638;fail;49907
107;fail;1827;798;873;426;1857;1165;14248;19938
108;fail;4059;708;2185;609;4458;2049;2159;21053
109;fail;1125;867;664;1006;381;1751;19853;20100
110;fail;8826;2902;518;1968;1812;7787;33981;34252
111;fail;981;3126;2365;1170;298;14577;25079;fail
112;fail;11198;828;1829;682;242;6392;33814;32988
113;fail;1246;3921;3365;810;1490;1940;27606;6305
114;fail;455;554;701;1419;9498;4527;fail;61865
115;fail;146;1028;381;718;763;151;22118;2677
116;fail;73;383;1178;1007;251;2456;11935;8164
117;fail;314;842;2344;775;1102;2670;30196;12889
118;fail;1476;573;2281;1824;45;8030;10908;fail
119;fail;823;10011;6237;1960;1062;1433;40619;fail
120;fail;333;1336;5245;499;671;237;5229;fail
121;fail;786;393;2353;391;841;31503;12129;829
122;fail;10995;1154;3768;163;2298;3165;46376;5738
123;fail;347;2736;965;5723;3010;8344;8373;42059
124;fail;7311;452;1510;3943;440;1773;4567;44232
125;fail;8781;918;533;1152;592;11943;5453;fail
126;fail;2625;1756;3453;1015;129;1837;18624;fail
127;fail;976;469;369;4725;244;3767;51892;20529
128;fail;3003;2971;2203;1566;305;880;37405;39407
129;fail;774;7111;8857;388;526;3389;8134;9078
130;fail;574;720;193;931;390;8009;813;19331
131;fail;2467;144;2129;1167;685;229;11649;6457
132;fail;1508;4568;983;399;2640;7920;18136;fail
133;fail;1279;296;414;765;602;2228;11015;7724
134;fail;5975;366;992;2025;4932;1724;7183;40677
135;fail;265;5481;1126;757;503;6452;8317;1316
136;fail;1867;1733;995;327;8351;1299;59708;1765
137;fail;3465;790;2085;1472;2202;127;3266;15164
138;fail;3479;820;4538;3684;759;3297;30160;5094
139;fail;4060;1177;3501;9233;518;780;611;42565
140;fail;804;337;484;425;1340;1345;35184;5287
141;fail;1399;261;472;1166;1520;2065;1799;46265
142;fail;1554;54;2768;1591;1026;242;5110;2486
143;fail;1538;2659;1511;774;3787;12261;32490;183
144;fail;1797;420;264;4094;137;2677;8032;17095
145;fail;2285;3707;308;3899;1660;134;9920;13272
146;fail;4995;592;947;1316;6965;6587;9367;fail
147;fail;4385;185;1982;1428;2314;2263;39824;10757
148;fail;1495;2112;1316;375;248;3006;18700;fail
149;fail;1115;480;527;203;511;3465;4707;38923
150;fail;3470;4421;2912;2668;1119;8966;31651;fail
151;fail;144;1283;652;436;2400;552;12298;18416
152;fail;2300;145;1265;233;2656;1482;17975;49564
153;fail;1349;4543;909;1264;709;8202;4805;51382
154;fail;1586;223;1027;75;1030;1504;12973;14087
155;fail;6102;6600;1477;1835;4943;2628;49490;45625
156;fail;1882;12666;231;1678;1231;8604;17092;fail
157;fail;6706;9719;742;1451;724;2409;51264;4647
158;fail;5440;5641;703;628;374;4725;1352;fail
159;fail;1878;3224;1607;347;444;1580;19561;1976
160;fail;114;4410;1150;398;480;1447;20531;23361
161;fail;2999;919;181;937;942;1480;19845;3697
162;fail;21;598;450;182;512;1571;867;fail
163;fail;5546;7948;5950;1091;299;4724;4745;27
164;fail;6903;3565;663;659;681;784;33593;17418
165;fail;2002;434;994;255;589;3038;2800;622
166;fail;9402;3130;4450;771;332;649;6509;fail
167;fail;933;318;531;4884;2720;10277;2686;12275
168;fail;1683;875;3376;1269;2566;304;fail;fail
169;fail;1566;921;1330;2564;1645;15736;36816;20051
170;fail;2542;615;50;546;318;2205;734;6025
171;fail;981;973;1972;1059;718;9091;3396;fail
172;fail;598;5090;558;714;4608;5511;40888;1593
173;fail;1569;3187;496;233;9002;251;40684;18169
174;fail;1724;1880;1083;332;2831;1251;3904;12865
175;fail;604;1409;74;3701;8231;3450;2994;65156
176;fail;330;2756;5434;633;3892;2219;17243;fail
177;fail;7169;1155;930;93;395;1242;1333;fail
178;fail;1806;5463;2480;1690;1132;8182;15740;25280
179;fail;3603;6666;1142;2870;679;6016;2237;35325
180;fail;947;1499;7165;4448;325;10637;64147;7534
181;fail;3470;528;2382;765;632;1975;1486;fail
182;fail;2356;2221;6955;282;670;16474;fail;fail
183;fail;4817;129;107;766;324;3610;3787;50846
184;fail;1104;9583;409;2431;2024;994;4160;17122
185;fail;4421;3879;1720;920;219;2624;21133;fail
186;fail;7565;455;1548;1695;2667;1378;14280;17585
187;fail;1822;344;172;3820;4052;212;1322;fail
188;fail;1738;787;1701;6648;1225;3592;21400;14262
189;fail;2910;874;1191;2540;1855;1653;57283;54405
190;fail;6807;4560;815;366;1116;18563;fail;51558
191;fail;8561;2475;1035;228;2434;3096;17749;11236
192;fail;1548;849;3165;2082;1294;3785;15021;22383
193;fail;460;4289;1248;6270;604;5904;40936;fail
194;fail;293;400;2278;1802;594;2999;8562;2445
195;fail;996;2666;2689;962;4198;12160;6161;fail
196;fail;1687;839;3772;155;1344;229;11637;4709
197;fail;2906;9403;1174;7975;2897;4876;fail;19682
198;fail;1493;4221;759;228;1799;4386;15283;3743
199;fail;9046;3170;76;793;15839;4139;8164;fail
200;fail;3570;625;1899;570;2145;1005;319;3026
201;fail;6116;309;91;4284;2059;3421;3055;3105
202;fail;1100;6780;1201;831;3850;1221;7795;fail
203;fail;1007;2943;1866;3092;1215;2530;5168;21267
204;fail;2217;1718;2460;1075;285;5868;151;9288
205;fail;1572;13744;1556;1714;878;9154;14641;4209
206;fail;6093;2114;1257;878;2479;3791;347;9300
207;fail;4365;1035;1486;3881;6769;4189;30933;57916
208;fail;2735;2258;1306;1704;1035;13520;4846;4850
209;fail;6828;885;6171;2189;5681;11216;6843;33199
210;fail;648;3310;9516;1905;1594;3164;147;fail
211;fail;1795;1438;2266;7045;722;1057;5413;25493
212;fail;1844;2035;4526;1803;2032;2975;fail;15609
213;fail;458;3237;220;1031;4636;2905;20884;25379
214;fail;8335;1411;838;2213;594;4170;44945;11601
215;fail;5023;1785;2962;568;630;4483;fail;12433
216;fail;1560;1033;3140;875;135;17067;14489;63520
217;fail;4557;2012;2010;704;8191;1946;1839;44045
218;fail;408;451;343;1652;891;11424;14069;26334
219;fail;1519;1071;440;624;2264;743;38274;16910
220;fail;5633;1882;8486;1081;1506;1294;16420;58263
221;fail;1088;458;901;5177;1463;3782;9775;43110
222;fail;2480;1329;666;2830;486;1210;3372;38191
223;fail;6143;2179;1917;674;7447;3790;10064;55349
224;fail;800;615;937;5522;7143;3248;985;48515
225;fail;2644;768;3765;2828;475;8051;40018;2081
226;fail;3202;800;705;1739;945;772;3541;4960
227;fail;3512;582;2123;5621;641;1903;17704;1592
228;fail;14899;1163;77;3780;3519;2716;27599;18589
229;fail;691;1768;4514;352;1864;5833;3681;44997
230;fail;5627;655;652;487;2437;7008;22879;15938
231;fail;11301;391;873;354;3361;3928;68637;12261
232;fail;3079;2650;2242;458;2571;1054;15261;44777
233;fail;328;1400;632;3317;4521;3692;10093;fail
234;fail;857;945;162;566;929;6454;50310;23702
235;fail;2556;4634;2909;611;3690;10316;48392;fail
236;fail;736;543;767;1961;241;988;6367;fail
237;fail;825;3383;8651;2202;6762;671;9563;15223
238;fail;1546;1773;572;527;719;5371;6057;fail
239;fail;487;1006;1777;842;1588;1656;15142;fail
240;fail;1016;2234;1613;843;3223;2663;8120;39188
241;fail;2171;2616;4479;4990;2112;26175;8483;41040
242;fail;1885;3131;2252;2812;2386;7948;11443;30207
243;fail;5208;1002;1568;470;6127;3821;fail;fail
244;fail;5089;3678;639;2586;1821;3410;65708;fail
245;fail;5913;2778;621;670;757;7404;38140;7371
246;fail;667;617;1030;747;3657;13922;59679;27995
247;fail;1135;4035;2411;4908;217;9327;18310;fail
248;fail;1770;797;1051;2309;2438;5349;7073;9660
249;fail;1508;1502;827;1997;453;2079;24919;46685
250;fail;952;2782;142;119;3027;8644;4107;10989
251;fail;2357;6581;4049;2267;7011;623;510;fail
252;fail;981;1359;669;8594;6311;3012;7831;67336
253;fail;11943;1558;7742;446;1647;15062;1611;8523
254;fail;812;2149;710;1255;4553;7395;64808;39221
255;fail;195;1029;1312;1218;331;307;58753;29866
256;fail;5661;1929;2438;1368;538;1646;20923;34632
257;fail;4835;804;1231;798;3676;9768;3198;fail
258;fail;2461;1271;449;157;421;1396;58725;12189
259;fail;2581;679;1427;325;66;4153;55086;19903
260;fail;1881;8178;494;251;670;987;3850;46319
261;fail;2922;4298;231;1914;2946;3902;3899;51950
262;fail;5959;4749;1292;632;955;2801;53323;19907
263;fail;11448;762;722;421;11469;2485;19310;16682
264;fail;586;1115;1101;8042;879;2287;20489;12459
265;fail;349;1503;1896;9933;578;1523;53155;4310
266;fail;8410;931;8079;1722;1080;985;14155;486
267;fail;2750;1031;4203;3276;322;4648;8312;fail
268;fail;1004;1629;1578;299;181;1081;1674;21372
269;fail;3627;1722;1595;3073;472;16236;13525;fail
270;fail;16062;10801;1739;3446;138;1464;3959;4417
271;fail;879;4995;1070;651;2936;3968;8078;16597
272;fail;790;1042;742;213;549;4925;5968;9840
273;fail;1759;1217;619;1947;997;7660;35555;66007
274;fail;1552;5966;2024;853;3807;6875;43703;53158
275;fail;9752;638;1458;6750;3320;8558;28057;9241
276;fail;2864;1153;986;541;212;3154;31163;fail
277;fail;9069;5079;316;706;5641;1806;3830;27721
278;fail;2348;2345;2663;1231;131;1223;fail;8961
279;fail;1697;1097;2045;4439;2687;27850;6059;2922
280;fail;306;424;1042;918;1205;7674;1198;31215
281;fail;2520;432;1148;656;396;8693;21102;1232
282;fail;15954;3276;1461;613;3804;4172;fail;fail
283;fail;3338;1662;5197;739;749;645;46084;7920
284;fail;1564;289;1511;5169;3653;1169;3695;fail
285;fail;698;95;756;1782;4887;7446;9304;13710
286;fail;2811;136;9650;416;7579;643;27652;fail
287;fail;4804;471;175;548;593;10013;5563;32672
288;fail;814;964;631;1506;7091;1770;20853;fail
289;fail;789;667;2594;169;729;5306;49398;53898
290;fail;2616;8796;1389;1278;1159;6435;11760;20374
291;fail;8493;746;1260;2146;402;10536;1873;12171
292;fail;3563;4102;3617;5347;5399;1040;51232;fail
293;fail;1322;395;692;727;276;4316;274;21244
294;fail;1236;1933;1115;360;1036;2609;22329;3889
295;fail;3372;4785;3466;2546;1381;6928;677;43639
296;fail;2709;5008;4890;843;890;217;11314;18782
297;fail;2350;141;642;432;708;1513;fail;29365
298;fail;922;1052;133;324;850;968;58863;46898
299;fail;8858;1050;327;1261;280;1440;23175;10860
300;fail;4702;6790;1191;1188;4739;17659;50334;19120
301;fail;199;265;4925;6426;4375;13680;33915;fail
302;fail;1424;2653;2588;4755;8034;4625;520;32387
303;fail;1947;242;3209;287;1756;4111;34943;4072
304;fail;2964;1497;2344;3125;1409;4118;8769;6246
305;fail;337;1476;574;896;5610;1237;5723;16444
306;fail;1764;2432;812;15;2557;4269;5263;fail
307;fail;557;4800;1740;555;2935;4475;fail;17346
308;fail;6823;2827;808;759;173;2554;2054;11920
309;fail;3355;4514;2958;1425;3067;728;44770;55972
310;fail;1296;582;8670;3129;489;1841;26100;fail
311;fail;841;11229;829;2975;923;3425;1798;15156
312;fail;899;1544;2919;320;1659;20183;11501;36206
313;fail;884;4017;1706;2338;789;285;8542;7290
314;fail;2298;845;1596;178;1724;757;519;4430
315;fail;1114;432;3319;674;345;1067;12049;22074
316;fail;722;642;715;343;174;12469;23380;54247
317;fail;3501;2625;797;141;654;1213;12944;25735
318;fail;434;403;668;2455;2610;1133;699;fail
319;fail;3655;381;3735;1349;378;4097;7505;4125
320;fail;2480;2702;2889;7350;3558;6865;10041;9589
321;fail;5468;3057;3069;2050;222;3534;fail;56901
322;fail;572;3112;6194;1611;1961;1544;322;39862
323;fail;3541;623;5804;2096;463;2960;12966;12895
324;fail;3505;1787;1049;3675;233;3047;37435;33256
325;fail;5665;1947;312;1802;247;2990;3232;692
326;fail;672;1666;573;536;133;3581;25180;42746
327;fail;7182;1829;3440;10669;643;20912;33429;21114
328;fail;2792;369;863;3228;4055;2187;226;fail
329;fail;3948;162;767;390;1616;6485;31113;7080
330;fail;4554;4077;9095;927;298;6325;26891;1889
331;fail;779;1946;226;343;1496;96;27985;fail
332;fail;3187;3370;4723;1196;649;10459;58765;21397
333;fail;2328;6591;2334;1240;565;692;6546;31504
334;fail;536;276;793;629;3679;2409;17128;34753
335;fail;2056;427;667;79;536;1631;8512;13869
336;fail;3034;892;2683;3155;3465;865;31982;41346
337;fail;7261;1860;628;383;3939;7172;25223;53956
338;fail;1934;455;3033;207;629;2748;12666;25070
339;fail;696;697;439;1596;472;1733;5033;19345
340;fail;735;308;3100;2493;354;335;8749;fail
341;fail;115;3005;1079;1409;1272;11554;4060;36282
342;fail;609;351;2561;504;628;5676;33135;39778
343;fail;522;922;1400;2800;252;10792;11765;32827
344;fail;1336;3756;1029;1360;205;1643;8853;1915
345;fail;1723;1077;1956;883;1139;376;28269;fail
346;fail;3896;3147;1338;591;1272;5531;8383;30959
347;fail;2693;1235;249;1765;632;915;21021;14073
348;fail;1390;974;5013;2898;1093;3545;14959;fail
349;fail;3162;6993;607;1425;2060;2387;13828;6794
350;fail;2876;1975;258;251;438;4708;fail;7336
351;fail;247;2601;1820;1952;1725;896;11411;24753
352;fail;3554;3217;4550;248;12786;2058;41578;61191
353;fail;6730;4462;576;793;3674;1824;fail;608
354;fail;311;165;2802;3240;1206;10416;54599;7461
355;fail;3288;2239;1023;651;1151;9777;28222;fail
356;fail;393;2143;2494;4960;1138;1410;24024;fail
357;fail;2166;1684;289;4817;2536;1851;16557;fail
358;fail;2189;5806;79;1433;222;2189;9;38674
359;fail;2210;9209;4896;824;286;3495;13391;64827
360;fail;2766;690;1875;1288;123;1066;6755;23766
361;fail;1623;283;837;376;5613;2132;11595;22450
362;fail;3273;1245;911;4665;499;876;33705;1050
363;fail;448;311;187;990;384;267;4253;fail
364;fail;286;69;751;243;2844;3226;30358;7991
365;fail;2544;1401;1113;1384;681;2561;10148;fail
366;fail;79;2436;4562;468;856;136;7110;42224
367;fail;653;486;4991;3999;483;1742;9028;45064
368;fail;492;1241;1915;2203;1134;56;6819;18243
369;fail;1713;275;1541;1367;6715;7006;27072;5367
370;fail;1029;653;811;2759;1729;2864;8716;19897
371;fail;4637;771;992;2125;2311;696;29952;60820
372;fail;2999;1386;2662;4480;282;1237;8766;fail
373;fail;446;5512;8930;1565;325;4779;21285;61392
374;fail;568;5680;873;692;15220;7973;44354;fail
375;fail;5534;1242;594;2974;1669;3211;17650;3828
376;fail;2911;3720;6478;5912;2384;7018;26756;46084
377;fail;6001;2392;794;3453;2540;15253;17325;14039
378;fail;1956;2761;382;2573;4048;2316;13260;38559
379;fail;127;3295;250;1054;6222;2051;12233;13348
380;fail;301;467;319;417;868;2759;14197;68765
381;fail;147;1672;1056;215;498;5225;10562;54434
382;fail;2494;1774;6593;413;322;1609;21287;18585
383;fail;1664;2492;1171;1249;523;9415;42547;5946
384;fail;2964;1001;3234;4079;582;6446;791;fail
385;fail;2815;487;356;1338;920;9774;6434;15467
386;fail;4721;692;979;3900;4572;2846;34311;fail
387;fail;2652;650;3251;689;3249;13004;38721;18106
388;fail;10392;462;246;436;737;2185;28433;23384
389;fail;1695;624;2734;2083;442;3892;1446;9722
390;fail;8369;5615;963;124;11816;660;2999;9736
391;fail;11148;6185;4151;939;1802;8720;600;22247
392;fail;1495;646;3630;3435;2889;2157;28989;28907
393;fail;974;557;1404;91;2192;1693;432;12815
394;fail;1435;382;2810;1338;2;2914;7214;49991
395;fail;6462;1096;3805;7975;3615;3918;29291;21729
396;fail;327;4340;3706;3469;2816;5343;17398;fail
397;fail;455;332;261;852;114;6051;39533;fail
398;fail;8310;967;585;1858;683;6336;10217;1166
399;fail;5936;4182;349;964;1854;2590;9617;fail
400;fail;755;459;3684;2618;90;19922;1820;18093
401;fail;11308;964;1015;4906;1893;3474;31726;15575
402;fail;594;1875;1225;2529;144;2017;12765;fail
403;fail;1638;642;1798;488;3424;4433;33026;35717
404;fail;439;1522;1402;253;442;617;fail;32857
405;fail;1298;8258;549;1439;1624;6856;fail;12241
406;fail;903;893;397;3059;3845;321;11939;20685
407;fail;1731;3003;663;422;2563;3808;4539;fail
408;fail;358;725;406;6413;733;4580;2718;35284
409;fail;928;679;914;294;120;615;56409;67806
410;fail;2016;5523;313;165;121;8632;32520;fail
411;fail;1015;934;937;405;1588;633;7132;56753
412;fail;2211;895;1064;1777;6084;899;27549;33317
413;fail;2080;5900;857;277;1944;152;17291;4492
414;fail;881;338;959;1373;789;4521;7518;fail
415;fail;2055;3691;377;295;2513;2119;1060;5513
416;fail;1541;2238;6580;1351;5768;10174;6118;31820
417;fail;934;2694;2175;1431;8437;380;786;16568
418;fail;5436;1732;335;1752;325;1432;9716;25063
419;fail;9086;416;1654;1280;3174;18952;16265;fail
420;fail;9422;2895;2096;5829;1328;4100;1336;fail
421;fail;1948;3739;1440;2802;1129;8808;6160;fail
422;fail;1396;1241;4144;336;6622;446;15665;fail
423;fail;1200;586;2693;2416;702;14085;15966;35756
424;fail;3747;7723;596;1161;2819;1891;19512;3317
425;fail;5586;1172;492;512;317;8672;24226;40500
426;fail;2727;7097;665;1644;186;8015;2913;8911
427;fail;420;2614;402;1734;980;8778;fail;fail
428;fail;1978;2342;508;3594;3600;2723;8292;fail
429;fail;1083;1423;766;1275;491;459;6678;16558
430;fail;1131;255;8332;1120;398;19635;20882;60160
431;fail;3198;285;195;2597;2371;12122;181;44441
432;fail;2131;2294;1858;1035;1119;6961;fail;6844
433;fail;2871;1430;463;377;1716;5081;30782;49041
434;fail;5004;382;2425;1165;1347;3251;16860;5169
435;fail;6582;1825;3484;1874;781;7868;65002;14207
436;fail;743;3545;4151;1456;790;17712;708;15143
437;fail;254;204;2270;3180;3817;3247;31419;fail
438;fail;5183;348;1175;288;921;5663;20128;fail
439;fail;7539;5018;3535;438;1143;629;14187;10517
440;fail;291;4924;6862;6177;1018;260;10185;fail
441;fail;422;4091;1639;228;6967;11864;32163;9890
442;fail;2198;885;902;887;287;518;5813;fail
443;fail;3415;1406;973;1213;3179;1412;29177;63934
444;fail;60;3172;10673;266;510;4959;5854;38591
445;fail;834;1199;2205;1235;406;4615;35597;fail
446;fail;1810;375;399;1718;1006;4056;26293;13580
447;fail;1859;449;226;818;429;5420;20272;56749
448;fail;1094;5475;2697;1159;223;4466;27499;57560
449;fail;1028;4674;912;1101;1031;1985;41769;12907
450;fail;1066;1047;1126;3488;1418;722;23936;15071
451;fail;2723;3754;1020;2017;2844;4184;9745;fail
452;fail;2390;2066;891;1350;276;2932;2537;35493
453;fail;12983;874;884;2760;4;5817;1129;948
454;fail;469;454;1843;3568;1522;140;18087;fail
455;fail;1785;2476;324;500;1227;3329;13469;22381
456;fail;293;2186;760;1552;883;15499;1315;26055
457;fail;1535;1043;344;256;191;8087;6188;fail
458;fail;2836;465;710;3027;1808;5430;26761;27543
459;fail;3043;978;607;308;2774;869;11857;50718
460;fail;1334;885;657;299;840;1392;8204;940
461;fail;1987;3621;1075;3243;4445;4313;39450;39948
462;fail;1557;655;7568;325;478;1555;19986;17704
463;fail;1189;1928;452;294;80;1712;6508;12680
464;fail;3379;3586;1749;2245;720;1153;fail;fail
465;fail;604;3367;1436;293;1506;8185;22883;12643
466;fail;886;259;1085;333;2931;1843;13996;28080
467;fail;1485;571;2973;2957;2114;2764;fail;33781
468;fail;959;266;522;1443;138;1017;6974;38393
469;fail;2865;804;495;2926;1820;21722;62813;31822
470;fail;7949;5248;1643;366;2012;3565;34860;33419
471;fail;4032;392;514;5609;1083;7715;2404;23790
472;fail;1811;954;313;1211;88;8208;22904;1718
473;fail;4521;2012;1841;2923;342;2102;11109;14959
474;fail;351;4407;486;629;668;2597;fail;10178
475;fail;1841;103;5453;1595;907;4573;27031;fail
476;fail;17494;3007;635;389;121;10642;14128;fail
477;fail;1199;218;1776;974;1811;3622;4001;24080
478;fail;3051;3957;213;528;363;262;11716;997
479;fail;4458;498;528;501;378;805;3244;7401
480;fail;4971;3319;543;1229;940;3129;1505;15451
481;fail;3540;223;365;492;1249;2556;34736;17797
482;fail;1196;5196;702;1001;3973;6981;24162;17264
483;fail;12489;140;533;4486;776;567;15231;fail
484;fail;1486;358;2973;937;715;230;1691;14715
485;fail;8015;606;3480;873;232;7253;58229;28578
486;fail;654;3070;4944;798;616;1975;14328;12303
487;fail;1394;1918;383;3893;2417;8614;15933;1152
488;fail;1030;634;6867;2708;1673;5717;29225;8776
489;fail;3836;1593;487;642;2211;401;17584;fail
490;fail;1062;722;1618;308;1030;362;2499;10162
491;fail;5146;647;333;578;453;8165;9804;11523
492;fail;1234;145;2256;490;498;11118;2703;9313
493;fail;1807;481;1719;1394;1346;185;6510;11640
494;fail;4194;3261;1300;1591;3327;1914;1197;37492
495;fail;1524;6440;420;192;1452;2128;2086;36562
496;fail;506;2153;1035;2985;811;9008;fail;15945
497;fail;2915;7048;2156;177;6655;945;35504;5305
498;fail;3507;622;1414;645;1020;688;8333;30958
499;fail;309;1258;678;119;9993;2655;9931;fail
500;fail;1211;1414;4277;737;645;8425;3569;10820
501;fail;5479;600;3450;2014;3666;403;7331;fail
502;fail;8140;1950;1300;427;1121;4872;35801;31464
503;fail;2075;3907;2214;547;1489;1165;8769;fail
504;fail;1100;3516;107;2187;154;14910;6911;39355
505;fail;13523;4532;366;2843;1896;3884;25924;19297
506;fail;1798;1605;498;1171;575;8437;19283;37580
507;fail;5175;2207;725;705;176;5742;22678;33303
508;fail;4493;89;3763;5520;2387;31590;19147;4984
509;fail;1040;3075;522;802;260;425;7430;11884
510;fail;2135;564;1356;2775;404;239;30898;18590
511;fail;642;729;295;2675;2541;1154;5544;3908
512;fail;699;2079;3070;1625;4047;1104;11132;12284
513;fail;736;864;9883;636;190;7298;fail;14139
514;fail;3615;1703;467;2267;315;3720;25677;30071
515;fail;906;784;275;1778;1092;184;892;fail
516;fail;4772;4241;717;1754;315;7111;63840;4426
517;fail;954;776;3211;5200;1908;10942;8615;9409
518;fail;6978;3109;851;1516;1181;14589;32426;42784
519;fail;1262;1118;366;994;941;1466;64130;37865
520;fail;122;9737;1290;1892;4066;8470;33466;63549
521;fail;2249;1924;4940;232;3346;3901;159;31345
522;fail;819;3082;3536;477;2802;4298;9256;46342
