;EA;EA2;EA3;EA4;EA5;EA10;EA50;EA100
4288;66;443;1540;0;1824;41;279;38
4289;17299;159;38;43;742;28;24;14
4290;89;7321;1144;466;24;113;26;283
4291;2;941;1038;3;794;139;13;90
4292;79;20;1009;1767;484;7;75;23
4293;33;89;668;42;40;20;525;47
4294;20;2744;7;3750;84;569;62;40
4295;305;209;79;187;2078;1319;23;56
4296;183;1383;29;34;63;5;84;52
4297;379;260;404;68;240;29;46;133
4298;30;3743;15;214;23;2026;50;6
4299;486;55;28;1202;141;34;51;110
4300;65;105;361;521;71;1165;44;119
4301;217;21;5625;5053;19;0;52;63
4302;1315;21;21;8;65;73;97;124
4303;48;142;5561;34;4;3;24;7
4304;9542;64;46;297;1743;89;104;153
4305;fail;114;1314;13;3690;7;34;72
4306;225;55;1217;27;984;16;24;15
4307;10896;113;123;47;72;37;27;213
4308;12297;118;2813;228;1074;2017;9;110
4309;16010;89;137;37;1922;2;146;38
4310;10356;612;1758;34;23;36;24;16
4311;4426;12;18;2428;708;1533;151;20
4312;11849;3384;16;52;37;99;35;22
4313;75;4655;737;3255;369;571;142;145
4314;445;8;68;963;3105;530;19;17
4315;21;13012;63;27;13;391;9;64
4316;3457;165;88;66;13;4;240;51
4317;6;32;111;41;2609;25;38;20
4318;69;76;35;27;53;2322;20;55
4319;5405;69;4957;2788;18;63;22;464
4320;0;151;128;1263;44;27;147;42
4321;139;7;57;209;130;946;19;18
4322;84;18;90;144;3180;33;4;33
4323;2638;42;3840;127;94;33;24;73
4324;341;99;30;1566;547;50;12;36
4325;305;31;28;102;1371;34;24;39
4326;38;73;72;3631;72;1010;285;191
4327;142;92;479;1419;1259;270;23;185
4328;8344;64;199;695;38;101;38;32
4329;89;3663;63;30;728;920;296;113
4330;1686;39;68;20;1920;11;252;57
4331;115;7;42;26;62;31;76;14
4332;2852;78;6;100;66;24;40;26
4333;56;3439;54;11;160;573;65;195
4334;11590;193;12;7;136;1346;13;330
4335;4002;29;73;391;80;433;148;100
4336;13383;3103;57;1945;24;17;15;23
4337;85;2811;837;3730;3194;28;78;55
4338;19;369;1691;3981;74;98;199;30
4339;340;50;418;1370;1527;30;32;132
4340;104;2367;2019;55;12;49;23;75
4341;2237;121;67;3;110;26;61;13
4342;102;61;1648;5123;878;257;80;57
4343;193;59;2422;81;45;668;17;8
4344;7112;52;1396;6920;54;350;27;72
4345;2832;181;137;80;97;17;217;10
4346;10210;18;4153;1188;27;56;69;5
4347;8347;520;2756;2356;5286;34;2;173
4348;267;0;30;1309;541;715;45;102
4349;33;650;4431;6;392;31;16;20
4350;212;79;112;1918;33;2378;28;30
4351;8113;2254;6174;17;99;124;216;9
4352;70;906;521;2856;60;24;38;52
4353;12763;2242;114;18;1364;2408;15;22
4354;95;916;13;3777;720;24;42;102
4355;4093;127;948;152;73;49;25;71
4356;2064;27;4189;16;528;18;9;21
4357;10907;20;2573;13;758;901;261;26
4358;96;fail;53;1373;17;82;6;299
4359;91;579;2491;82;197;42;30;29
4360;110;803;2736;762;830;43;100;267
4361;104;4391;131;72;2560;1218;335;16
4362;11973;132;153;386;20;945;233;5
4363;106;1178;84;751;31;79;326;162
4364;16;112;2246;2301;88;397;270;87
4365;186;52;160;295;18;19;57;54
4366;789;1073;184;1203;3886;306;14;203
4367;11642;45;0;46;11;48;90;242
4368;9731;65;5963;59;71;1307;355;156
4369;6926;168;3253;1698;1911;773;30;35
4370;9219;76;29;15;2804;231;57;66
4371;8362;16;3167;6321;1385;836;8;32
4372;91;35;33;503;5832;343;173;64
4373;1396;2161;7389;116;63;507;23;25
4374;1305;284;2801;35;848;497;29;213
4375;114;2198;2738;2121;128;388;141;58
4376;fail;159;22;54;60;31;49;134
4377;18;41;62;67;6;24;24;9
4378;318;95;70;59;43;9;31;27
4379;201;7;104;74;80;27;14;18
4380;44;42;83;6;3;59;135;40
4381;6141;76;2905;9;47;36;40;17
4382;106;7486;3058;46;388;10;48;38
4383;15509;2381;862;807;378;2;102;124
4384;169;100;26;2460;57;34;66;15
4385;153;18;2361;135;14;1;115;23
4386;350;145;4428;3658;105;36;114;105
4387;4241;1040;60;2070;346;36;150;255
4388;49;88;3518;115;92;126;28;66
4389;67;3261;3721;592;28;1287;28;33
4390;1696;1193;40;78;487;593;327;12
4391;fail;42;1650;45;523;35;26;30
4392;178;898;24;59;851;58;44;3
4393;330;310;34;83;1075;82;98;77
4394;41;9;964;34;79;50;31;118
4395;119;4058;3598;175;7;42;35;245
4396;12570;60;2590;126;91;25;46;60
4397;14319;88;164;15;3351;36;28;204
4398;473;97;20;0;249;963;71;36
4399;34;233;1276;77;1115;240;20;82
4400;65;243;35;9;4017;108;97;32
4401;65;121;16;19;70;469;29;31
4402;350;26;30;4;52;75;124;71
4403;1848;2607;105;56;1324;896;379;56
4404;6382;4090;6227;3061;147;17;37;40
4405;416;5813;24;45;155;488;12;87
4406;8836;378;37;3374;50;1687;187;110
4407;175;4646;4541;33;63;472;84;84
4408;535;4694;171;72;57;62;25;165
4409;7414;16;161;1228;792;94;65;42
4410;5304;4728;171;147;27;274;44;58
4411;fail;2251;508;2153;688;55;22;7
4412;541;0;682;19;25;2109;63;215
4413;fail;764;164;4775;40;573;5;91
4414;fail;55;52;1975;847;116;34;25
4415;9450;86;5;479;43;57;393;16
4416;9593;68;4221;116;966;189;32;0
4417;9178;2789;482;123;55;210;38;32
4418;1075;17;264;68;41;1250;24;15
4419;238;303;75;2234;87;1;10;13
4420;7;14;2628;6232;461;73;37;68
4421;fail;1641;2632;41;2617;2413;155;31
4422;9930;10432;15;31;16;586;56;256
4423;70;65;105;610;847;45;35;6
4424;2254;16;9676;977;4907;768;135;29
4425;10986;3427;20;2;4117;1577;99;129
4426;16894;2717;72;91;1323;307;479;41
4427;13;88;2736;19;85;63;311;91
4428;12053;293;1512;358;1134;73;693;25
4429;5529;55;15;845;917;558;152;24
4430;35;116;94;67;39;351;20;15
4431;65;38;3430;1063;38;118;17;20
4432;139;29;199;36;1932;479;21;166
4433;4533;10111;3634;2349;44;24;27;92
4434;28;60;16;3182;415;12;352;9
4435;147;26;47;4918;28;66;64;56
4436;97;867;3041;5388;2584;278;94;20
4437;3778;2256;21;15;66;70;116;48
4438;17014;185;1057;72;647;172;26;15
4439;7656;261;2890;2394;19;198;416;18
4440;77;61;5564;6;70;62;84;19
4441;59;3447;1176;4266;52;8;146;45
4442;2996;1852;67;333;3;39;17;147
4443;4174;8870;5;162;94;474;15;80
4444;182;68;111;321;1762;296;547;38
4445;7890;115;55;175;137;837;138;233
4446;20;61;31;27;2027;273;24;19
4447;6052;30;102;62;3;549;105;50
4448;5615;55;6071;29;472;53;2;23
4449;16822;7419;14;775;106;26;50;60
4450;7;80;820;1598;52;18;29;328
4451;331;9382;19;1;116;1084;69;51
4452;72;74;36;4872;1760;6;50;33
4453;10271;50;44;100;247;587;123;41
4454;5459;10342;105;75;1989;24;130;32
4455;fail;130;120;137;566;210;23;25
4456;4232;111;59;67;26;11;65;28
4457;114;0;139;2735;18;17;79;131
4458;13181;2143;7919;29;48;901;137;39
4459;158;228;29;934;402;662;39;31
4460;6872;107;29;89;567;75;458;15
4461;32;1193;117;2924;1038;1423;45;222
4462;10876;13239;3152;50;148;5;89;71
4463;11912;24;2655;2593;119;59;306;56
4464;15460;127;71;3331;60;29;5;50
4465;12822;4420;4846;641;43;392;524;57
4466;1113;7027;50;348;33;25;139;10
4467;347;4098;179;40;100;1704;16;75
4468;2246;339;53;48;2461;53;43;59
4469;105;4013;2295;471;2;172;23;82
4470;615;39;6;1696;122;4;55;22
4471;5891;1421;98;167;6189;50;31;24
4472;12;2724;126;189;1304;21;86;69
4473;77;88;77;3;56;1850;338;3
4474;2355;140;1160;3459;21;30;123;113
4475;5657;122;1274;75;54;694;627;209
4476;3038;44;2092;430;908;44;230;341
4477;6292;2513;152;1535;1369;804;119;32
4478;6501;4878;2128;3643;68;357;37;12
4479;141;1308;3067;49;116;30;66;58
4480;2277;1521;145;6;129;5;52;179
4481;14673;108;65;25;1918;395;16;19
4482;18912;39;61;597;4886;1054;40;17
4483;2817;21;114;957;121;1000;53;11
4484;138;44;201;8;29;617;69;23
4485;131;3;2949;824;3815;924;109;70
4486;54;65;69;118;53;2010;90;40
4487;148;7474;1559;2016;99;343;155;108
4488;167;144;68;2259;2134;48;242;29
4489;16110;7481;1406;26;880;29;62;4
4490;108;7;2090;723;764;286;161;40
4491;5845;1362;8;35;301;512;86;59
4492;4406;38;7862;2339;2;5;24;14
4493;173;61;127;700;35;1252;322;10
4494;12215;107;187;18;7;19;44;19
4495;0;5474;852;82;757;257;34;72
4496;13768;1281;10378;54;42;714;30;65
4497;213;76;65;47;1118;1380;7;290
4498;1338;61;1117;500;38;251;7;12
4499;206;48;3542;3323;96;592;23;42
4500;23;26;56;67;36;167;441;33
4501;415;17;4136;3082;357;1110;22;35
4502;941;5855;6064;26;32;1208;53;99
4503;371;14;1507;2176;1508;570;59;36
4504;28;10478;953;78;48;250;128;15
4505;96;1718;2478;7;504;38;82;104
4506;227;2026;2;923;13;43;400;28
4507;3732;5468;4333;2102;1805;84;151;92
4508;13;1;164;1761;13;34;34;305
4509;1988;1261;1872;641;5946;32;44;117
4510;64;2308;3644;19;18;2340;29;47
4511;7429;956;1540;1151;868;1194;17;44
4512;5026;2847;70;66;592;12;71;25
4513;124;52;2635;755;22;9;619;12
4514;117;4524;11;40;3161;953;58;69
4515;36;104;78;3332;8;19;40;24
4516;2065;2709;51;303;70;23;27;184
4517;7115;115;4;2013;626;53;38;93
4518;11613;286;88;508;1377;63;72;21
4519;167;219;1230;68;59;583;72;297
4520;12;1431;27;17;4855;93;8;55
4521;139;76;1328;1006;877;2249;19;25
4522;178;5198;35;1442;729;54;69;27
4523;87;31;1646;1790;952;93;246;63
4524;47;23;5859;6286;107;42;19;57
4525;70;200;3117;4182;127;268;312;96
4526;211;63;752;114;275;57;18;121
4527;131;137;81;65;1789;1518;17;7
4528;4629;2112;2847;4292;1639;42;114;132
4529;230;1003;1883;62;97;82;30;111
4530;465;361;980;86;386;3;217;43
4531;160;34;2285;707;78;59;33;24
4532;90;15;77;64;26;107;15;15
4533;6740;95;136;642;35;323;19;70
4534;193;193;155;1219;1825;7;28;35
4535;50;177;917;20;2438;60;59;16
4536;118;71;652;25;85;244;275;18
4537;174;167;2637;76;44;557;110;272
4538;71;59;0;2477;2101;151;46;154
4539;5781;2606;52;120;50;63;112;267
4540;93;145;673;3708;60;27;197;29
4541;8450;74;737;1052;4366;1449;60;145
4542;60;11724;470;20;20;39;135;320
4543;125;102;159;92;112;64;15;81
4544;7183;3547;115;517;2481;15;56;16
4545;284;973;4116;142;74;25;34;15
4546;252;7860;51;115;507;238;76;39
4547;2070;3532;2796;3855;2383;94;30;61
4548;12377;4537;20;36;39;871;234;52
4549;0;56;4285;1683;1208;1558;26;229
4550;26;82;19;4;1431;48;123;40
4551;14452;770;827;108;8;201;23;66
4552;9902;169;1140;102;875;4;45;34
4553;4953;309;28;7306;128;9;125;173
4554;5249;2788;2993;4;429;74;15;39
4555;91;9838;62;1719;68;54;86;22
4556;3573;5674;41;3565;785;381;145;239
4557;6846;57;fail;7208;4665;49;121;53
4558;78;92;342;102;48;30;58;12
4559;116;320;124;4195;13;6;77;59
4560;129;59;38;41;138;59;28;47
4561;94;848;134;68;781;76;392;22
4562;fail;421;3285;161;94;30;64;11
4563;10;1401;99;61;38;27;119;92
4564;5;1048;38;858;62;13;12;116
4565;61;174;205;3968;17;431;25;234
4566;22;8543;12;3;49;881;93;74
4567;1316;3310;95;130;40;38;267;69
4568;fail;25;43;96;181;280;20;37
4569;54;8;42;53;103;30;43;125
4570;6905;93;106;11;63;28;30;162
4571;209;113;39;25;39;934;426;15
4572;6276;95;1072;1840;7;1663;312;15
4573;63;88;97;1007;131;542;52;58
4574;2496;13;20;4320;99;25;11;27
4575;14542;11858;2516;3522;2855;1110;305;15
4576;11617;1739;55;79;80;53;20;15
4577;244;8109;4181;3094;70;6;41;147
4578;4721;2223;2355;192;53;46;34;23
4579;11923;39;3;2295;78;592;27;14
4580;148;97;2271;88;95;22;3;20
4581;4116;156;511;149;2143;155;192;77
4582;56;117;1689;114;1174;558;77;29
4583;1076;48;30;165;792;379;214;69
4584;281;104;2223;5189;3869;36;28;77
4585;1451;46;4246;45;198;422;48;100
4586;98;137;62;58;1312;70;9;62
4587;131;24;8425;18;2238;158;30;109
4588;2737;65;6040;91;867;9;12;18
4589;72;3696;8193;42;1012;24;27;48
4590;385;5693;126;33;681;2127;137;95
4591;373;140;1231;1016;154;3233;101;48
4592;240;140;45;85;1069;783;351;140
4593;4896;4267;27;24;59;440;26;230
4594;8253;4585;314;40;1336;13;41;55
4595;9340;1638;64;2773;19;29;163;12
4596;4043;104;3722;94;24;589;103;27
4597;4354;2147;4885;48;172;748;175;20
4598;11957;3134;1675;1994;2976;34;8;123
4599;226;72;69;22;79;144;244;49
4600;9;28;95;60;619;1052;45;18
4601;234;109;143;21;84;1590;43;45
4602;9;82;91;1487;99;42;29;204
4603;13022;154;87;1440;1510;46;386;26
4604;14400;1857;4223;14;83;45;402;107
4605;2449;4706;447;108;1209;1855;11;35
4606;136;6766;691;2654;1303;736;284;8
4607;8108;52;10;83;10;278;19;51
4608;83;1503;127;4407;7;25;28;46
4609;54;57;2939;404;1404;361;251;81
4610;2387;57;4121;1237;67;5;109;46
4611;272;144;3956;14;50;19;219;61
4612;76;560;3198;28;1086;1009;111;42
4613;127;13;32;1796;1389;37;162;9
4614;1978;13409;266;3296;2417;164;27;24
4615;2643;4453;34;1919;2507;255;121;149
4616;228;3955;6351;1454;30;267;16;112
4617;127;165;100;46;12;151;14;88
4618;218;52;2641;3433;841;39;35;58
4619;74;3334;28;11;13;984;54;12
4620;35;2109;33;116;41;4;76;43
4621;3638;80;11587;1519;570;20;9;79
4622;8200;175;14;53;41;0;131;11
4623;56;1958;4980;4397;92;1348;390;72
4624;269;85;72;673;1687;145;38;49
4625;172;49;56;617;49;241;37;9
4626;9982;64;633;2188;20;9;7;75
4627;5595;67;42;101;100;16;53;0
4628;42;118;3033;3828;63;1523;21;54
4629;28;1349;10507;503;2614;37;50;53
4630;32;61;25;5363;59;77;259;46
4631;180;882;40;2138;241;1786;23;36
4632;10602;214;345;27;4494;29;99;2
4633;39;53;928;1935;10;433;147;60
4634;4392;93;1324;541;5092;3;240;10
4635;14049;11864;2262;44;1449;18;249;79
4636;163;48;134;111;34;276;17;207
4637;1806;187;34;355;1686;474;60;39
4638;89;959;90;144;1102;128;29;23
4639;198;940;544;29;45;122;13;11
4640;3591;40;412;31;1937;51;18;62
4641;184;7;34;14;10;37;45;121
4642;16;221;72;44;68;397;56;144
4643;10685;76;7;1759;2415;917;68;35
4644;9938;87;4223;62;303;35;42;54
4645;1758;52;3198;4290;26;23;15;24
4646;66;54;9;517;737;20;57;7
4647;914;23;1453;48;23;718;25;9
4648;782;95;817;175;119;64;26;57
4649;32;103;399;90;3637;554;63;80
4650;11890;4430;3360;3231;1209;806;31;33
4651;51;136;1226;78;28;327;197;68
4652;6974;6;6;34;525;1289;125;79
4653;fail;34;780;2868;36;589;50;31
4654;6770;148;5850;14;62;2713;20;173
4655;4461;67;3676;642;1206;2344;45;44
4656;7478;16;3612;230;56;615;2;94
4657;4096;311;37;6376;33;801;40;206
4658;2350;156;14;45;1118;78;27;24
4659;7294;1814;311;13;1593;62;38;15
4660;442;1;17;302;44;64;46;17
4661;108;485;60;29;54;473;194;16
4662;2350;12;2363;84;13;3740;26;111
4663;8417;12132;825;2026;585;811;199;41
4664;221;7617;1372;32;2266;49;3;104
4665;2850;54;6548;14;4;59;178;77
4666;37;2028;140;4089;376;63;522;54
4667;2596;49;1727;164;1863;189;161;94
4668;fail;5204;2554;3895;34;695;25;6
4669;195;9438;83;1496;4098;28;252;63
4670;37;3025;1531;1846;272;907;81;7
4671;70;6258;6258;26;828;2805;73;52
4672;3935;1039;2020;44;91;70;82;74
4673;174;2481;3416;1683;41;36;29;138
4674;3307;671;35;1008;22;859;50;70
4675;2149;2379;1087;105;145;39;47;28
4676;11573;8690;7288;2665;103;1448;352;26
4677;2494;3303;3157;4962;82;28;30;29
4678;581;190;21;12;20;213;144;65
4679;8124;5246;227;1017;79;12;205;22
4680;2028;18;1524;97;2872;31;7;214
4681;174;79;89;1319;44;31;186;259
4682;2461;109;5346;187;6;871;26;20
4683;2559;27;131;51;2200;89;23;69
4684;14045;289;96;1652;602;1363;83;140
4685;6723;807;5944;520;4210;34;6;34
4686;1281;1630;69;31;61;769;22;159
4687;1368;61;7468;64;123;84;367;269
4688;11557;47;1355;2221;17;587;18;130
4689;9464;68;143;4004;25;198;266;167
4690;13143;25;1344;154;1435;480;185;57
4691;4212;2106;462;40;971;1942;76;29
4692;18086;3150;194;1392;620;49;43;25
4693;15079;10;68;1131;1364;30;29;64
4694;167;49;159;114;633;44;163;113
4695;4282;2974;230;23;3985;11;352;94
4696;159;10718;11;1557;49;488;16;42
4697;56;118;123;1241;636;721;85;8
4698;237;23;3115;15;459;260;26;245
4699;fail;5482;1799;41;470;102;53;145
4700;8314;7;3940;1998;268;51;49;54
4701;15450;142;4;2489;809;500;34;87
4702;15534;17;4589;1603;3503;697;112;32
4703;6390;4110;3823;2380;1361;951;25;78
4704;3565;144;1911;3260;34;860;62;20
4705;5178;201;87;106;1034;29;67;63
4706;12404;6028;905;62;392;1163;20;21
4707;1662;43;64;1919;3510;29;58;80
4708;5086;43;76;69;1802;95;230;25
4709;1817;98;173;3610;26;55;33;36
4710;8332;39;774;5788;50;225;45;37
4711;1310;120;1501;4330;71;70;22;6
4712;267;1017;4368;930;5;15;1;81
4713;1679;3503;4589;65;974;113;444;63
4714;112;3533;2276;92;145;1316;364;62
4715;128;47;8129;135;8;73;220;19
4716;10;186;7053;39;141;572;0;150
4717;187;108;443;833;69;1069;46;129
4718;13601;384;1422;2524;154;226;17;203
4719;4513;35;42;176;89;296;109;72
4720;111;45;493;3549;41;15;12;13
4721;1935;238;637;70;127;73;159;135
4722;2;4435;2497;132;83;1426;464;115
4723;133;131;252;51;41;77;69;78
4724;1068;134;113;52;457;407;12;13
4725;10539;20;6;1335;2;475;97;30
4726;44;2;2118;1771;412;35;29;17
4727;4641;11;83;8456;4;44;21;14
4728;281;2475;68;70;2109;2020;6;76
4729;18720;121;2270;2165;13;116;31;10
4730;10203;7523;46;66;56;3589;299;101
4731;5999;38;603;817;32;3;44;25
4732;165;70;32;2797;4;35;207;102
4733;2136;35;24;0;86;14;5;360
4734;49;25;2;1590;2678;1044;30;72
4735;16;3;10555;1095;9;1578;43;16
4736;3118;1;82;617;228;2146;115;114
4737;14820;66;43;2922;632;19;51;26
4738;112;145;684;66;939;61;32;55
4739;201;691;1485;65;255;95;196;23
4740;12479;517;36;1670;2866;27;41;84
4741;8859;7792;5217;52;203;42;34;10
4742;172;158;3054;78;3021;75;20;64
4743;9448;fail;2167;1325;1184;117;8;211
4744;7980;199;3264;106;791;1713;51;195
4745;19;1084;2953;47;2694;277;20;44
4746;73;4247;899;71;1672;513;63;86
4747;7480;27;77;1545;54;2017;37;293
4748;4112;49;148;738;998;65;13;25
4749;21;10087;72;49;87;195;27;35
4750;100;48;3064;6;375;360;141;48
4751;4196;2282;1331;63;1372;88;23;138
4752;20;6878;13;1565;4;29;11;0
4753;200;1873;7;61;2104;291;235;48
4754;7894;4462;2574;4452;1638;696;52;42
4755;129;4757;113;91;56;712;7;28
4756;223;11403;1490;1453;69;346;487;140
4757;21;2147;4479;56;53;45;56;31
4758;179;110;48;89;63;78;398;10
4759;185;74;2308;2593;90;35;206;25
4760;72;1;44;32;2629;923;31;181
4761;8270;731;45;2204;97;17;72;10
4762;10185;2888;3709;6853;190;575;31;95
4763;12276;5163;2057;51;42;749;229;30
4764;5516;5923;12;108;2027;324;17;27
4765;3228;28;21;612;33;1585;15;50
4766;93;3380;122;276;13;588;125;221
4767;497;6098;3137;17;3233;18;41;22
4768;3;90;13;71;9;49;4;169
4769;233;5889;11;3805;539;15;43;76
4770;1272;112;194;7261;2828;2;193;126
4771;3771;51;70;23;969;948;46;28
4772;54;36;111;31;1870;278;50;64
4773;22;8917;85;5419;45;897;48;71
4774;9939;71;1653;57;554;1471;8;174
4775;66;148;2052;3618;330;257;409;339
4776;365;4290;24;587;43;64;32;14
4777;1304;322;71;1089;382;14;172;11
4778;23;74;26;301;1279;32;20;30
4779;2738;117;105;4075;535;30;51;57
4780;77;35;36;5075;22;40;15;22
4781;2633;3;83;1549;3016;8;208;77
4782;186;2412;2917;68;86;1516;152;60
4783;12;2183;131;2220;20;1705;173;68
4784;970;85;27;128;26;4;57;32
4785;209;63;2919;99;1426;74;192;6
4786;6629;7920;2652;479;63;61;51;19
4787;63;7983;271;1513;79;26;16;12
4788;178;4422;133;3312;70;25;30;47
4789;74;9714;745;10946;7;751;533;116
4790;164;60;4703;143;47;1131;64;1
4791;12177;54;166;6647;52;399;27;37
4792;384;23;117;584;1910;342;17;55
4793;45;7555;2007;200;930;126;69;21
4794;8485;9792;2006;813;1068;4;44;20
4795;16234;4;12;1388;1763;719;317;7
4796;6561;171;112;297;1149;439;36;17
4797;97;66;3818;67;708;342;404;35
4798;164;152;52;762;61;1325;94;50
4799;7101;131;328;2195;18;16;245;32
4800;2664;3691;4892;294;44;26;29;14
4801;3748;5748;2066;1179;1223;1556;10;4
4802;114;11;132;460;570;69;9;91
4803;fail;fail;40;1555;72;54;296;79
4804;17428;93;3698;127;146;502;203;172
4805;66;944;4608;4761;1674;220;40;30
4806;8250;159;859;20;36;116;21;78
4807;64;113;1932;3304;88;27;67;94
4808;fail;2;130;29;67;95;56;15
4809;fail;3665;63;30;14;31;145;21
4810;2706;63;8827;2389;79;63;30;217
4811;2512;10471;30;966;50;0;21;48
4812;200;2360;3031;47;8625;992;270;39
4813;9489;4280;3147;4298;434;332;44;150
4814;336;4198;2611;36;193;42;35;14
4815;105;6760;111;122;2966;75;80;247
4816;8215;77;5780;2;30;26;2;102
4817;31;7;7951;26;49;47;51;24
4818;153;5072;64;1852;2796;6;3;39
4819;222;1616;38;875;84;28;5;45
4820;5745;4837;10;33;113;18;33;82
4821;138;11;3874;1044;505;21;43;131
4822;80;99;82;38;21;255;16;60
4823;1316;59;2182;1651;2603;848;20;4
4824;1988;17;3047;128;1;2249;328;1
4825;5602;62;77;1006;2800;46;179;149
4826;119;174;127;1780;29;1096;33;64
4827;84;190;41;26;87;348;30;25
4828;116;5330;1236;5355;312;85;423;48
4829;27;8066;130;2146;1082;1579;43;57
4830;1073;1084;4610;1175;49;586;12;66
4831;fail;12;2664;10;60;19;42;45
4832;105;162;2866;282;1475;960;24;157
4833;31;74;27;3324;4818;764;322;14
4834;71;35;3874;403;450;1621;33;6
4835;71;15;8213;586;58;31;43;50
4836;7022;2791;923;541;5123;5;53;27
4837;242;11481;88;1375;1265;133;48;13
4838;159;1399;2154;5331;841;47;25;85
4839;2;10;1032;88;4988;3204;198;130
4840;25;604;4494;34;34;1615;62;87
4841;140;37;37;95;25;488;113;26
4842;319;191;10484;48;55;255;133;20
4843;2138;575;151;1;64;193;10;16
4844;78;5;1263;3636;1686;504;15;4
4845;1913;1806;120;18;2439;29;657;34
4846;155;113;16;1546;71;1285;19;13
4847;130;2404;350;1907;76;48;45;36
4848;101;170;3046;962;73;27;45;7
4849;2715;4384;95;3691;19;2695;26;38
4850;6192;20;1881;17;1389;7;220;66
4851;49;138;50;6028;1406;66;195;119
4852;64;88;2043;76;1310;30;17;0
4853;282;1838;1205;41;43;19;23;13
4854;14079;6303;2;575;38;710;347;147
4855;301;207;49;10;26;14;55;229
4856;19042;8557;95;8;23;605;177;40
4857;35;133;118;13;905;255;28;55
4858;101;7134;92;4003;84;22;28;19
4859;129;465;1725;135;25;152;20;20
4860;6070;49;2858;106;1776;729;16;230
4861;6152;116;98;1436;2647;895;28;50
4862;129;46;196;370;3;69;24;173
4863;3463;146;81;79;972;96;22;103
4864;5221;202;3129;66;23;14;40;50
4865;201;69;204;1217;1923;108;513;27
4866;1047;58;38;1644;71;1330;26;20
4867;29;140;15;48;1040;21;24;82
4868;328;138;3;1072;64;67;119;31
4869;5890;27;65;4258;928;761;99;22
4870;3684;62;1030;76;64;1033;456;147
4871;8815;3068;18;20;80;76;128;161
4872;3289;7;18;380;66;410;41;140
4873;3510;67;2443;57;21;27;435;24
4874;1240;16;4823;44;37;223;224;143
4875;56;100;26;36;266;54;496;172
4876;119;6545;7108;233;2222;1336;158;5
4877;6717;757;1210;2230;1;1178;332;41
4878;11028;86;138;1896;808;17;86;83
4879;1247;47;57;660;133;1798;17;18
4880;56;15;77;1113;572;728;63;65
4881;2037;10;4981;1015;2006;251;209;108
4882;3868;5039;156;3189;817;951;28;75
4883;11396;5381;33;70;41;1565;24;80
4884;201;51;2;44;1560;32;391;7
4885;6934;10544;7015;178;16;1951;91;114
4886;57;131;203;1746;3770;105;166;174
4887;102;5441;139;74;38;18;50;32
4888;55;4492;1518;6;2831;53;61;3
4889;7233;2083;5034;1191;28;205;18;170
4890;232;88;2848;46;1553;312;109;56
4891;2247;1667;4367;2651;25;1497;4;24
4892;5333;17;52;3021;1650;1;21;38
4893;236;84;1770;688;112;2357;12;20
4894;655;1157;55;3720;21;41;67;68
4895;407;4212;78;677;4217;23;362;48
4896;266;76;1313;46;39;994;78;25
4897;17642;99;5772;41;77;23;17;96
4898;12372;2184;40;5802;874;468;18;84
4899;11906;78;2283;305;17;124;6;49
4900;2676;fail;39;39;667;4;85;44
4901;210;61;536;57;1393;1400;152;29
4902;3248;8325;0;0;8;102;127;42
4903;23;60;92;57;24;847;409;27
4904;fail;9;1152;52;4814;327;255;27
4905;155;16;35;43;42;51;14;27
4906;95;51;50;1507;83;92;23;28
4907;65;291;86;0;2203;65;13;42
4908;264;9743;116;54;634;18;454;130
4909;15443;11;103;3123;8;57;41;49
4910;4718;72;61;1867;65;13;7;71
4911;173;144;8;709;56;9;11;51
4912;30;141;101;32;919;124;27;12
4913;4001;4;83;337;167;869;218;120
4914;123;76;1;183;21;285;11;199
4915;15;1675;41;1115;55;2128;37;18
4916;956;6461;1133;76;107;40;12;35
4917;76;2;1860;106;761;5;14;25
4918;29;8031;1627;7286;3;1070;183;116
4919;102;123;2801;144;555;110;30;25
4920;33;159;33;9;1512;14;54;37
4921;61;4990;4734;1353;2625;1114;77;88
4922;278;3067;1644;1927;21;1514;27;38
4923;277;373;1017;59;61;9;29;162
4924;411;16;105;1331;1603;24;88;223
4925;3220;3737;572;2736;2820;192;112;16
4926;25;115;1343;36;318;86;559;22
4927;11978;23;110;69;14;52;301;66
4928;147;936;63;45;2243;75;10;27
4929;fail;18;31;21;1472;8;16;63
4930;266;200;75;3485;1099;626;188;10
4931;6892;103;77;1058;71;938;57;45
4932;312;86;1790;34;148;29;28;21
4933;226;9643;35;2529;43;260;406;180
4934;2017;24;5;8;36;41;22;44
4935;2096;4094;1405;10;46;980;14;29
4936;6315;11140;4;2852;15;14;491;38
4937;117;132;2;1572;11;17;27;145
4938;84;5107;104;1339;18;406;26;102
4939;127;4511;211;43;1302;29;125;199
4940;166;13;46;2016;52;75;207;53
4941;193;10;3620;638;1022;4;48;0
4942;13813;60;704;2113;69;1374;56;59
4943;56;3041;23;62;60;40;1;65
4944;17631;1603;1216;56;1434;725;264;106
4945;192;0;5121;107;4300;33;32;50
4946;13290;152;101;63;47;1832;75;82
4947;9;85;104;2157;2307;75;143;60
4948;417;427;121;98;988;52;56;16
4949;13013;1129;5037;1462;64;715;19;28
4950;197;5157;5593;2004;2052;101;359;219
4951;293;5479;0;4830;35;45;75;49
4952;14417;28;127;886;39;1033;390;116
