;RLS;RLS-N2;RLS-N3;RLS-N4;RLS-R2;RLS-R3;RLS-R4
235;89934;fail;fail;fail;172320;214456;269245
236;74771;fail;fail;fail;183507;195885;301526
237;137676;fail;fail;fail;191926;176706;326322
238;88414;fail;fail;fail;160992;204407;326788
239;77309;fail;fail;fail;143820;202794;280609
240;98961;fail;fail;fail;136048;248996;360307
241;88616;fail;fail;fail;155497;291108;244085
242;91266;fail;fail;fail;165356;273730;305231
243;102729;fail;fail;fail;188002;230206;333628
244;75719;fail;fail;fail;181648;278975;269090
245;87763;fail;fail;fail;183416;278284;252158
246;98493;fail;fail;fail;147073;316188;293079
247;80917;fail;fail;fail;149184;190039;389967
248;99402;fail;fail;fail;157969;224091;345439
249;110567;fail;fail;fail;152542;215373;260408
250;81067;fail;fail;fail;135044;220600;315114
251;74343;fail;fail;fail;196453;271167;335640
252;81192;fail;fail;fail;153343;233233;278879
253;86936;fail;fail;fail;186624;253306;292995
254;78978;fail;fail;fail;139115;194135;260650
255;89299;fail;fail;fail;163369;200747;315923
256;83309;fail;fail;fail;186551;162701;358902
257;75875;fail;fail;fail;185247;226324;257259
258;89201;fail;fail;fail;154879;229709;238849
259;98803;fail;fail;fail;175065;190332;380729
260;109033;fail;fail;fail;240578;433054;295016
261;81616;fail;fail;fail;155233;230094;294000
262;110740;fail;fail;fail;145771;228737;294905
263;82895;fail;fail;fail;147508;229789;295903
264;91283;fail;fail;fail;143351;215995;331078
265;111936;fail;fail;fail;148257;282540;327798
266;86144;fail;fail;fail;233447;191190;255118
267;97949;fail;fail;fail;141495;300465;268466
268;95758;fail;fail;fail;131594;266709;341869
269;84495;fail;fail;fail;175450;231160;324034
270;100721;fail;fail;fail;160242;259045;347482
271;90513;fail;fail;fail;146236;187848;304540
272;102308;fail;fail;fail;133600;214661;265781
273;84268;fail;fail;fail;155533;199569;290221
274;94763;fail;fail;fail;200236;332015;365351
275;82744;fail;fail;fail;153752;264296;340024
276;112012;fail;fail;fail;150894;237106;223199
277;100149;fail;fail;fail;180763;242093;290292
278;101151;fail;fail;fail;152907;242455;264503
279;95303;fail;fail;fail;207206;249871;288609
280;96101;fail;fail;fail;144519;218071;305434
281;105108;fail;fail;fail;137940;260218;328093
282;95372;fail;fail;fail;215788;230770;293097
283;88154;fail;fail;fail;198823;235207;256777
284;90814;fail;fail;fail;148263;170935;310303
285;88827;fail;fail;fail;146378;192896;323463
286;78894;fail;fail;fail;151921;261754;314369
287;106790;fail;fail;fail;163197;295373;258573
288;91379;fail;fail;fail;146344;217239;368134
289;86359;fail;fail;fail;161678;205367;369022
290;107711;fail;fail;fail;153265;221471;252613
291;91903;fail;fail;fail;146141;216189;333643
292;74121;fail;fail;fail;206277;243084;264758
293;84482;fail;fail;fail;160848;197731;270419
294;69379;fail;fail;fail;164362;221314;272770
295;99471;fail;fail;fail;161911;239697;329265
296;96170;fail;fail;fail;168980;218041;312359
297;81899;fail;fail;fail;127885;195939;325269
298;101807;fail;fail;fail;153762;241009;372138
299;94368;fail;fail;fail;187709;196174;391812
300;110133;fail;fail;fail;166841;251518;236208
301;97110;fail;fail;fail;164352;244861;276734
302;98145;fail;fail;fail;149399;228800;292148
303;95203;fail;fail;fail;128567;213834;272225
304;88348;fail;fail;fail;145104;185589;264105
305;77852;fail;fail;fail;164904;209442;307752
306;97085;fail;fail;fail;165105;248834;412917
307;88304;fail;fail;fail;156524;235638;249275
308;85375;fail;fail;fail;142674;272201;338183
309;86891;fail;fail;fail;178566;227003;254978
310;80133;fail;fail;fail;133319;358586;215299
311;91860;fail;fail;fail;152351;256525;269334
312;113455;fail;fail;fail;181571;216538;305394
313;82008;fail;fail;fail;132109;234224;223129
314;77615;fail;fail;fail;171051;230470;262016
315;82970;fail;fail;fail;160127;329570;327108
316;88384;fail;fail;fail;196347;229595;295429
