;pmut1.25;pmut1.5;pmut1.75;pmut2.0;pmut2.25;pmut2.5;pmut2.75;pmut3.0;pmut3.25
331;713088;706674;353509;199897;194258;211711;180750;122190;117733
332;620972;401753;247909;271712;205246;264645;173393;154819;129233
333;654644;582677;293581;230659;193480;153339;118303;139904;146319
334;804374;435340;300867;193509;219792;189789;170542;161763;115613
335;707291;509576;336363;199003;168774;175352;165042;154550;146687
336;813083;416963;357662;286070;185623;181046;173167;140363;162178
337;565728;520793;347406;222176;187376;166486;154813;193200;149672
338;fail;490108;298773;322848;162191;163177;158218;160095;121524
339;841207;404759;304785;215018;313546;189636;200321;146609;124356
340;fail;397577;280436;264279;196815;188466;172391;132165;110526
341;552552;440547;238688;229098;198700;215582;146565;164550;125404
342;815157;439053;292814;214057;211063;214320;218969;156157;107439
343;779961;606628;213312;215674;225909;199234;157595;144481;135207
344;866381;332361;376185;262825;167466;196455;160977;160700;139269
345;622535;493272;328990;222246;182068;184756;211781;167513;108472
346;fail;360639;320605;222883;173584;206603;155221;158680;140556
347;617165;415317;287671;251465;206938;175170;170269;142544;123935
348;704203;538573;291972;281027;183873;161006;155533;154121;180140
349;584057;381548;337749;226406;194150;181649;182475;166145;136690
350;639191;370829;334503;251774;254385;173854;141011;136875;142445
351;756627;603965;299504;234011;260033;195005;163918;178057;140082
352;790900;528701;254829;245114;205303;165684;169053;130631;132725
353;639284;359595;243328;263729;225371;186896;154322;157745;155646
354;574708;362588;376274;223218;255466;352601;173187;166024;166046
355;764309;467046;396257;212970;166527;165451;185996;136928;126155
356;772803;395251;344832;196377;257447;150354;148046;155527;147614
357;738146;453047;285061;244400;219859;181031;168601;153578;113554
358;581466;297314;253771;257781;240660;176796;156257;126008;140303
359;587869;526783;300650;275653;211589;199568;171990;120511;126306
360;586146;410492;299325;208907;271597;171182;159129;158353;158203
361;719474;368203;303260;256893;225829;226663;145180;183855;135427
362;604890;480799;271640;261137;198082;218519;127354;166396;161074
363;fail;548595;389226;273243;153755;188063;177929;192506;145184
364;696762;558192;325337;347952;222294;166417;165056;143675;138581
365;790043;388228;254185;229746;201530;210945;198136;132565;149346
366;712358;542123;320123;245270;212590;181898;164227;163578;179609
367;721968;308042;305150;243010;187331;221155;162994;147992;177361
368;760661;364170;271546;219012;283527;230728;152106;155081;142719
369;fail;351711;381308;188051;166096;149627;247795;153836;129256
370;760306;382330;219869;235460;205069;178453;168538;165857;140714
371;748680;453520;289904;217444;228165;154764;148811;154568;157462
372;582438;437893;289085;251386;196842;169878;218549;134680;147635
373;684594;559529;284988;212209;186142;211663;135277;166498;174448
374;702829;398671;241305;269995;203008;174371;178288;140394;129512
375;770853;410400;336854;284548;252154;175916;149296;115423;123181
376;636118;425291;258040;234669;270577;175891;142351;151589;145120
377;fail;354030;244353;229276;249235;172737;168359;183426;161763
378;540202;486318;280260;205349;197941;200469;138470;118922;116429
379;705924;321977;252926;204911;165472;179755;192996;123313;172970
380;570169;391093;293838;206983;216429;173030;140940;153906;138756
381;fail;408773;449594;239387;176290;295511;187433;139171;179492
382;614511;494201;319391;264425;212650;209938;226953;125273;152429
383;673187;447999;401950;203565;195598;219786;172397;143903;140596
384;724640;651639;383451;264140;198475;195234;173129;181628;113979
385;578083;409966;333689;218018;216414;319662;153343;128595;119746
386;580088;353864;390901;202880;221865;204194;159754;185001;132645
387;915669;323157;287835;269710;201275;169473;160811;125498;156102
388;799568;323958;307582;279172;182751;149922;187508;147773;157585
389;837939;499193;278327;339965;193832;179903;165129;137346;126781
390;608896;516949;254535;194655;221367;158152;151996;156999;163415
391;627294;433160;375118;228367;225702;201355;151849;142983;123508
392;726822;624106;257484;218184;187738;174401;180705;150713;133288
393;721506;554552;257974;244388;186536;229294;155778;165660;167239
394;769061;436101;326494;178773;207184;202004;167028;164977;145716
395;710520;503960;253418;253969;188068;181525;161460;138222;124608
396;599203;329650;274913;174539;185789;173308;156897;137629;163021
397;646640;370626;378949;299600;251254;175404;148459;133835;132091
398;692900;437004;248649;237281;219159;182707;143869;128708;150103
399;832726;424803;292487;260826;227385;216434;165321;171496;113885
400;787027;424694;292527;255034;245318;131251;142167;116111;139487
401;704560;382559;326903;254870;225648;144355;137664;120131;167211
402;876076;533939;296883;299249;209920;175376;165033;190107;126435
403;583405;377843;293585;230740;172929;213654;133053;154889;162467
404;559189;486801;390921;219223;218562;169473;201608;168168;115253
405;566276;397851;239916;220888;212738;222117;217008;171360;156929
406;515906;359558;313888;208590;202577;185586;155122;163462;114599
407;650407;359694;248413;193465;191033;233442;156994;146297;142774
408;624477;640676;313740;222518;234861;160063;188909;195752;121978
409;572298;400600;261900;189858;178851;237463;152769;150499;149012
410;660526;404237;304850;257662;171913;238144;145773;178413;131415
411;640145;403274;283176;219405;187978;177057;137657;125688;156166
412;633731;376191;280659;201302;178931;168383;159237;142493;177424
